query,entity_type,entity_id,display_title,display_subtitle,token_text,token_type,related_asset_id,related_fund_id,related_project_id,relation_type,source_table,rank_weight
이오타서울,asset,ast_aefd81e93778,"크레딧펀드 · 21호, 기회추구2-2-1호(C1), 기회추구2-2-1호(C2)",A112057001 | verified,"[21호] 이지스해외간접DCVR사모부동산투자신탁21호 [기회추구2-2-1호(C1)] 이지스기회추구전문투자형사모부동산자투자신탁제2-2-1호(C1) [기회추구2-2-1호(C2)] 이지스기회추구전문투자형사모부동산자투자신탁제2-2-1호(C2) 112057 112472 112473 21호 421호펀드 ast_aefd81e93778 Colony Distressed Credit Fund IV 군인공제회 기회추구2-2-1호(C1) 기회추구2-2-1호(C2) 이오타서울 (IOTA Seoul) 이지스기회추구전문투자형사모부동산자투자신탁제2-2-1호(C1) 이지스기회추구전문투자형사모부동산자투자신탁제2-2-1호(C2) 이지스해외간접DCVR사모부동산투자신탁21호 전문건설공제조합 케이비손해보험 크레딧펀드 · 21호, 기회추구2-2-1호(C1), 기회추구2-2-1호(C2) 하나생명보험 한국교직원공제회",canonical_entity,ast_aefd81e93778,112057,iota-421f,self,"asset_fund_links, asset_master, asset_project_link_resolution, beneficiary_exposures, relationship_index_edges, v_funds_enriched+asset_fund_links",100
이오타서울,asset,ast_cd9937cc8678,와이디427피에프브이 주식회사,A112614001 | verified,[421호(A종)] 이지스일반사모부동산투자신탁421호(A종) [421호(B종)] 이지스일반사모부동산투자신탁421호(B종) [421호(C-1종)] 이지스일반사모부동산투자신탁421호(C-1종) [421호(C종)] 이지스일반사모부동산투자신탁421호(C종) [421호] 이지스일반사모부동산투자신탁421호(운용) 112614 112706 112707 120016 120113 421호 421호(A종) 421호(B종) 421호(C-1종) 421호(C종) ast_cd9937cc8678 게우트플래닝 구봉산업 데피니트파트너스 디에스클러스터 디와이시스템 삼성물산 안다인베스트먼트파트너스 안다자산운용 에셀 에스제이더블유인터네셔널 엔에이치투자증권 와이디427 와이디427피에프브이 주식회사 이노베스트 이오타서울 (IOTA Seoul) 이지스일반사모부동산투자신탁421호(A종) 이지스일반사모부동산투자신탁421호(B종) 이지스일반사모부동산투자신탁421호(C-1종) 이지스일반사모부동산투자신탁421호(C종) 이지스일반사모부동산투자신탁421호(운용) 이지스자산운용 케이티에스테이트 한중건설 현대캐피탈,canonical_entity,ast_cd9937cc8678,120016,iota-427,self,"asset_fund_links, asset_master, asset_project_link_resolution, beneficiary_exposures, relationship_index_edges, v_funds_enriched+asset_fund_links",100
이오타서울,fund,112057,[21호] 이지스해외간접DCVR사모부동산투자신탁21호,운용 | 오피스 | 유럽,"[21호] 이지스해외간접DCVR사모부동산투자신탁21호 112057 군인공제회 이오타서울 (IOTA Seoul) 전문건설공제조합 케이비손해보험 크레딧펀드 · 21호, 기회추구2-2-1호(C1), 기회추구2-2-1호(C2) 하나생명보험 한국교직원공제회",canonical_entity,ast_aefd81e93778,112057,iota-421f,self,"asset_fund_links, asset_project_link_resolution, beneficiary_exposures, relationship_index_edges, v_funds_enriched",100
이오타서울,fund,112472,[기회추구2-2-1호(C1)] 이지스기회추구전문투자형사모부동산자투자신탁제2-2-1호(C1),운용 | 지분증권 | 대한민국,"[기회추구2-2-1호(C1)] 이지스기회추구전문투자형사모부동산자투자신탁제2-2-1호(C1) 112472 이오타서울 (IOTA Seoul) 크레딧펀드 · 21호, 기회추구2-2-1호(C1), 기회추구2-2-1호(C2)",canonical_entity,ast_aefd81e93778,112472,iota-421f,self,"asset_fund_links, relationship_index_edges, v_funds_enriched",100
이오타서울,fund,112473,[기회추구2-2-1호(C2)] 이지스기회추구전문투자형사모부동산자투자신탁제2-2-1호(C2),운용 | 지분증권 | 대한민국,"[기회추구2-2-1호(C2)] 이지스기회추구전문투자형사모부동산자투자신탁제2-2-1호(C2) 112473 이오타서울 (IOTA Seoul) 크레딧펀드 · 21호, 기회추구2-2-1호(C1), 기회추구2-2-1호(C2)",canonical_entity,ast_aefd81e93778,112473,iota-421f,self,"asset_fund_links, relationship_index_edges, v_funds_enriched",100
이오타서울,fund,112614,[421호] 이지스일반사모부동산투자신탁421호(운용),운용 | 지분증권 | 대한민국,[421호] 이지스일반사모부동산투자신탁421호(운용) 112614 게우트플래닝 구봉산업 데피니트파트너스 디에스클러스터 디와이시스템 삼성물산 안다인베스트먼트파트너스 안다자산운용 에셀 에스제이더블유인터네셔널 엔에이치투자증권 와이디427피에프브이 주식회사 이노베스트 이오타서울 (IOTA Seoul) 이지스자산운용 케이티에스테이트 한중건설 현대캐피탈,canonical_entity,ast_cd9937cc8678,112614,iota-427,self,"asset_fund_links, asset_project_link_resolution, beneficiary_exposures, relationship_index_edges, v_funds_enriched",100
이오타서울,fund,112706,[421호(A종)] 이지스일반사모부동산투자신탁421호(A종),운용 | 지분증권 | 대한민국,[421호(A종)] 이지스일반사모부동산투자신탁421호(A종) 112706 와이디427피에프브이 주식회사 이오타서울 (IOTA Seoul),canonical_entity,ast_cd9937cc8678,112706,iota-427,self,"asset_fund_links, asset_project_link_resolution, relationship_index_edges, v_funds_enriched",100
이오타서울,fund,112707,[421호(B종)] 이지스일반사모부동산투자신탁421호(B종),운용 | 지분증권 | 대한민국,[421호(B종)] 이지스일반사모부동산투자신탁421호(B종) 112707 와이디427피에프브이 주식회사 이오타서울 (IOTA Seoul),canonical_entity,ast_cd9937cc8678,112707,iota-427,self,"asset_fund_links, asset_project_link_resolution, relationship_index_edges, v_funds_enriched",100
이오타서울,fund,120016,[421호(C종)] 이지스일반사모부동산투자신탁421호(C종),운용 | 지분증권 | 대한민국,[421호(C종)] 이지스일반사모부동산투자신탁421호(C종) 120016 와이디427피에프브이 주식회사 이오타서울 (IOTA Seoul),canonical_entity,ast_cd9937cc8678,120016,iota-427,self,"asset_fund_links, asset_project_link_resolution, relationship_index_edges, v_funds_enriched",100
이오타서울,fund,120113,[421호(C-1종)] 이지스일반사모부동산투자신탁421호(C-1종),운용 | 지분증권 | 대한민국,[421호(C-1종)] 이지스일반사모부동산투자신탁421호(C-1종) 120113 와이디427피에프브이 주식회사 이오타서울 (IOTA Seoul),canonical_entity,ast_cd9937cc8678,120113,iota-427,self,"asset_fund_links, relationship_index_edges, v_funds_enriched",100
