entity_id,canonical_name,display_name,entity_kind,primary_stakeholder_group_code,primary_stakeholder_type_code,primary_stakeholder_type_name,source_systems,latest_base_date,is_active,notes
SH000277,농협(임실농업협동조합),농협(임실농업협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000278,농협(제주고산농업협동조합),농협(제주고산농업협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000279,농협(진도농업협동조합),농협(진도농업협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000280,농협(진주진양농업협동조합),농협(진주진양농업협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000281,농협(진해농업협동조합),농협(진해농업협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000282,농협(철원농업협동조합),농협(철원농업협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000283,농협(추풍령농업협동조합),농협(추풍령농업협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000284,농협(춘천강동농업협동조합),농협(춘천강동농업협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000285,농협(하서농업협동조합),농협(하서농업협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000286,농협(하양농업협동조합 동부지점),농협(하양농업협동조합 동부지점),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000287,농협(함덕농업협동조합),농협(함덕농업협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000288,농협(함창농업협동조합),농협(함창농업협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000289,농협(합천농업협동조합),농협(합천농업협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000290,농협(합천새남부농업협동조합),농협(합천새남부농업협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000291,농협(현서농업협동조합),농협(현서농업협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000292,농협(홍성낙농협동조합),농협(홍성낙농협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000293,농협(홍해농업협동조합),농협(홍해농업협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000294,농협(화개악양농업협동조합),농협(화개악양농업협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000295,농협대주단,농협대주단,organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000296,농협중앙회(농업협동조합중앙회),농협중앙회(농업협동조합중앙회),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000297,뉴스타케이제일차,뉴스타케이제일차,organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000298,뉴익스파트너스,뉴익스파트너스,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000299,다안건설,다안건설,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000300,다올저축은행,다올저축은행,organization,capital_partner,fund_beneficiary,펀드 수익자,"beneficiary_snapshot,lender_snapshot",2025-11-30,Y,
SH000301,다이와,다이와,organization,financing_partner,lender,금융기관(대주),t5t_dashboard,2026-04-13,Y,
SH000302,담배인삼공제회,담배인삼공제회,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000303,대교이앤씨,대교이앤씨,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000304,대교홀딩스,대교홀딩스,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000305,대구대건신용협동조합,대구대건신용협동조합,organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000306,대림,대림,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000307,대승글로벌,대승글로벌,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000308,대신자산신탁,대신자산신탁,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000309,대신저축은행,대신저축은행,organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000310,대우건설,대우건설,organization,capital_partner,fund_beneficiary,펀드 수익자,"beneficiary_snapshot,counterparty_seed",2025-11-30,Y,
SH000311,대한소방공제회,대한소방공제회,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000312,대한지방행정공제회,대한지방행정공제회,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000313,대한토지신탁,대한토지신탁,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000314,더시스템랩,더시스템랩,organization,project_partner,operator_contractor,운영/시공 파트너,counterparty_seed,,Y,
SH000315,더케이저축은행,더케이저축은행,organization,financing_partner,lender,금융기관(대주),"beneficiary_snapshot,lender_snapshot",2025-11-30,Y,
SH000316,데피니트파트너스,데피니트파트너스,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000317,동부건설,동부건설,organization,project_partner,operator_contractor,운영/시공 파트너,counterparty_seed,,Y,
SH000318,동부산테마파크,동부산테마파크,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000319,동양생명,동양생명,organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000320,동원건설산업,동원건설산업,organization,project_partner,operator_contractor,운영/시공 파트너,counterparty_seed,,Y,
SH000321,동원제일저축은행,동원제일저축은행,organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000322,동일건축,동일건축,organization,project_partner,operator_contractor,운영/시공 파트너,counterparty_seed,,Y,
SH000323,동일스위트,동일스위트,organization,capital_partner,fund_beneficiary,펀드 수익자,"beneficiary_snapshot,lender_snapshot",2025-11-30,Y,
SH000324,두가 CNC,두가 CNC,organization,project_partner,operator_contractor,운영/시공 파트너,counterparty_seed,,Y,
SH000325,디비에스은행,디비에스은행,organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000326,디앤디플랫폼리츠,디앤디플랫폼리츠,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000327,디앤에스씨,디앤에스씨,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000328,디앤오,디앤오,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000329,디에스네트웍스,디에스네트웍스,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000330,디에스센트럴프라임,디에스센트럴프라임,organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000331,디에스클러스터,디에스클러스터,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000332,디와이시스템,디와이시스템,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000333,디피아이피코리아 유한회사,디피아이피코리아 유한회사,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000334,라인플러스,라인플러스,organization,occupier_customer,tenant,임차인,t5t_dashboard,2026-04-12,Y,
SH000335,라크라,라크라,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000336,롯데 이노베이트,롯데 이노베이트,organization,project_partner,operator_contractor,운영/시공 파트너,counterparty_seed,,Y,
SH000337,롯데건설,롯데건설,organization,project_partner,operator_contractor,운영/시공 파트너,counterparty_seed,,Y,
SH000338,롯데손해보험,롯데손해보험,organization,capital_partner,fund_beneficiary,펀드 수익자,"beneficiary_snapshot,lender_snapshot",2025-11-30,Y,
SH000339,롯데쇼핑,롯데쇼핑,organization,occupier_customer,tenant,임차인,"beneficiary_snapshot,t5t_dashboard",2026-03-30,Y,
SH000340,롯데캐피탈,롯데캐피탈,organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000341,리테일투자자,리테일투자자,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000342,마르스자산운용,마르스자산운용,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000343,마스터자산운용,마스터자산운용,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000344,마스턴투자운용,마스턴투자운용,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000345,마크자산운용(주),마크자산운용(주),organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000346,매도인,매도인,role_placeholder,transaction_counterparty,buyer_seller,매수/매도인,t5t_dashboard,2026-04-13,Y,
SH000347,매수인,매수인,role_placeholder,transaction_counterparty,buyer_seller,매수/매도인,t5t_dashboard,2026-04-13,Y,
SH000348,맥서브,맥서브,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000349,머큐리자산운용,머큐리자산운용,organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000350,메리츠,메리츠,organization,financing_partner,lender,금융기관(대주),t5t_dashboard,2026-04-13,Y,
SH000351,메리츠증권,메리츠증권,organization,capital_partner,fund_beneficiary,펀드 수익자,"beneficiary_snapshot,t5t_dashboard",2026-04-13,Y,
SH000352,메리츠캐피탈,메리츠캐피탈,organization,capital_partner,fund_beneficiary,펀드 수익자,"beneficiary_snapshot,lender_snapshot",2025-11-30,Y,
SH000353,메리츠화재,메리츠화재,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000354,메리츠화재해상보험,메리츠화재해상보험,organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000355,메트라이프생명보험,메트라이프생명보험,organization,financing_partner,lender,금융기관(대주),"beneficiary_snapshot,lender_snapshot",2025-11-30,Y,
SH000356,모니모남산제일차,모니모남산제일차,organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000357,모멘스솔루션,모멘스솔루션,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000358,모아저축은행,모아저축은행,organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000359,무궁화신탁,무궁화신탁,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000360,무림캐피탈,무림캐피탈,organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000361,무영,무영,organization,project_partner,operator_contractor,운영/시공 파트너,counterparty_seed,,Y,
SH000362,문창신용협동조합,문창신용협동조합,organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000363,미래에셋,미래에셋,organization,financing_partner,lender,금융기관(대주),t5t_dashboard,2026-04-13,Y,
SH000364,미래에셋 주택기금,미래에셋 주택기금,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000365,미래에셋생명,미래에셋생명,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000366,미래에셋자산운용OCIO,미래에셋자산운용OCIO,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000367,미래에셋증권,미래에셋증권,organization,capital_partner,fund_beneficiary,펀드 수익자,"beneficiary_snapshot,lender_snapshot",2025-11-30,Y,
SH000368,미래에셋캐피탈,미래에셋캐피탈,organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000369,미정,미정,organization,financing_partner,lender,금융기관(대주),"beneficiary_snapshot,lender_snapshot",2025-11-30,Y,
SH000370,밸류업베스트,밸류업베스트,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000371,법무법인,법무법인,organization,advisor_intermediary,advisor,주간사/자문,t5t_dashboard,2026-04-14,Y,
SH000372,별정우체국연금관리단,별정우체국연금관리단,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000373,부림저축은행,부림저축은행,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000374,부산은행,부산은행,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000375,블랙스톤,블랙스톤,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000376,비공개,비공개,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000377,비씨카드,비씨카드,organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000378,비욘드남산제사차,비욘드남산제사차,organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000379,비욘드남산제이차,비욘드남산제이차,organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000380,사학연금,사학연금,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000381,산림조합,산림조합,organization,capital_partner,institutional_lp,기관투자자(LP),t5t_dashboard,2026-04-17,Y,
SH000382,산림조합중앙회,산림조합중앙회,organization,capital_partner,fund_beneficiary,펀드 수익자,"beneficiary_snapshot,lender_snapshot",2025-11-30,Y,
SH000383,삼미건설,삼미건설,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000384,삼성SRA1호,삼성SRA1호,organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000385,삼성SRA국내담보대출일반사모부동산투자신탁4호,삼성SRA국내담보대출일반사모부동산투자신탁4호,organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000386,삼성SRA국내담보대출일반사모부동산투자신탁제5호,삼성SRA국내담보대출일반사모부동산투자신탁제5호,organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000387,삼성물산,삼성물산,organization,capital_partner,fund_beneficiary,펀드 수익자,"beneficiary_snapshot,counterparty_seed",2025-11-30,Y,
SH000388,삼성생명,삼성생명,organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000389,삼성생명보험,삼성생명보험,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000390,삼성자산운용OCIO,삼성자산운용OCIO,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000391,삼성증권,삼성증권,organization,capital_partner,fund_beneficiary,펀드 수익자,"beneficiary_snapshot,lender_snapshot",2025-11-30,Y,
SH000392,삼성화재,삼성화재,organization,capital_partner,fund_beneficiary,펀드 수익자,"beneficiary_snapshot,lender_snapshot",2025-11-30,Y,
SH000393,삼양홀딩스,삼양홀딩스,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000394,삼우,삼우,organization,project_partner,operator_contractor,운영/시공 파트너,counterparty_seed,,Y,
SH000395,삼우 CM,삼우 CM,organization,project_partner,operator_contractor,운영/시공 파트너,counterparty_seed,,Y,
SH000396,삼우디씨디,삼우디씨디,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000397,삼우씨엠건축사사무소,삼우씨엠건축사사무소,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000398,삼정저축은행,삼정저축은행,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000399,삼한교역상사,삼한교역상사,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000400,상상인저축은행,상상인저축은행,organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000401,서귀포동부신용협동조합,서귀포동부신용협동조합,organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000402,서리풀클라우드,서리풀클라우드,organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000403,서민이엔씨,서민이엔씨,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000404,서울보증보험,서울보증보험,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000405,서울시,서울시,organization,public_authority,public_body,공공/행정기관,t5t_dashboard,2026-04-13,Y,
SH000406,서천신용협동조합,서천신용협동조합,organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000407,선매수자,선매수자,role_placeholder,transaction_counterparty,buyer_seller,매수/매도인,t5t_dashboard,2026-03-30,Y,
SH000408,선우건축,선우건축,organization,project_partner,operator_contractor,운영/시공 파트너,counterparty_seed,,Y,
SH000409,성담,성담,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000410,성담솔트베이,성담솔트베이,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000411,성지제강,성지제강,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000412,세람저축은행,세람저축은행,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000413,세미파이브,세미파이브,organization,occupier_customer,tenant,임차인,t5t_dashboard,2026-04-17,Y,
SH000414,세빌스,세빌스,organization,advisor_intermediary,advisor,주간사/자문,t5t_dashboard,2026-04-13,Y,
SH000415,세종네트웍스,세종네트웍스,organization,project_partner,operator_contractor,운영/시공 파트너,counterparty_seed,,Y,
SH000416,세종텔레콤,세종텔레콤,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000417,세콘도,세콘도,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000418,센트럴저축은행,센트럴저축은행,organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000419,수산업협동조합중앙회,수산업협동조합중앙회,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000420,수지신용협동조합,수지신용협동조합,organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000421,수협은행,수협은행,organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000422,수협중앙회,수협중앙회,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000423,스마일게이트,스마일게이트,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000424,스카이밸류,스카이밸류,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000425,스카이저축은행,스카이저축은행,organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000426,스탠다드차타드은행,스탠다드차타드은행,organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000427,시행사,시행사,organization,transaction_counterparty,buyer_seller,매수/매도인,t5t_dashboard,2026-04-13,Y,
SH000428,신세계,신세계,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000429,신세계프라퍼티,신세계프라퍼티,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000430,신용협동조합중앙회,신용협동조합중앙회,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000431,신진솔루션즈,신진솔루션즈,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000432,신한,신한,organization,financing_partner,lender,금융기관(대주),t5t_dashboard,2026-04-17,Y,
SH000433,신한금융투자,신한금융투자,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000434,신한금융플러스,신한금융플러스,organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000435,신한라이프생명보험,신한라이프생명보험,organization,capital_partner,fund_beneficiary,펀드 수익자,"beneficiary_snapshot,lender_snapshot",2025-11-30,Y,
SH000436,신한은행,신한은행,organization,financing_partner,lender,금융기관(대주),"beneficiary_snapshot,lender_snapshot",2025-11-30,Y,
SH000437,신한은행(연기금통합일반사모증권투자신탁제141호의 신탁업자로서),신한은행(연기금통합일반사모증권투자신탁제141호의 신탁업자로서),organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000438,신한은행(캡스톤APAC2호의 신탁업자 지위),신한은행(캡스톤APAC2호의 신탁업자 지위),organization,capital_partner,fund_beneficiary,펀드 수익자,beneficiary_snapshot,2025-11-30,Y,
SH000439,신한카드,신한카드,organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000440,신한캐피탈,신한캐피탈,organization,financing_partner,lender,금융기관(대주),"beneficiary_snapshot,lender_snapshot,t5t_dashboard",2026-04-17,Y,
SH000441,신한투자증권,신한투자증권,organization,capital_partner,fund_beneficiary,펀드 수익자,"beneficiary_snapshot,lender_snapshot",2025-11-30,Y,
SH000442,신협(강릉신용협동조합),신협(강릉신용협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000443,신협(강서신용협동조합),신협(강서신용협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000444,신협(검단신용협동조합),신협(검단신용협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000445,신협(경기광주신용협동조합),신협(경기광주신용협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000446,신협(경남가온신용협동조합),신협(경남가온신용협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000447,신협(경남제일신용협동조합),신협(경남제일신용협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000448,신협(경남중앙신용협동조합),신협(경남중앙신용협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000449,신협(경남한의사신용협동조합),신협(경남한의사신용협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000450,신협(경동신용협동조합),신협(경동신용협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000451,신협(계산신용협동조합),신협(계산신용협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000452,신협(공주중앙신용협동조합),신협(공주중앙신용협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000453,신협(광안신용협동조합),신협(광안신용협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000454,신협(광장신용협동조합),신협(광장신용협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000455,신협(광주동부신용협동조합),신협(광주동부신용협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000456,신협(광주신우신용협동조합),신협(광주신우신용협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000457,신협(구덕신용협동조합),신협(구덕신용협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000458,신협(구포신용협동조합),신협(구포신용협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000459,신협(금모래신용협동조합),신협(금모래신용협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000460,신협(금정신용협동조합),신협(금정신용협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000461,신협(김제신용협동조합),신협(김제신용협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000462,신협(남광주신용협동조합),신협(남광주신용협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000463,신협(남서울신용협동조합),신협(남서울신용협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000464,신협(남청주신용협동조합),신협(남청주신용협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000465,신협(달구벌신용협동조합),신협(달구벌신용협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000466,신협(대구태영신용협동조합),신협(대구태영신용협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000467,신협(대원신용협동조합),신협(대원신용협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000468,신협(동대구신용협동조합),신협(동대구신용협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000469,신협(동수원신용협동조합),신협(동수원신용협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000470,신협(든솔신용협동조합),신협(든솔신용협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000471,신협(등촌신용협동조합),신협(등촌신용협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000472,신협(마포신용협동조합),신협(마포신용협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000473,신협(무학신용협동조합),신협(무학신용협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000474,신협(미추홀신용협동조합),신협(미추홀신용협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000475,신협(방림신용협동조합),신협(방림신용협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000476,신협(방촌신용협동조합),신협(방촌신용협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000477,신협(부산거제신용협동조합),신협(부산거제신용협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000478,신협(부산동래신용협동조합),신협(부산동래신용협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000479,신협(부산성의신용협동조합),신협(부산성의신용협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
SH000480,신협(부산시중앙신용협동조합),신협(부산시중앙신용협동조합),organization,financing_partner,lender,금융기관(대주),lender_snapshot,2025-11-30,Y,
