group_name,counterparty_registered_name,categories,source_systems,project_count_max,source_record_total,latest_base_date,priority_score,importance_level,coverage_note
굿포어스,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
그린웨이브알앤디,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
근영농산,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
기관투자자,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
남산드림힐튼제일차,,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
네오밸류,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
넥슨코리아,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
농협(가야농업협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
농협(감곡농업협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
농협(강내농업협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
농협(강동농업협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
농협(거제해금강농업협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
농협(고흥농업협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
농협(광명농업협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
농협(구림농업협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
농협(규암농업협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
농협(근흥농업협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
농협(금산인삼농업협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
농협(금왕농업협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
농협(남밀양농업협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
농협(대구경북능금농업협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
농협(대천농업협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
농협(동경주농업협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
농협(동군산농업협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
농협(동북농업협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
농협(마도농업협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
농협(몽탄농업협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
농협(문막농업협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
농협(백석농업협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
농협(봉동농업협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
농협(부안중앙농업협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
농협(사등농업협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
농협(산청군농업협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
농협(삼칠농업협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
농협(삼호농업협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
농협(서석농업협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
농협(서신농업협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
농협(소양농업협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
농협(소초농업협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
농협(수륜농업협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
농협(수원농업협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
농협(순창농업협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
농협(안계농업협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
농협(안흥농업협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
농협(영덕농업협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
농협(예산중앙농업협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
농협(왕궁농업협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
농협(용성농업협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
농협(울릉농업협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
농협(월출산농업협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
농협(의령농업협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
농협(임실농업협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
농협(제주고산농업협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
농협(진도농업협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
농협(진주진양농업협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
농협(진해농업협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
농협(철원농업협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
농협(추풍령농업협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
농협(춘천강동농업협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
농협(하서농업협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
농협(하양농업협동조합 동부지점),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
농협(함덕농업협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
농협(함창농업협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
농협(합천농업협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
농협(합천새남부농업협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
농협(현서농업협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
농협(홍성낙농협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
농협(홍해농업협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
농협(화개악양농업협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
뉴스타케이제일차,,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
다안건설,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
대구대건신용협동조합,,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
대림,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
대승글로벌,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
대신자산신탁,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
대한토지신탁,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
데피니트파트너스,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
동부산테마파크,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
동원제일저축은행,,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
디비에스은행,,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
디앤디플랫폼리츠,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
디앤에스씨,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
디앤오,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
디에스네트웍스,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
디에스센트럴프라임,,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
디에스클러스터,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
디와이시스템,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
디피아이피코리아 유한회사,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
라크라,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
마르스자산운용,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
마스터자산운용,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
맥서브,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
머큐리자산운용,,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
모니모남산제일차,,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
모멘스솔루션,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
무림캐피탈,,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
문창신용협동조합,,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
밸류업베스트,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
별정우체국연금관리단,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
블랙스톤,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
비욘드남산제사차,,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
비욘드남산제이차,,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
삼미건설,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
삼성SRA국내담보대출일반사모부동산투자신탁4호,,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
삼성SRA국내담보대출일반사모부동산투자신탁제5호,,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
삼양홀딩스,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
삼우디씨디,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
삼우씨엠건축사사무소,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
삼정저축은행,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
서귀포동부신용협동조합,,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
서리풀클라우드,,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
서민이엔씨,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
서천신용협동조합,,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
성담솔트베이,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
세종텔레콤,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
세콘도,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
수산업협동조합중앙회,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
수지신용협동조합,,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
스마일게이트,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
스카이밸류,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
신세계,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
신세계프라퍼티,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
신진솔루션즈,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
신한금융플러스,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
신한은행(연기금통합일반사모증권투자신탁제141호의 신탁업자로서),,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
신한은행(캡스톤APAC2호의 신탁업자 지위),,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
신협(강릉신용협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
신협(강서신용협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
신협(검단신용협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
신협(경기광주신용협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
신협(경남가온신용협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
신협(경남중앙신용협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
신협(경남한의사신용협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
신협(공주중앙신용협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
신협(광장신용협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
신협(광주동부신용협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
신협(광주신우신용협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
신협(구덕신용협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
신협(구포신용협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
신협(금모래신용협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
신협(금정신용협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
신협(김제신용협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
신협(남광주신용협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
신협(남청주신용협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
신협(대구태영신용협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
신협(대원신용협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
신협(동대구신용협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
신협(든솔신용협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
신협(마포신용협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
신협(무학신용협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
신협(미추홀신용협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
신협(방림신용협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
신협(방촌신용협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
신협(부산거제신용협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
신협(부산성의신용협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
신협(부산시중앙신용협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
신협(부산장우신용협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
신협(부산행복신용협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
신협(북동신용협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
신협(북부산신용협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
신협(북성신용협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
신협(북원신용협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
신협(새서울신용협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
신협(서대구신용협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
신협(서울치과의사신용협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
신협(송파동부신용협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
신협(수원중앙신용협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
신협(신정신용협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
신협(아산신용협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
