alias_id,entity_id,alias_name,alias_type,source_system,confidence,notes
AL000434,SH000434,신한금융플러스,exact,seed_master,1.0,
AL000435,SH000435,신한라이프생명보험,exact,seed_master,1.0,
AL000436,SH000436,신한은행,exact,seed_master,1.0,
AL000437,SH000437,신한은행(연기금통합일반사모증권투자신탁제141호의 신탁업자로서),exact,seed_master,1.0,
AL000438,SH000438,신한은행(캡스톤APAC2호의 신탁업자 지위),exact,seed_master,1.0,
AL000439,SH000439,신한카드,exact,seed_master,1.0,
AL000440,SH000440,신한캐피탈,exact,seed_master,1.0,
AL000441,SH000441,신한투자증권,exact,seed_master,1.0,
AL000442,SH000442,신협(강릉신용협동조합),exact,seed_master,1.0,
AL000443,SH000443,신협(강서신용협동조합),exact,seed_master,1.0,
AL000444,SH000444,신협(검단신용협동조합),exact,seed_master,1.0,
AL000445,SH000445,신협(경기광주신용협동조합),exact,seed_master,1.0,
AL000446,SH000446,신협(경남가온신용협동조합),exact,seed_master,1.0,
AL000447,SH000447,신협(경남제일신용협동조합),exact,seed_master,1.0,
AL000448,SH000448,신협(경남중앙신용협동조합),exact,seed_master,1.0,
AL000449,SH000449,신협(경남한의사신용협동조합),exact,seed_master,1.0,
AL000450,SH000450,신협(경동신용협동조합),exact,seed_master,1.0,
AL000451,SH000451,신협(계산신용협동조합),exact,seed_master,1.0,
AL000452,SH000452,신협(공주중앙신용협동조합),exact,seed_master,1.0,
AL000453,SH000453,신협(광안신용협동조합),exact,seed_master,1.0,
AL000454,SH000454,신협(광장신용협동조합),exact,seed_master,1.0,
AL000455,SH000455,신협(광주동부신용협동조합),exact,seed_master,1.0,
AL000456,SH000456,신협(광주신우신용협동조합),exact,seed_master,1.0,
AL000457,SH000457,신협(구덕신용협동조합),exact,seed_master,1.0,
AL000458,SH000458,신협(구포신용협동조합),exact,seed_master,1.0,
AL000459,SH000459,신협(금모래신용협동조합),exact,seed_master,1.0,
AL000460,SH000460,신협(금정신용협동조합),exact,seed_master,1.0,
AL000461,SH000461,신협(김제신용협동조합),exact,seed_master,1.0,
AL000462,SH000462,신협(남광주신용협동조합),exact,seed_master,1.0,
AL000463,SH000463,신협(남서울신용협동조합),exact,seed_master,1.0,
AL000464,SH000464,신협(남청주신용협동조합),exact,seed_master,1.0,
AL000465,SH000465,신협(달구벌신용협동조합),exact,seed_master,1.0,
AL000466,SH000466,신협(대구태영신용협동조합),exact,seed_master,1.0,
AL000467,SH000467,신협(대원신용협동조합),exact,seed_master,1.0,
AL000468,SH000468,신협(동대구신용협동조합),exact,seed_master,1.0,
AL000469,SH000469,신협(동수원신용협동조합),exact,seed_master,1.0,
AL000470,SH000470,신협(든솔신용협동조합),exact,seed_master,1.0,
AL000471,SH000471,신협(등촌신용협동조합),exact,seed_master,1.0,
AL000472,SH000472,신협(마포신용협동조합),exact,seed_master,1.0,
AL000473,SH000473,신협(무학신용협동조합),exact,seed_master,1.0,
AL000474,SH000474,신협(미추홀신용협동조합),exact,seed_master,1.0,
AL000475,SH000475,신협(방림신용협동조합),exact,seed_master,1.0,
AL000476,SH000476,신협(방촌신용협동조합),exact,seed_master,1.0,
AL000477,SH000477,신협(부산거제신용협동조합),exact,seed_master,1.0,
AL000478,SH000478,신협(부산동래신용협동조합),exact,seed_master,1.0,
AL000479,SH000479,신협(부산성의신용협동조합),exact,seed_master,1.0,
AL000480,SH000480,신협(부산시중앙신용협동조합),exact,seed_master,1.0,
AL000481,SH000481,신협(부산장우신용협동조합),exact,seed_master,1.0,
AL000482,SH000482,신협(부산진신용협동조합),exact,seed_master,1.0,
AL000483,SH000483,신협(부산행복신용협동조합),exact,seed_master,1.0,
AL000484,SH000484,신협(북동신용협동조합),exact,seed_master,1.0,
AL000485,SH000485,신협(북부산신용협동조합),exact,seed_master,1.0,
AL000486,SH000486,신협(북성신용협동조합),exact,seed_master,1.0,
AL000487,SH000487,신협(북원신용협동조합),exact,seed_master,1.0,
AL000488,SH000488,신협(새서울신용협동조합),exact,seed_master,1.0,
AL000489,SH000489,신협(서대구신용협동조합),exact,seed_master,1.0,
AL000490,SH000490,신협(서울치과의사신용협동조합),exact,seed_master,1.0,
AL000491,SH000491,신협(성남중앙신용협동조합),exact,seed_master,1.0,
AL000492,SH000492,신협(송파동부신용협동조합),exact,seed_master,1.0,
AL000493,SH000493,신협(수원중앙신용협동조합),exact,seed_master,1.0,
AL000494,SH000494,신협(신정신용협동조합),exact,seed_master,1.0,
AL000495,SH000495,신협(아산신용협동조합),exact,seed_master,1.0,
AL000496,SH000496,신협(양천신용협동조합),exact,seed_master,1.0,
AL000497,SH000497,신협(연무신용협동조합),exact,seed_master,1.0,
AL000498,SH000498,신협(영암신용협동조합),exact,seed_master,1.0,
AL000499,SH000499,신협(오산신용협동조합),exact,seed_master,1.0,
AL000500,SH000500,신협(울산남부신용협동조합),exact,seed_master,1.0,
AL000501,SH000501,신협(울산중앙신용협동조합),exact,seed_master,1.0,
AL000502,SH000502,신협(울산행복신용협동조합),exact,seed_master,1.0,
AL000503,SH000503,신협(원주신용협동조합),exact,seed_master,1.0,
AL000504,SH000504,신협(위미신용협동조합),exact,seed_master,1.0,
AL000505,SH000505,신협(은평신용협동조합),exact,seed_master,1.0,
AL000506,SH000506,신협(의왕신용협동조합),exact,seed_master,1.0,
AL000507,SH000507,신협(이천신용협동조합),exact,seed_master,1.0,
AL000508,SH000508,신협(인천치과의사신용협동조합),exact,seed_master,1.0,
AL000509,SH000509,신협(일산신용협동조합),exact,seed_master,1.0,
AL000510,SH000510,신협(장안신용협동조합),exact,seed_master,1.0,
AL000511,SH000511,신협(제민신용협동조합),exact,seed_master,1.0,
AL000512,SH000512,신협(제주신용협동조합),exact,seed_master,1.0,
AL000513,SH000513,신협(주민신용협동조합),exact,seed_master,1.0,
AL000514,SH000514,신협(주성신용협동조합),exact,seed_master,1.0,
AL000515,SH000515,신협(중앙신용협동조합),exact,seed_master,1.0,
AL000516,SH000516,신협(청량리신용협동조합),exact,seed_master,1.0,
AL000517,SH000517,신협(청운신용협동조합),exact,seed_master,1.0,
AL000518,SH000518,신협(청주상당신용협동조합),exact,seed_master,1.0,
AL000519,SH000519,신협(청주성동신용협동조합),exact,seed_master,1.0,
AL000520,SH000520,신협(한라신용협동조합),exact,seed_master,1.0,
AL000521,SH000521,신협(한우리신용협동조합),exact,seed_master,1.0,
AL000522,SH000522,신협(현대제철신용협동조합),exact,seed_master,1.0,
AL000523,SH000523,신협(홍성신용협동조합),exact,seed_master,1.0,
AL000524,SH000524,신협(화곡신용협동조합),exact,seed_master,1.0,
AL000525,SH000525,신협(화성제일신용협동조합),exact,seed_master,1.0,
AL000526,SH000526,신협(화지산신용협동조합),exact,seed_master,1.0,
AL000527,SH000527,신협(희원신용협동조합),exact,seed_master,1.0,
AL000528,SH000528,신협대주단,exact,seed_master,1.0,
AL000529,SH000529,신협중앙회(남부천신용협동중앙회),exact,seed_master,1.0,
AL000530,SH000530,신협중앙회(신용협동조합중앙회),exact,seed_master,1.0,
AL000531,SH000531,썬트리,exact,seed_master,1.0,
AL000532,SH000532,씨엘케이아이에스,exact,seed_master,1.0,
AL000533,SH000533,아디다스,exact,seed_master,1.0,
AL000534,SH000534,아디안 싱가포르,exact,seed_master,1.0,
AL000535,SH000535,아라그룹,exact,seed_master,1.0,
AL000536,SH000536,아산나눔재단,exact,seed_master,1.0,
AL000537,SH000537,아스테이온제일차(SPC),exact,seed_master,1.0,
AL000538,SH000538,아시아에프앤아이,exact,seed_master,1.0,
AL000539,SH000539,아우토스트라세,exact,seed_master,1.0,
AL000540,SH000540,아이알디브이,exact,seed_master,1.0,
AL000541,SH000541,아이언투자파트너스,exact,seed_master,1.0,
AL000542,SH000542,아이엠단디에이치제일차,exact,seed_master,1.0,
AL000543,SH000543,아이엠라이프생명보험,exact,seed_master,1.0,
AL000544,SH000544,아이엠인베스트제이차,exact,seed_master,1.0,
AL000545,SH000545,아주캐피탈,exact,seed_master,1.0,
AL000546,SH000546,아테나자산운용,exact,seed_master,1.0,
AL000547,SH000547,아토모스리얼에스테이트,exact,seed_master,1.0,
AL000548,SH000548,안다인베스트먼트파트너스,exact,seed_master,1.0,
AL000549,SH000549,안다자산운용,exact,seed_master,1.0,
AL000550,SH000550,애큐온저축은행,exact,seed_master,1.0,
AL000551,SH000551,애큐온캐피탈,exact,seed_master,1.0,
AL000552,SH000552,양지로지스특시,exact,seed_master,1.0,
AL000553,SH000553,어반웰스,exact,seed_master,1.0,
AL000554,SH000554,에셀,exact,seed_master,1.0,
AL000555,SH000555,에셀유한회사,exact,seed_master,1.0,
AL000556,SH000556,에스가산,exact,seed_master,1.0,
AL000557,SH000557,에스디디피제일차,exact,seed_master,1.0,
AL000558,SH000558,에스디제오차,exact,seed_master,1.0,
AL000559,SH000559,에스비센,exact,seed_master,1.0,
AL000560,SH000560,에스엔유비아이제트1호,exact,seed_master,1.0,
AL000561,SH000561,에스원,exact,seed_master,1.0,
AL000562,SH000562,에스유씨플러스,exact,seed_master,1.0,
AL000563,SH000563,에스제이더블유인터네셔널,exact,seed_master,1.0,
AL000564,SH000564,에스케이디앤디,exact,seed_master,1.0,
AL000565,SH000565,에이아이에스독일제일차주식회사(메리츠증권),exact,seed_master,1.0,
AL000566,SH000566,에이치비저축은행,exact,seed_master,1.0,
AL000567,SH000567,에이치엔아이,exact,seed_master,1.0,
AL000568,SH000568,에이치플랜,exact,seed_master,1.0,
AL000569,SH000569,에이티넘인베스트먼트,exact,seed_master,1.0,
AL000570,SH000570,에프엔십정2유동화전문 유한회사,exact,seed_master,1.0,
AL000571,SH000571,에프엔프로젝트제이차,exact,seed_master,1.0,
AL000572,SH000572,엔에이치투자증권,exact,seed_master,1.0,
AL000573,SH000573,엔에이치판교아이스퀘어제이차,exact,seed_master,1.0,
AL000574,SH000574,엔피씨,exact,seed_master,1.0,
AL000575,SH000575,엠디엠플러스,exact,seed_master,1.0,
AL000576,SH000576,엠에스퓨처,exact,seed_master,1.0,
AL000577,SH000577,엠유에프지은행,exact,seed_master,1.0,
AL000578,SH000578,엠지알브이,exact,seed_master,1.0,
AL000579,SH000579,연초생산안정화재단,exact,seed_master,1.0,
AL000580,SH000580,연합자산관리,exact,seed_master,1.0,
AL000581,SH000581,엽연초생산협동조합중앙회,exact,seed_master,1.0,
AL000582,SH000582,엽연초생산협동조합중앙회(청주),exact,seed_master,1.0,
AL000583,SH000583,예성건축,exact,seed_master,1.0,
AL000584,SH000584,예스코홀딩,exact,seed_master,1.0,
AL000585,SH000585,오로라월드,exact,seed_master,1.0,
AL000586,SH000586,오케이저축은행,exact,seed_master,1.0,
AL000587,SH000587,오투저축은행,exact,seed_master,1.0,
AL000588,SH000588,우리,exact,seed_master,1.0,
AL000589,SH000589,우리금융저축은행,exact,seed_master,1.0,
AL000590,SH000590,우리금융캐피탈,exact,seed_master,1.0,
AL000591,SH000591,우리은행,exact,seed_master,1.0,
AL000592,SH000592,우리은행(캡스톤대출플랫폼일반사모투자신탁2호의 신탁업자),exact,seed_master,1.0,
AL000593,SH000593,우리자산신탁,exact,seed_master,1.0,
AL000594,SH000594,우리종합금융,exact,seed_master,1.0,
AL000595,SH000595,우리투자증권,exact,seed_master,1.0,
AL000596,SH000596,우미건설,exact,seed_master,1.0,
AL000597,SH000597,우미글로벌,exact,seed_master,1.0,
AL000598,SH000598,우정사업본부,exact,seed_master,1.0,
AL000599,SH000599,우정사업본부(보험),exact,seed_master,1.0,
AL000600,SH000600,우정사업본부(예금),exact,seed_master,1.0,
AL000601,SH000601,운율건축,exact,seed_master,1.0,
AL000602,SH000602,원양건축,exact,seed_master,1.0,
AL000603,SH000603,웰컴저축은행,exact,seed_master,1.0,
AL000604,SH000604,위더그린,exact,seed_master,1.0,
AL000605,SH000605,유선엔지니어링,exact,seed_master,1.0,
AL000606,SH000606,유안타저축은행,exact,seed_master,1.0,
AL000607,SH000607,유안타증권,exact,seed_master,1.0,
AL000608,SH000608,유일엔지니어링,exact,seed_master,1.0,
AL000609,SH000609,유진투자증권,exact,seed_master,1.0,
AL000610,SH000610,이규성,exact,seed_master,1.0,
AL000611,SH000611,이노베스트,exact,seed_master,1.0,
AL000612,SH000612,이든자산운용,exact,seed_master,1.0,
AL000613,SH000613,이베스트투자증권,exact,seed_master,1.0,
AL000614,SH000614,이수화학,exact,seed_master,1.0,
AL000615,SH000615,이스턴투자개발,exact,seed_master,1.0,
AL000616,SH000616,이우식,exact,seed_master,1.0,
AL000617,SH000617,이지스 고유,exact,seed_master,1.0,
AL000618,SH000618,이지스170-2호(자펀드2),exact,seed_master,1.0,
AL000619,SH000619,이지스263호,exact,seed_master,1.0,
AL000620,SH000620,이지스426의1호,exact,seed_master,1.0,
AL000621,SH000621,이지스KORIF사모부동산자투자신탁18A호,exact,seed_master,1.0,
AL000622,SH000622,이지스NPL4호,exact,seed_master,1.0,
AL000623,SH000623,이지스NPL일반사모부동산투자신탁제3호,exact,seed_master,1.0,
AL000624,SH000624,이지스경산로지스일반사모부동사투자신탁제1-1호(운용),exact,seed_master,1.0,
AL000625,SH000625,이지스경산스페셜시츄에이션일반사모부동산투자신탁제1호,exact,seed_master,1.0,
AL000626,SH000626,이지스고유,exact,seed_master,1.0,
AL000627,SH000627,이지스국내PF재구조화1-3호(모),exact,seed_master,1.0,
AL000628,SH000628,이지스국내PF재구조화1호(자),exact,seed_master,1.0,
AL000629,SH000629,이지스기회추구2-1호(Blind),exact,seed_master,1.0,
AL000630,SH000630,이지스기회추구2-2-1호(Blind),exact,seed_master,1.0,
AL000631,SH000631,이지스기회추구2호(Blind),exact,seed_master,1.0,
AL000632,SH000632,이지스네오밸류블라인드일반사모부동산투자신탁제1호,exact,seed_master,1.0,
AL000633,SH000633,이지스랜드플랫폼일반사모부동산투자신탁제1-1호(Blind),exact,seed_master,1.0,
AL000634,SH000634,이지스레지던스리츠,exact,seed_master,1.0,
AL000635,SH000635,이지스리빙플랫폼일반사모부동산자투자신탁제1호(Blind),exact,seed_master,1.0,
AL000636,SH000636,이지스리얼에셋일반사모부동산투자신탁제1호,exact,seed_master,1.0,
AL000637,SH000637,이지스린,exact,seed_master,1.0,
AL000638,SH000638,이지스밸류리츠,exact,seed_master,1.0,
AL000639,SH000639,이지스밸류플러스리츠,exact,seed_master,1.0,
AL000640,SH000640,이지스비즈성장공간플랫폼일반사모부동산투자신탁제1호(Blind),exact,seed_master,1.0,
AL000641,SH000641,이지스사모부동산자투자신탁 43-1호,exact,seed_master,1.0,
AL000642,SH000642,이지스사모부동산자투자신탁 43-2호,exact,seed_master,1.0,
AL000643,SH000643,이지스스트래티직 전문투자형사모부동산 자투자신탁 제1-3-3호,exact,seed_master,1.0,
AL000644,SH000644,이지스스트래티직일반사모부동산자투자신탁제1-2-3호,exact,seed_master,1.0,
AL000645,SH000645,이지스스트래티직일반사모부동산자투자신탁제1호(Blind),exact,seed_master,1.0,
AL000646,SH000646,이지스아레나스케이엘아이피1사모부동산자투자회사,exact,seed_master,1.0,
AL000647,SH000647,이지스이익참여형메자닌일반사모부동산모투자신탁제1-1호(Blind),exact,seed_master,1.0,
AL000648,SH000648,이지스이익참여형메자닌일반사모부동산모투자신탁제1-3호(Blind),exact,seed_master,1.0,
AL000649,SH000649,이지스이익참여형메자닌일반사모부동산모투자신탁제1-4호(Blind),exact,seed_master,1.0,
AL000650,SH000650,이지스인컴앤그로스일반사모부동산자투자신탁제2호(Blind),exact,seed_master,1.0,
AL000651,SH000651,이지스일반사모부동산자투자신탁제125-2호,exact,seed_master,1.0,
AL000652,SH000652,이지스일반사모부동산자투자신탁제130-4호,exact,seed_master,1.0,
AL000653,SH000653,이지스일반사모부동산자투자신탁제130-5호,exact,seed_master,1.0,
AL000654,SH000654,이지스일반사모부동산자투자신탁제482호,exact,seed_master,1.0,
AL000655,SH000655,이지스일반사모부동산자투자신탁제562의1호,exact,seed_master,1.0,
AL000656,SH000656,이지스일반사모부동산투자신탁156호,exact,seed_master,1.0,
AL000657,SH000657,이지스일반사모부동산투자신탁460호,exact,seed_master,1.0,
AL000658,SH000658,이지스일반사모부동산투자신탁제454호,exact,seed_master,1.0,
AL000659,SH000659,이지스일반사모부동산투자신탁제462호,exact,seed_master,1.0,
AL000660,SH000660,이지스일반사모부동산투자신탁제468-1호,exact,seed_master,1.0,
AL000661,SH000661,이지스일반사모부동산투자신탁제473호,exact,seed_master,1.0,
AL000662,SH000662,이지스일반사모부동산투자신탁제508호,exact,seed_master,1.0,
AL000663,SH000663,이지스일반사모부동산투자신탁제517의1호,exact,seed_master,1.0,
AL000664,SH000664,이지스자산운용,exact,seed_master,1.0,
AL000665,SH000665,이지스자산운용(1종),exact,seed_master,1.0,
AL000666,SH000666,이지스자산운용(2종),exact,seed_master,1.0,
AL000667,SH000667,이지스자산운용(A종),exact,seed_master,1.0,
AL000668,SH000668,이지스자산운용(B종),exact,seed_master,1.0,
AL000669,SH000669,이지스장기안정형주거플랫폼일반사모부동산투자신탁제1호(Blind),exact,seed_master,1.0,
AL000670,SH000670,이지스장기지분형일반사모부동산자투자신탁1-1호(자펀드)(Blind),exact,seed_master,1.0,
AL000671,SH000671,이지스장기지분형일반사모부동산자투자신탁1-2호(자펀드)(Blind),exact,seed_master,1.0,
AL000672,SH000672,이지스장기지분형일반사모부동산자투자신탁1-3호(자펀드)(Blind),exact,seed_master,1.0,
AL000673,SH000673,이지스전문사모120호,exact,seed_master,1.0,
AL000674,SH000674,이지스전문사모121호,exact,seed_master,1.0,
AL000675,SH000675,이지스전문투자형사모부동산투자신탁312호,exact,seed_master,1.0,
AL000676,SH000676,이지스전문투자형사모부동산투자신탁384호,exact,seed_master,1.0,
AL000677,SH000677,이지스전문투자형사모부동산투자신탁제411호,exact,seed_master,1.0,
AL000678,SH000678,이지스제555호부동산일반사모투자회사,exact,seed_master,1.0,
AL000679,SH000679,이지스케이엘아이피1사모부동산자투자회사,exact,seed_master,1.0,
AL000680,SH000680,이지스해운대일반사모부동산투자신탁제1호,exact,seed_master,1.0,
AL000681,SH000681,이코노미쿠스,exact,seed_master,1.0,
AL000682,SH000682,인성저축은행,exact,seed_master,1.0,
AL000683,SH000683,인천도시공사,exact,seed_master,1.0,
AL000684,SH000684,인컴앤그로스 2-4-4호,exact,seed_master,1.0,
AL000685,SH000685,자이C&A,exact,seed_master,1.0,
AL000686,SH000686,잠재 SI,exact,seed_master,1.0,
AL000687,SH000687,잠재 임차인,exact,seed_master,1.0,
AL000688,SH000688,장은혜,exact,seed_master,1.0,
AL000689,SH000689,장풍이노베이션,exact,seed_master,1.0,
AL000690,SH000690,전문건설공제조합,exact,seed_master,1.0,
AL000691,SH000691,전북은행,exact,seed_master,1.0,
AL000692,SH000692,정림,exact,seed_master,1.0,
AL000693,SH000693,정석우(개인),exact,seed_master,1.0,
AL000694,SH000694,제이알디개발,exact,seed_master,1.0,
AL000695,SH000695,제이앤파트너인베스트먼트,exact,seed_master,1.0,
AL000696,SH000696,제이에스티나,exact,seed_master,1.0,
AL000697,SH000697,제이온클로버,exact,seed_master,1.0,
AL000698,SH000698,제이와이제이제팔차,exact,seed_master,1.0,
AL000699,SH000699,제이케이로지스,exact,seed_master,1.0,
AL000700,SH000700,제이티저축은행,exact,seed_master,1.0,
AL000701,SH000701,제이피어반디,exact,seed_master,1.0,
AL000702,SH000702,제주은행,exact,seed_master,1.0,
AL000703,SH000703,제주중앙신용협동조합,exact,seed_master,1.0,
AL000704,SH000704,제쿠먼인베스트먼트(유),exact,seed_master,1.0,
AL000705,SH000705,젠스타메이트,exact,seed_master,1.0,
AL000706,SH000706,조은저축은행,exact,seed_master,1.0,
AL000707,SH000707,주민단,exact,seed_master,1.0,
AL000708,SH000708,주주대여,exact,seed_master,1.0,
AL000709,SH000709,주택도시보증공사(주택도시기금),exact,seed_master,1.0,
AL000710,SH000710,중국건설은행,exact,seed_master,1.0,
AL000711,SH000711,중국농업은행,exact,seed_master,1.0,
AL000712,SH000712,중국은행,exact,seed_master,1.0,
AL000713,SH000713,중소기업중앙회,exact,seed_master,1.0,
AL000714,SH000714,쥐피아이제십구차,exact,seed_master,1.0,
AL000715,SH000715,지아이비시스템제일차,exact,seed_master,1.0,
AL000716,SH000716,지에프인베스트먼트,exact,seed_master,1.0,
AL000717,SH000717,지엠뉴욕(자금보충기관: 메리츠증권),exact,seed_master,1.0,
AL000718,SH000718,지엠뉴욕제이차,exact,seed_master,1.0,
AL000719,SH000719,지엠더원,exact,seed_master,1.0,
AL000720,SH000720,지티에이,exact,seed_master,1.0,
AL000721,SH000721,진주저축은행,exact,seed_master,1.0,
AL000722,SH000722,진흥기업,exact,seed_master,1.0,
AL000723,SH000723,차건축,exact,seed_master,1.0,
AL000724,SH000724,창조,exact,seed_master,1.0,
AL000725,SH000725,천호스테이션하우징(PFV),exact,seed_master,1.0,
AL000726,SH000726,축협(강진완도축산농업협동조합),exact,seed_master,1.0,
AL000727,SH000727,축협(상주축산업협동조합),exact,seed_master,1.0,
AL000728,SH000728,축협(순천광양축산업협동조합),exact,seed_master,1.0,
AL000729,SH000729,축협(장흥축산업협동조합),exact,seed_master,1.0,
AL000730,SH000730,축협(함양산청축산업협동조합),exact,seed_master,1.0,
AL000731,SH000731,캠코,exact,seed_master,1.0,
AL000732,SH000732,캡스톤일반사모부동산투자신탁35호(전문),exact,seed_master,1.0,
AL000733,SH000733,컨설팅,exact,seed_master,1.0,
AL000734,SH000734,케이리츠투자운용,exact,seed_master,1.0,
AL000735,SH000735,케이비시그니쳐제일차유한회사,exact,seed_master,1.0,
AL000736,SH000736,케이앤비개발,exact,seed_master,1.0,
AL000737,SH000737,케이에이치엘제일차,exact,seed_master,1.0,
AL000738,SH000738,케이티에스테이트,exact,seed_master,1.0,
AL000739,SH000739,켄달스퀘어자산운용,exact,seed_master,1.0,
AL000740,SH000740,코리아신탁,exact,seed_master,1.0,
AL000741,SH000741,코리안리재보험,exact,seed_master,1.0,
AL000742,SH000742,코리안리재보험(주),exact,seed_master,1.0,
AL000743,SH000743,코어플랫폼1호(Blind),exact,seed_master,1.0,
AL000744,SH000744,쿠거인더주피에프브이(PFV),exact,seed_master,1.0,
AL000745,SH000745,쿼드에스알피제일차,exact,seed_master,1.0,
AL000746,SH000746,키움저축은행,exact,seed_master,1.0,
AL000747,SH000747,키움증권,exact,seed_master,1.0,
AL000748,SH000748,키움캐피탈,exact,seed_master,1.0,
AL000749,SH000749,키움투자자산운용,exact,seed_master,1.0,
AL000750,SH000750,키웨스트자산운용,exact,seed_master,1.0,
AL000751,SH000751,태영건설,exact,seed_master,1.0,
AL000752,SH000752,태재홀딩스,exact,seed_master,1.0,
AL000753,SH000753,투자자1,exact,seed_master,1.0,
AL000754,SH000754,판교엠버제일차,exact,seed_master,1.0,
AL000755,SH000755,퍼시픽제33호전문사모부동산투자유한회사,exact,seed_master,1.0,
AL000756,SH000756,펜토건설,exact,seed_master,1.0,
AL000757,SH000757,포스코A&C,exact,seed_master,1.0,
AL000758,SH000758,포스코이앤씨,exact,seed_master,1.0,
AL000759,SH000759,푸른덴셜생명보험,exact,seed_master,1.0,
AL000760,SH000760,푸른인베스트먼트,exact,seed_master,1.0,
AL000761,SH000761,푸른저축은행,exact,seed_master,1.0,
AL000762,SH000762,푸본현대생명보험,exact,seed_master,1.0,
AL000763,SH000763,프라임비전제일차,exact,seed_master,1.0,
AL000764,SH000764,피벗플러스,exact,seed_master,1.0,
AL000765,SH000765,피에스텍,exact,seed_master,1.0,
AL000766,SH000766,핀포인트,exact,seed_master,1.0,
AL000767,SH000767,하나,exact,seed_master,1.0,
AL000768,SH000768,하나레지던스2호,exact,seed_master,1.0,
AL000769,SH000769,하나생명보험,exact,seed_master,1.0,
AL000770,SH000770,하나손해보험,exact,seed_master,1.0,
AL000771,SH000771,하나에프앤아이(하나F&I),exact,seed_master,1.0,
AL000772,SH000772,하나은행,exact,seed_master,1.0,
AL000773,SH000773,하나증권,exact,seed_master,1.0,
AL000774,SH000774,하나캐피탈,exact,seed_master,1.0,
AL000775,SH000775,하나커넥트,exact,seed_master,1.0,
AL000776,SH000776,하우징플랫폼(Blind),exact,seed_master,1.0,
AL000777,SH000777,하인즈코리아투자자문,exact,seed_master,1.0,
AL000778,SH000778,한국교직원공제회,exact,seed_master,1.0,
AL000779,SH000779,한국부동산에스앤디,exact,seed_master,1.0,
AL000780,SH000780,한국산업단지공단,exact,seed_master,1.0,
AL000781,SH000781,한국자산관리공사,exact,seed_master,1.0,
AL000782,SH000782,한국자산신탁,exact,seed_master,1.0,
AL000783,SH000783,한국저축은행,exact,seed_master,1.0,
AL000784,SH000784,한국증권금융,exact,seed_master,1.0,
AL000785,SH000785,한국증권금융(신한부동산론전문투자형사모부동산투자신탁제2호의 신탁업자로서),exact,seed_master,1.0,
AL000786,SH000786,한국지방재정공제회,exact,seed_master,1.0,
AL000787,SH000787,한국투자부동산신탁,exact,seed_master,1.0,
AL000788,SH000788,한국투자저축은행,exact,seed_master,1.0,
AL000789,SH000789,한국투자증권,exact,seed_master,1.0,
AL000790,SH000790,한국투자캐피탈,exact,seed_master,1.0,
AL000791,SH000791,한국파마,exact,seed_master,1.0,
AL000792,SH000792,한국해양진흥공사,exact,seed_master,1.0,
AL000793,SH000793,한림 CM,exact,seed_master,1.0,
AL000794,SH000794,한림개발,exact,seed_master,1.0,
AL000795,SH000795,한미글로벌,exact,seed_master,1.0,
AL000796,SH000796,한미글로벌건축사사무소,exact,seed_master,1.0,
AL000797,SH000797,한성저축은행,exact,seed_master,1.0,
AL000798,SH000798,한세실업,exact,seed_master,1.0,
AL000799,SH000799,한세예스24홀딩스,exact,seed_master,1.0,
AL000800,SH000800,한신공영,exact,seed_master,1.0,
AL000801,SH000801,한전,exact,seed_master,1.0,
AL000802,SH000802,한중건설,exact,seed_master,1.0,
AL000803,SH000803,한화,exact,seed_master,1.0,
AL000804,SH000804,한화건설,exact,seed_master,1.0,
AL000805,SH000805,한화생명,exact,seed_master,1.0,
AL000806,SH000806,한화생명보험,exact,seed_master,1.0,
AL000807,SH000807,한화손해보험,exact,seed_master,1.0,
AL000808,SH000808,한화저축은행,exact,seed_master,1.0,
AL000809,SH000809,한화투자증권,exact,seed_master,1.0,
AL000810,SH000810,한화투자증권(A),exact,seed_master,1.0,
AL000811,SH000811,한화투자증권(C-i),exact,seed_master,1.0,
AL000812,SH000812,한화호텔앤드리조트,exact,seed_master,1.0,
AL000813,SH000813,해비치호텔앤드리조트,exact,seed_master,1.0,
AL000814,SH000814,해안,exact,seed_master,1.0,
AL000815,SH000815,행정공제회,exact,seed_master,1.0,
AL000816,SH000816,헤리티지자산운용,exact,seed_master,1.0,
AL000817,SH000817,현대건설,exact,seed_master,1.0,
AL000818,SH000818,현대산업개발,exact,seed_master,1.0,
AL000819,SH000819,현대아산,exact,seed_master,1.0,
AL000820,SH000820,현대엔지니어링,exact,seed_master,1.0,
AL000821,SH000821,현대인베스트먼트자산운용㈜ 1호 펀드,exact,seed_master,1.0,
AL000822,SH000822,현대차정몽구재단,exact,seed_master,1.0,
AL000823,SH000823,현대차증권,exact,seed_master,1.0,
AL000824,SH000824,현대카드,exact,seed_master,1.0,
AL000825,SH000825,현대캐피탈,exact,seed_master,1.0,
AL000826,SH000826,현대커머셜,exact,seed_master,1.0,
AL000827,SH000827,현대해상화재보험,exact,seed_master,1.0,
AL000828,SH000828,호텔롯데,exact,seed_master,1.0,
AL000829,SH000829,홈플러스,exact,seed_master,1.0,
AL000830,SH000830,홍콩상하이은행,exact,seed_master,1.0,
AL000831,SH000831,효성중공업,exact,seed_master,1.0,
AL000832,SH000832,효성캐피탈,exact,seed_master,1.0,
AL000833,SH000833,휴온스글로벌,exact,seed_master,1.0,
