group_name,group_code,member_entities,source_systems,group_mapping_status,entity_count,role_count,latest_base_date,dominant_stakeholder_type
신협(울산중앙신용협동조합),group,신협(울산중앙신용협동조합),lender_snapshot,self,1,1,2025-11-30,금융기관(대주)
신협(울산행복신용협동조합),group,신협(울산행복신용협동조합),lender_snapshot,self,1,1,2025-11-30,금융기관(대주)
신협(원주신용협동조합),group,신협(원주신용협동조합),lender_snapshot,self,1,1,2025-11-30,금융기관(대주)
신협(위미신용협동조합),group,신협(위미신용협동조합),lender_snapshot,self,1,1,2025-11-30,금융기관(대주)
신협(은평신용협동조합),group,신협(은평신용협동조합),lender_snapshot,self,1,1,2025-11-30,금융기관(대주)
신협(의왕신용협동조합),group,신협(의왕신용협동조합),lender_snapshot,self,1,1,2025-11-30,금융기관(대주)
신협(이천신용협동조합),group,신협(이천신용협동조합),lender_snapshot,self,1,1,2025-11-30,금융기관(대주)
신협(인천치과의사신용협동조합),group,신협(인천치과의사신용협동조합),lender_snapshot,self,1,1,2025-11-30,금융기관(대주)
신협(일산신용협동조합),group,신협(일산신용협동조합),lender_snapshot,self,1,1,2025-11-30,금융기관(대주)
신협(장안신용협동조합),group,신협(장안신용협동조합),lender_snapshot,self,1,1,2025-11-30,금융기관(대주)
신협(제민신용협동조합),group,신협(제민신용협동조합),lender_snapshot,self,1,1,2025-11-30,금융기관(대주)
신협(제주신용협동조합),group,신협(제주신용협동조합),lender_snapshot,self,1,1,2025-11-30,금융기관(대주)
신협(주민신용협동조합),group,신협(주민신용협동조합),lender_snapshot,self,1,1,2025-11-30,금융기관(대주)
신협(주성신용협동조합),group,신협(주성신용협동조합),lender_snapshot,self,1,1,2025-11-30,금융기관(대주)
신협(중앙신용협동조합),group,신협(중앙신용협동조합),lender_snapshot,self,1,1,2025-11-30,금융기관(대주)
신협(청량리신용협동조합),group,신협(청량리신용협동조합),lender_snapshot,self,1,1,2025-11-30,금융기관(대주)
신협(청운신용협동조합),group,신협(청운신용협동조합),lender_snapshot,self,1,1,2025-11-30,금융기관(대주)
신협(청주상당신용협동조합),group,신협(청주상당신용협동조합),lender_snapshot,self,1,1,2025-11-30,금융기관(대주)
신협(청주성동신용협동조합),group,신협(청주성동신용협동조합),lender_snapshot,self,1,1,2025-11-30,금융기관(대주)
신협(한라신용협동조합),group,신협(한라신용협동조합),lender_snapshot,self,1,1,2025-11-30,금융기관(대주)
신협(한우리신용협동조합),group,신협(한우리신용협동조합),lender_snapshot,self,1,1,2025-11-30,금융기관(대주)
신협(현대제철신용협동조합),group,신협(현대제철신용협동조합),lender_snapshot,self,1,1,2025-11-30,금융기관(대주)
신협(홍성신용협동조합),group,신협(홍성신용협동조합),lender_snapshot,self,1,1,2025-11-30,금융기관(대주)
신협(화곡신용협동조합),group,신협(화곡신용협동조합),lender_snapshot,self,1,1,2025-11-30,금융기관(대주)
신협(화성제일신용협동조합),group,신협(화성제일신용협동조합),lender_snapshot,self,1,1,2025-11-30,금융기관(대주)
신협(화지산신용협동조합),group,신협(화지산신용협동조합),lender_snapshot,self,1,1,2025-11-30,금융기관(대주)
신협(희원신용협동조합),group,신협(희원신용협동조합),lender_snapshot,self,1,1,2025-11-30,금융기관(대주)
신협대주단,group,신협대주단,lender_snapshot,self,1,1,2025-11-30,금융기관(대주)
신협중앙회(남부천신용협동중앙회),group,신협중앙회(남부천신용협동중앙회),lender_snapshot,self,1,1,2025-11-30,금융기관(대주)
신협중앙회(신용협동조합중앙회),group,신협중앙회(신용협동조합중앙회),lender_snapshot,self,1,1,2025-11-30,금융기관(대주)
썬트리,group,썬트리,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
씨엘케이아이에스,group,씨엘케이아이에스,lender_snapshot,self,1,1,2025-11-30,금융기관(대주)
아디다스,group,아디다스,t5t_dashboard,self,1,1,2026-04-13,임차인
아디안 싱가포르,group,아디안 싱가포르,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
아라그룹,group,아라그룹,counterparty_seed,self,1,1,,운영/시공 파트너
아산나눔재단,group,아산나눔재단,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
아스테이온제일차(SPC),spc,아스테이온제일차(SPC),beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
아시아에프앤아이,group,아시아에프앤아이,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
아우토스트라세,group,아우토스트라세,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
아이알디브이,group,아이알디브이,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
아이언투자파트너스,group,아이언투자파트너스,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
아이엠단디에이치제일차,group,아이엠단디에이치제일차,lender_snapshot,self,1,1,2025-11-30,금융기관(대주)
아이엠라이프생명보험,group,아이엠라이프생명보험,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
아이엠인베스트제이차,group,아이엠인베스트제이차,lender_snapshot,self,1,1,2025-11-30,금융기관(대주)
아주캐피탈,group,아주캐피탈,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
아테나자산운용,group,아테나자산운용,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
아토모스리얼에스테이트,group,아토모스리얼에스테이트,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
안다인베스트먼트파트너스,group,안다인베스트먼트파트너스,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
안다자산운용,group,안다자산운용,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
애큐온저축은행,group,애큐온저축은행,lender_snapshot,self,1,1,2025-11-30,금융기관(대주)
애큐온캐피탈,group,애큐온캐피탈,"beneficiary_snapshot,lender_snapshot",self,1,2,2025-11-30,금융기관(대주)
양지로지스특시,group,양지로지스특시,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
어반웰스,group,어반웰스,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
에셀,group,에셀,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
에셀유한회사,group,에셀유한회사,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
에스가산,group,에스가산,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
에스디디피제일차,group,에스디디피제일차,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
에스디제오차,group,에스디제오차,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
에스비센,group,에스비센,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
에스엔유비아이제트1호,1,에스엔유비아이제트1호,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
에스원,group,에스원,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
에스유씨플러스,group,에스유씨플러스,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
에스제이더블유인터네셔널,group,에스제이더블유인터네셔널,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
에스케이디앤디,group,에스케이디앤디,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
에이아이에스독일제일차주식회사(메리츠증권),group,에이아이에스독일제일차주식회사(메리츠증권),beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
에이치비저축은행,group,에이치비저축은행,lender_snapshot,self,1,1,2025-11-30,금융기관(대주)
에이치엔아이,group,에이치엔아이,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
에이치플랜,group,에이치플랜,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
에이티넘인베스트먼트,group,에이티넘인베스트먼트,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
에프엔십정2유동화전문 유한회사,2,에프엔십정2유동화전문 유한회사,lender_snapshot,self,1,1,2025-11-30,금융기관(대주)
에프엔프로젝트제이차,group,에프엔프로젝트제이차,lender_snapshot,self,1,1,2025-11-30,금융기관(대주)
엔에이치투자증권,group,엔에이치투자증권,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
엔에이치판교아이스퀘어제이차,group,엔에이치판교아이스퀘어제이차,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
엔피씨,group,엔피씨,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
엠디엠플러스,group,엠디엠플러스,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
엠에스퓨처,group,엠에스퓨처,lender_snapshot,self,1,1,2025-11-30,금융기관(대주)
엠유에프지은행,group,엠유에프지은행,lender_snapshot,self,1,1,2025-11-30,금융기관(대주)
엠지알브이,group,엠지알브이,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
연초생산안정화재단,group,연초생산안정화재단,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
연합자산관리,group,연합자산관리,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
엽연초생산협동조합중앙회,group,엽연초생산협동조합중앙회,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
엽연초생산협동조합중앙회(청주),group,엽연초생산협동조합중앙회(청주),beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
예성건축,group,예성건축,counterparty_seed,self,1,1,,운영/시공 파트너
예스코홀딩,group,예스코홀딩,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
오로라월드,group,오로라월드,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
오케이저축은행,group,오케이저축은행,lender_snapshot,self,1,1,2025-11-30,금융기관(대주)
오투저축은행,group,오투저축은행,"beneficiary_snapshot,lender_snapshot",self,1,2,2025-11-30,금융기관(대주)
우리,group,우리,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
우리금융저축은행,group,우리금융저축은행,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
우리금융캐피탈,group,우리금융캐피탈,"beneficiary_snapshot,lender_snapshot",self,1,2,2025-11-30,금융기관(대주)
우리은행,group,우리은행,"beneficiary_snapshot,lender_snapshot",self,1,2,2025-11-30,금융기관(대주)
우리은행(캡스톤대출플랫폼일반사모투자신탁2호의 신탁업자),2,우리은행(캡스톤대출플랫폼일반사모투자신탁2호의 신탁업자),lender_snapshot,self,1,1,2025-11-30,금융기관(대주)
우리자산신탁,group,우리자산신탁,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
우리종합금융,group,우리종합금융,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
우리투자증권,group,우리투자증권,"beneficiary_snapshot,lender_snapshot",self,1,2,2025-11-30,금융기관(대주)
우미건설,group,우미건설,"beneficiary_snapshot,counterparty_seed",self,1,2,2025-11-30,운영/시공 파트너
우미글로벌,group,우미글로벌,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
우정사업본부,group,우정사업본부,t5t_dashboard,self,1,1,2026-04-13,기관투자자(LP)
우정사업본부(보험),group,우정사업본부(보험),beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
우정사업본부(예금),group,우정사업본부(예금),beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
운율건축,group,운율건축,counterparty_seed,self,1,1,,운영/시공 파트너
원양건축,group,원양건축,counterparty_seed,self,1,1,,운영/시공 파트너
웰컴저축은행,group,웰컴저축은행,lender_snapshot,self,1,1,2025-11-30,금융기관(대주)
위더그린,group,위더그린,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
유선엔지니어링,group,유선엔지니어링,counterparty_seed,self,1,1,,운영/시공 파트너
유안타저축은행,group,유안타저축은행,lender_snapshot,self,1,1,2025-11-30,금융기관(대주)
유안타증권,group,유안타증권,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
유일엔지니어링,group,유일엔지니어링,counterparty_seed,self,1,1,,운영/시공 파트너
유진투자증권,group,유진투자증권,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
이규성,group,이규성,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
이노베스트,group,이노베스트,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
이든자산운용,group,이든자산운용,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
이베스트투자증권,group,이베스트투자증권,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
이수화학,group,이수화학,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
이스턴투자개발,group,이스턴투자개발,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
이우식,group,이우식,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
이지스 고유,group,이지스 고유,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
이지스170-2호(자펀드2),170_2_2,이지스170-2호(자펀드2),beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
이지스263호,263,이지스263호,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
이지스426의1호,426_1,이지스426의1호,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
이지스KORIF사모부동산자투자신탁18A호,korif_18a,이지스KORIF사모부동산자투자신탁18A호,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
이지스NPL4호,npl4,이지스NPL4호,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
이지스NPL일반사모부동산투자신탁제3호,npl_3,이지스NPL일반사모부동산투자신탁제3호,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
이지스경산로지스일반사모부동사투자신탁제1-1호(운용),1_1,이지스경산로지스일반사모부동사투자신탁제1-1호(운용),beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
이지스경산스페셜시츄에이션일반사모부동산투자신탁제1호,1,이지스경산스페셜시츄에이션일반사모부동산투자신탁제1호,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
이지스고유,group,이지스고유,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
이지스국내PF재구조화1-3호(모),pf_1_3,이지스국내PF재구조화1-3호(모),beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
이지스국내PF재구조화1호(자),pf_1,이지스국내PF재구조화1호(자),beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
이지스기회추구2-1호(Blind),2_1_blind,이지스기회추구2-1호(Blind),beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
이지스기회추구2-2-1호(Blind),2_2_1_blind,이지스기회추구2-2-1호(Blind),beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
이지스기회추구2호(Blind),2_blind,이지스기회추구2호(Blind),beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
이지스네오밸류블라인드일반사모부동산투자신탁제1호,1,이지스네오밸류블라인드일반사모부동산투자신탁제1호,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
이지스랜드플랫폼일반사모부동산투자신탁제1-1호(Blind),1_1_blind,이지스랜드플랫폼일반사모부동산투자신탁제1-1호(Blind),beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
이지스레지던스리츠,group,이지스레지던스리츠,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
이지스리빙플랫폼일반사모부동산자투자신탁제1호(Blind),1_blind,이지스리빙플랫폼일반사모부동산자투자신탁제1호(Blind),beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
이지스리얼에셋일반사모부동산투자신탁제1호,1,이지스리얼에셋일반사모부동산투자신탁제1호,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
이지스린,group,이지스린,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
이지스밸류리츠,group,이지스밸류리츠,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
이지스밸류플러스리츠,group,이지스밸류플러스리츠,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
이지스비즈성장공간플랫폼일반사모부동산투자신탁제1호(Blind),1_blind,이지스비즈성장공간플랫폼일반사모부동산투자신탁제1호(Blind),beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
이지스사모부동산자투자신탁 43-1호,43_1,이지스사모부동산자투자신탁 43-1호,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
이지스사모부동산자투자신탁 43-2호,43_2,이지스사모부동산자투자신탁 43-2호,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
이지스스트래티직 전문투자형사모부동산 자투자신탁 제1-3-3호,1_3_3,이지스스트래티직 전문투자형사모부동산 자투자신탁 제1-3-3호,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
이지스스트래티직일반사모부동산자투자신탁제1-2-3호,1_2_3,이지스스트래티직일반사모부동산자투자신탁제1-2-3호,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
이지스스트래티직일반사모부동산자투자신탁제1호(Blind),1_blind,이지스스트래티직일반사모부동산자투자신탁제1호(Blind),beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
이지스아레나스케이엘아이피1사모부동산자투자회사,1,이지스아레나스케이엘아이피1사모부동산자투자회사,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
이지스이익참여형메자닌일반사모부동산모투자신탁제1-1호(Blind),1_1_blind,이지스이익참여형메자닌일반사모부동산모투자신탁제1-1호(Blind),"beneficiary_snapshot,lender_snapshot",self,1,2,2025-11-30,금융기관(대주)
이지스이익참여형메자닌일반사모부동산모투자신탁제1-3호(Blind),1_3_blind,이지스이익참여형메자닌일반사모부동산모투자신탁제1-3호(Blind),"beneficiary_snapshot,lender_snapshot",self,1,2,2025-11-30,금융기관(대주)
이지스이익참여형메자닌일반사모부동산모투자신탁제1-4호(Blind),1_4_blind,이지스이익참여형메자닌일반사모부동산모투자신탁제1-4호(Blind),"beneficiary_snapshot,lender_snapshot",self,1,2,2025-11-30,금융기관(대주)
이지스인컴앤그로스일반사모부동산자투자신탁제2호(Blind),2_blind,이지스인컴앤그로스일반사모부동산자투자신탁제2호(Blind),beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
이지스일반사모부동산자투자신탁제125-2호,125_2,이지스일반사모부동산자투자신탁제125-2호,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
이지스일반사모부동산자투자신탁제130-4호,130_4,이지스일반사모부동산자투자신탁제130-4호,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
이지스일반사모부동산자투자신탁제130-5호,130_5,이지스일반사모부동산자투자신탁제130-5호,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
이지스일반사모부동산자투자신탁제482호,482,이지스일반사모부동산자투자신탁제482호,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
이지스일반사모부동산자투자신탁제562의1호,562_1,이지스일반사모부동산자투자신탁제562의1호,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
이지스일반사모부동산투자신탁156호,156,이지스일반사모부동산투자신탁156호,lender_snapshot,self,1,1,2025-11-30,금융기관(대주)
이지스일반사모부동산투자신탁460호,460,이지스일반사모부동산투자신탁460호,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
이지스일반사모부동산투자신탁제454호,454,이지스일반사모부동산투자신탁제454호,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
이지스일반사모부동산투자신탁제462호,462,이지스일반사모부동산투자신탁제462호,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
이지스일반사모부동산투자신탁제468-1호,468_1,이지스일반사모부동산투자신탁제468-1호,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
이지스일반사모부동산투자신탁제473호,473,이지스일반사모부동산투자신탁제473호,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
이지스일반사모부동산투자신탁제508호,508,이지스일반사모부동산투자신탁제508호,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
이지스일반사모부동산투자신탁제517의1호,517_1,이지스일반사모부동산투자신탁제517의1호,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
이지스자산운용,group,이지스자산운용,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
이지스자산운용(1종),1,이지스자산운용(1종),beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
이지스자산운용(2종),2,이지스자산운용(2종),beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
이지스자산운용(A종),a,이지스자산운용(A종),beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
이지스자산운용(B종),b,이지스자산운용(B종),beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
이지스장기안정형주거플랫폼일반사모부동산투자신탁제1호(Blind),1_blind,이지스장기안정형주거플랫폼일반사모부동산투자신탁제1호(Blind),beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
이지스장기지분형일반사모부동산자투자신탁1-1호(자펀드)(Blind),1_1_blind,이지스장기지분형일반사모부동산자투자신탁1-1호(자펀드)(Blind),beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
이지스장기지분형일반사모부동산자투자신탁1-2호(자펀드)(Blind),1_2_blind,이지스장기지분형일반사모부동산자투자신탁1-2호(자펀드)(Blind),beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
이지스장기지분형일반사모부동산자투자신탁1-3호(자펀드)(Blind),1_3_blind,이지스장기지분형일반사모부동산자투자신탁1-3호(자펀드)(Blind),beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
이지스전문사모120호,120,이지스전문사모120호,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
이지스전문사모121호,121,이지스전문사모121호,lender_snapshot,self,1,1,2025-11-30,금융기관(대주)
이지스전문투자형사모부동산투자신탁312호,312,이지스전문투자형사모부동산투자신탁312호,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
이지스전문투자형사모부동산투자신탁384호,384,이지스전문투자형사모부동산투자신탁384호,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
이지스전문투자형사모부동산투자신탁제411호,411,이지스전문투자형사모부동산투자신탁제411호,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
이지스제555호부동산일반사모투자회사,555,이지스제555호부동산일반사모투자회사,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
이지스케이엘아이피1사모부동산자투자회사,1,이지스케이엘아이피1사모부동산자투자회사,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
이지스해운대일반사모부동산투자신탁제1호,1,이지스해운대일반사모부동산투자신탁제1호,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
이코노미쿠스,group,이코노미쿠스,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
인성저축은행,group,인성저축은행,"beneficiary_snapshot,lender_snapshot",self,1,2,2025-11-30,금융기관(대주)
인천도시공사,group,인천도시공사,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
인컴앤그로스 2-4-4호,2_4_4,인컴앤그로스 2-4-4호,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
자이C&A,c_a,자이C&A,counterparty_seed,self,1,1,,운영/시공 파트너
잠재 SI,si,잠재 SI,t5t_dashboard,self,1,1,2026-04-13,매수/매도인
장은혜,group,장은혜,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
장풍이노베이션,group,장풍이노베이션,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
전문건설공제조합,group,전문건설공제조합,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
전북은행,group,전북은행,lender_snapshot,self,1,1,2025-11-30,금융기관(대주)
정림,group,정림,counterparty_seed,self,1,1,,운영/시공 파트너
정석우(개인),group,정석우(개인),beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
제이알디개발,group,제이알디개발,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
제이앤파트너인베스트먼트,group,제이앤파트너인베스트먼트,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
제이에스티나,group,제이에스티나,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
제이온클로버,group,제이온클로버,lender_snapshot,self,1,1,2025-11-30,금융기관(대주)
제이와이제이제팔차,group,제이와이제이제팔차,lender_snapshot,self,1,1,2025-11-30,금융기관(대주)
제이케이로지스,group,제이케이로지스,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
제이티저축은행,group,제이티저축은행,lender_snapshot,self,1,1,2025-11-30,금융기관(대주)
제이피어반디,group,제이피어반디,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
제주은행,group,제주은행,lender_snapshot,self,1,1,2025-11-30,금융기관(대주)
제주중앙신용협동조합,group,제주중앙신용협동조합,lender_snapshot,self,1,1,2025-11-30,금융기관(대주)
제쿠먼인베스트먼트(유),group,제쿠먼인베스트먼트(유),beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
젠스타메이트,group,젠스타메이트,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
조은저축은행,group,조은저축은행,lender_snapshot,self,1,1,2025-11-30,금융기관(대주)
주민단,group,주민단,t5t_dashboard,self,1,1,2026-03-21,공공/행정기관
주주대여,group,주주대여,lender_snapshot,self,1,1,2025-11-30,금융기관(대주)
주택도시보증공사(주택도시기금),group,주택도시보증공사(주택도시기금),beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
중국건설은행,group,중국건설은행,lender_snapshot,self,1,1,2025-11-30,금융기관(대주)
중국농업은행,group,중국농업은행,lender_snapshot,self,1,1,2025-11-30,금융기관(대주)
중국은행,group,중국은행,lender_snapshot,self,1,1,2025-11-30,금융기관(대주)
중소기업중앙회,group,중소기업중앙회,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
쥐피아이제십구차,group,쥐피아이제십구차,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
지아이비시스템제일차,group,지아이비시스템제일차,lender_snapshot,self,1,1,2025-11-30,금융기관(대주)
지에프인베스트먼트,group,지에프인베스트먼트,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
지엠뉴욕(자금보충기관: 메리츠증권),group,지엠뉴욕(자금보충기관: 메리츠증권),beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
지엠뉴욕제이차,group,지엠뉴욕제이차,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
지엠더원,group,지엠더원,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
지티에이,group,지티에이,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
진주저축은행,group,진주저축은행,lender_snapshot,self,1,1,2025-11-30,금융기관(대주)
진흥기업,group,진흥기업,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
차건축,group,차건축,counterparty_seed,self,1,1,,운영/시공 파트너
창조,group,창조,counterparty_seed,self,1,1,,운영/시공 파트너
천호스테이션하우징(PFV),pfv,천호스테이션하우징(PFV),beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
축협(강진완도축산농업협동조합),group,축협(강진완도축산농업협동조합),lender_snapshot,self,1,1,2025-11-30,금융기관(대주)
축협(상주축산업협동조합),group,축협(상주축산업협동조합),lender_snapshot,self,1,1,2025-11-30,금융기관(대주)
축협(순천광양축산업협동조합),group,축협(순천광양축산업협동조합),lender_snapshot,self,1,1,2025-11-30,금융기관(대주)
축협(장흥축산업협동조합),group,축협(장흥축산업협동조합),lender_snapshot,self,1,1,2025-11-30,금융기관(대주)
축협(함양산청축산업협동조합),group,축협(함양산청축산업협동조합),lender_snapshot,self,1,1,2025-11-30,금융기관(대주)
캠코,group,캠코,t5t_dashboard,self,1,1,2026-04-17,공공/행정기관
캡스톤일반사모부동산투자신탁35호(전문),35,캡스톤일반사모부동산투자신탁35호(전문),beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
컨설팅,group,컨설팅,t5t_dashboard,self,1,1,2026-04-13,주간사/자문
케이리츠투자운용,group,케이리츠투자운용,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
