crm_db_version,entity_id,canonical_name,display_name,group_name,group_code,group_mapping_status,group_rule_id,counterparty_general_name,counterparty_registered_name,counterparty_category,counterparty_resource_list,related_projects_text,current_contact_points,next_target_project,entity_kind,primary_stakeholder_group_code,primary_stakeholder_type_code,primary_stakeholder_type_name,role_count,role_types,role_subtypes,source_systems,source_record_total,project_count_max,latest_base_date,owner_department,owner_manager,record_status,importance_level,relationship_status,interest_topics,key_requests,risk_notes,next_action,next_meeting_date,coverage_note
v0110,SH000225,기안건축,기안건축,기안건축,group,self,,기안건축,(주)기안건축사사무소,설계사,https://www.notion.so/33d8ced43c478049b95fe76757317680,청라 오피스텔 개발사업; 부림빌딩,,,organization,project_partner,operator_contractor,운영/시공 파트너,1,운영/시공 파트너,설계사,counterparty_seed,1,2,,,,counterparty_seeded,,,,,,,,
v0110,SH000226,남산드림힐튼제일차,남산드림힐튼제일차,남산드림힐튼제일차,group,self,,남산드림힐튼제일차,,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),유동화증권,lender_snapshot,1,1,2025-11-30,IOTA TF,한수정,seeded,,,,,,,,
v0110,SH000227,남양저축은행,남양저축은행,남양저축은행,group,self,,남양저축은행,,,,,,,organization,capital_partner,fund_beneficiary,펀드 수익자,1,펀드 수익자,상호 저축은행 및 기타 저축기관,beneficiary_snapshot,3,0,2025-11-30,헤지펀드운용파트,이병윤,seeded,,,,,,,,
v0110,SH000228,네오밸류,네오밸류,네오밸류,group,self,,네오밸류,,,,,,,organization,capital_partner,fund_beneficiary,펀드 수익자,1,펀드 수익자,수익자 일반,beneficiary_snapshot,1,1,2025-11-30,자산관리1파트1,정하윤,seeded,,,,,,,,
v0110,SH000229,넥슨코리아,넥슨코리아,넥슨코리아,group,self,,넥슨코리아,,,,,,,organization,capital_partner,fund_beneficiary,펀드 수익자,1,펀드 수익자,수익자 일반,beneficiary_snapshot,1,1,2025-11-30,자산관리1파트1,김수현,seeded,,,,,,,,
v0110,SH000231,농업협동조합중앙회,농업협동조합중앙회,농업협동조합중앙회,group,self,,농업협동조합중앙회,,,,,,,organization,capital_partner,fund_beneficiary,펀드 수익자,1,펀드 수익자,조합,beneficiary_snapshot,7,7,2025-11-30,글로벌펀드운용2,유진선,seeded,,,,,,,,
v0110,SH000232,농협(가야농업협동조합),농협(가야농업협동조합),농협(가야농업협동조합),group,self,,농협(가야농업협동조합),,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),상호금융,lender_snapshot,1,1,2025-11-30,자산관리2파트4,임지영,seeded,,,,,,,,
v0110,SH000233,농협(감곡농업협동조합),농협(감곡농업협동조합),농협(감곡농업협동조합),group,self,,농협(감곡농업협동조합),,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),상호금융,lender_snapshot,1,1,2025-11-30,자산관리2파트4,임지영,seeded,,,,,,,,
v0110,SH000234,농협(강내농업협동조합),농협(강내농업협동조합),농협(강내농업협동조합),group,self,,농협(강내농업협동조합),,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),상호금융,lender_snapshot,1,1,2025-11-30,자산관리2파트4,임지영,seeded,,,,,,,,
v0110,SH000235,농협(강동농업협동조합),농협(강동농업협동조합),농협(강동농업협동조합),group,self,,농협(강동농업협동조합),,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),상호금융,lender_snapshot,1,1,2025-11-30,자산관리2파트4,임지영,seeded,,,,,,,,
v0110,SH000236,농협(거제해금강농업협동조합),농협(거제해금강농업협동조합),농협(거제해금강농업협동조합),group,self,,농협(거제해금강농업협동조합),,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),상호금융,lender_snapshot,1,1,2025-11-30,자산관리2파트4,임지영,seeded,,,,,,,,
v0110,SH000237,농협(고흥농업협동조합),농협(고흥농업협동조합),농협(고흥농업협동조합),group,self,,농협(고흥농업협동조합),,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),상호금융,lender_snapshot,1,1,2025-11-30,자산관리2파트4,임지영,seeded,,,,,,,,
v0110,SH000238,농협(광명농업협동조합),농협(광명농업협동조합),농협(광명농업협동조합),group,self,,농협(광명농업협동조합),,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),상호금융,lender_snapshot,1,1,2025-11-30,자산관리2파트4,임지영,seeded,,,,,,,,
v0110,SH000239,농협(구림농업협동조합),농협(구림농업협동조합),농협(구림농업협동조합),group,self,,농협(구림농업협동조합),,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),상호금융,lender_snapshot,1,1,2025-11-30,자산관리2파트4,임지영,seeded,,,,,,,,
v0110,SH000240,농협(규암농업협동조합),농협(규암농업협동조합),농협(규암농업협동조합),group,self,,농협(규암농업협동조합),,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),상호금융,lender_snapshot,1,1,2025-11-30,자산관리2파트4,임지영,seeded,,,,,,,,
v0110,SH000241,농협(근흥농업협동조합),농협(근흥농업협동조합),농협(근흥농업협동조합),group,self,,농협(근흥농업협동조합),,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),상호금융,lender_snapshot,1,1,2025-11-30,자산관리2파트4,임지영,seeded,,,,,,,,
v0110,SH000242,농협(금산인삼농업협동조합),농협(금산인삼농업협동조합),농협(금산인삼농업협동조합),group,self,,농협(금산인삼농업협동조합),,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),상호금융,lender_snapshot,1,1,2025-11-30,자산관리2파트4,임지영,seeded,,,,,,,,
v0110,SH000243,농협(금왕농업협동조합),농협(금왕농업협동조합),농협(금왕농업협동조합),group,self,,농협(금왕농업협동조합),,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),상호금융,lender_snapshot,1,1,2025-11-30,자산관리2파트4,임지영,seeded,,,,,,,,
v0110,SH000244,농협(남밀양농업협동조합),농협(남밀양농업협동조합),농협(남밀양농업협동조합),group,self,,농협(남밀양농업협동조합),,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),상호금융,lender_snapshot,1,1,2025-11-30,자산관리2파트4,임지영,seeded,,,,,,,,
v0110,SH000245,농협(대구경북능금농업협동조합),농협(대구경북능금농업협동조합),농협(대구경북능금농업협동조합),group,self,,농협(대구경북능금농업협동조합),,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),상호금융,lender_snapshot,1,1,2025-11-30,자산관리2파트4,임지영,seeded,,,,,,,,
v0110,SH000246,농협(대천농업협동조합),농협(대천농업협동조합),농협(대천농업협동조합),group,self,,농협(대천농업협동조합),,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),상호금융,lender_snapshot,1,1,2025-11-30,자산관리2파트4,임지영,seeded,,,,,,,,
v0110,SH000247,농협(동경주농업협동조합),농협(동경주농업협동조합),농협(동경주농업협동조합),group,self,,농협(동경주농업협동조합),,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),상호금융,lender_snapshot,1,1,2025-11-30,자산관리2파트4,임지영,seeded,,,,,,,,
v0110,SH000248,농협(동군산농업협동조합),농협(동군산농업협동조합),농협(동군산농업협동조합),group,self,,농협(동군산농업협동조합),,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),상호금융,lender_snapshot,1,1,2025-11-30,자산관리2파트4,임지영,seeded,,,,,,,,
v0110,SH000249,농협(동북농업협동조합),농협(동북농업협동조합),농협(동북농업협동조합),group,self,,농협(동북농업협동조합),,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),상호금융,lender_snapshot,1,1,2025-11-30,자산관리2파트4,임지영,seeded,,,,,,,,
v0110,SH000250,농협(마도농업협동조합),농협(마도농업협동조합),농협(마도농업협동조합),group,self,,농협(마도농업협동조합),,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),상호금융,lender_snapshot,1,1,2025-11-30,자산관리2파트4,임지영,seeded,,,,,,,,
v0110,SH000251,농협(몽탄농업협동조합),농협(몽탄농업협동조합),농협(몽탄농업협동조합),group,self,,농협(몽탄농업협동조합),,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),상호금융,lender_snapshot,1,1,2025-11-30,자산관리2파트4,임지영,seeded,,,,,,,,
v0110,SH000252,농협(문막농업협동조합),농협(문막농업협동조합),농협(문막농업협동조합),group,self,,농협(문막농업협동조합),,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),상호금융,lender_snapshot,1,1,2025-11-30,자산관리2파트4,임지영,seeded,,,,,,,,
v0110,SH000253,농협(백석농업협동조합),농협(백석농업협동조합),농협(백석농업협동조합),group,self,,농협(백석농업협동조합),,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),상호금융,lender_snapshot,1,1,2025-11-30,자산관리2파트4,임지영,seeded,,,,,,,,
v0110,SH000254,농협(백운농업협동조합),농협(백운농업협동조합),농협(백운농업협동조합),group,self,,농협(백운농업협동조합),,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),상호금융,lender_snapshot,2,1,2025-11-30,자산관리2파트4,임지영,seeded,,,,,,,,
v0110,SH000255,농협(봉동농업협동조합),농협(봉동농업협동조합),농협(봉동농업협동조합),group,self,,농협(봉동농업협동조합),,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),상호금융,lender_snapshot,1,1,2025-11-30,자산관리2파트4,임지영,seeded,,,,,,,,
v0110,SH000256,농협(부안중앙농업협동조합),농협(부안중앙농업협동조합),농협(부안중앙농업협동조합),group,self,,농협(부안중앙농업협동조합),,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),상호금융,lender_snapshot,1,1,2025-11-30,자산관리2파트4,임지영,seeded,,,,,,,,
v0110,SH000257,농협(사등농업협동조합),농협(사등농업협동조합),농협(사등농업협동조합),group,self,,농협(사등농업협동조합),,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),상호금융,lender_snapshot,1,1,2025-11-30,자산관리2파트4,임지영,seeded,,,,,,,,
v0110,SH000258,농협(산청군농업협동조합),농협(산청군농업협동조합),농협(산청군농업협동조합),group,self,,농협(산청군농업협동조합),,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),상호금융,lender_snapshot,1,1,2025-11-30,자산관리2파트4,임지영,seeded,,,,,,,,
v0110,SH000259,농협(삼칠농업협동조합),농협(삼칠농업협동조합),농협(삼칠농업협동조합),group,self,,농협(삼칠농업협동조합),,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),상호금융,lender_snapshot,1,1,2025-11-30,자산관리2파트4,임지영,seeded,,,,,,,,
v0110,SH000260,농협(삼호농업협동조합),농협(삼호농업협동조합),농협(삼호농업협동조합),group,self,,농협(삼호농업협동조합),,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),상호금융,lender_snapshot,1,1,2025-11-30,자산관리2파트4,임지영,seeded,,,,,,,,
v0110,SH000261,농협(서석농업협동조합),농협(서석농업협동조합),농협(서석농업협동조합),group,self,,농협(서석농업협동조합),,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),상호금융,lender_snapshot,1,1,2025-11-30,자산관리2파트4,임지영,seeded,,,,,,,,
v0110,SH000262,농협(서신농업협동조합),농협(서신농업협동조합),농협(서신농업협동조합),group,self,,농협(서신농업협동조합),,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),상호금융,lender_snapshot,1,1,2025-11-30,자산관리2파트4,임지영,seeded,,,,,,,,
v0110,SH000263,농협(소양농업협동조합),농협(소양농업협동조합),농협(소양농업협동조합),group,self,,농협(소양농업협동조합),,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),상호금융,lender_snapshot,1,1,2025-11-30,자산관리2파트4,임지영,seeded,,,,,,,,
v0110,SH000264,농협(소초농업협동조합),농협(소초농업협동조합),농협(소초농업협동조합),group,self,,농협(소초농업협동조합),,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),상호금융,lender_snapshot,1,1,2025-11-30,자산관리2파트4,임지영,seeded,,,,,,,,
v0110,SH000265,농협(수륜농업협동조합),농협(수륜농업협동조합),농협(수륜농업협동조합),group,self,,농협(수륜농업협동조합),,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),상호금융,lender_snapshot,1,1,2025-11-30,자산관리2파트4,임지영,seeded,,,,,,,,
v0110,SH000266,농협(수원농업협동조합),농협(수원농업협동조합),농협(수원농업협동조합),group,self,,농협(수원농업협동조합),,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),상호금융,lender_snapshot,1,1,2025-11-30,자산관리2파트4,임지영,seeded,,,,,,,,
v0110,SH000267,농협(순창농업협동조합),농협(순창농업협동조합),농협(순창농업협동조합),group,self,,농협(순창농업협동조합),,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),상호금융,lender_snapshot,1,1,2025-11-30,자산관리2파트4,임지영,seeded,,,,,,,,
v0110,SH000268,농협(안계농업협동조합),농협(안계농업협동조합),농협(안계농업협동조합),group,self,,농협(안계농업협동조합),,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),상호금융,lender_snapshot,1,1,2025-11-30,자산관리2파트4,임지영,seeded,,,,,,,,
v0110,SH000269,농협(안흥농업협동조합),농협(안흥농업협동조합),농협(안흥농업협동조합),group,self,,농협(안흥농업협동조합),,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),상호금융,lender_snapshot,1,1,2025-11-30,자산관리2파트4,임지영,seeded,,,,,,,,
v0110,SH000270,농협(영덕농업협동조합),농협(영덕농업협동조합),농협(영덕농업협동조합),group,self,,농협(영덕농업협동조합),,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),상호금융,lender_snapshot,1,1,2025-11-30,자산관리2파트4,임지영,seeded,,,,,,,,
v0110,SH000271,농협(예산중앙농업협동조합),농협(예산중앙농업협동조합),농협(예산중앙농업협동조합),group,self,,농협(예산중앙농업협동조합),,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),상호금융,lender_snapshot,1,1,2025-11-30,자산관리2파트4,임지영,seeded,,,,,,,,
v0110,SH000272,농협(왕궁농업협동조합),농협(왕궁농업협동조합),농협(왕궁농업협동조합),group,self,,농협(왕궁농업협동조합),,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),상호금융,lender_snapshot,1,1,2025-11-30,자산관리2파트4,임지영,seeded,,,,,,,,
v0110,SH000273,농협(용성농업협동조합),농협(용성농업협동조합),농협(용성농업협동조합),group,self,,농협(용성농업협동조합),,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),상호금융,lender_snapshot,1,1,2025-11-30,자산관리2파트4,임지영,seeded,,,,,,,,
v0110,SH000274,농협(울릉농업협동조합),농협(울릉농업협동조합),농협(울릉농업협동조합),group,self,,농협(울릉농업협동조합),,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),상호금융,lender_snapshot,1,1,2025-11-30,자산관리2파트4,임지영,seeded,,,,,,,,
v0110,SH000275,농협(월출산농업협동조합),농협(월출산농업협동조합),농협(월출산농업협동조합),group,self,,농협(월출산농업협동조합),,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),상호금융,lender_snapshot,1,1,2025-11-30,자산관리2파트4,임지영,seeded,,,,,,,,
v0110,SH000276,농협(의령농업협동조합),농협(의령농업협동조합),농협(의령농업협동조합),group,self,,농협(의령농업협동조합),,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),상호금융,lender_snapshot,1,1,2025-11-30,자산관리2파트4,임지영,seeded,,,,,,,,
v0110,SH000277,농협(임실농업협동조합),농협(임실농업협동조합),농협(임실농업협동조합),group,self,,농협(임실농업협동조합),,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),상호금융,lender_snapshot,1,1,2025-11-30,자산관리2파트4,임지영,seeded,,,,,,,,
v0110,SH000278,농협(제주고산농업협동조합),농협(제주고산농업협동조합),농협(제주고산농업협동조합),group,self,,농협(제주고산농업협동조합),,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),상호금융,lender_snapshot,1,1,2025-11-30,자산관리2파트4,임지영,seeded,,,,,,,,
v0110,SH000279,농협(진도농업협동조합),농협(진도농업협동조합),농협(진도농업협동조합),group,self,,농협(진도농업협동조합),,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),상호금융,lender_snapshot,1,1,2025-11-30,자산관리2파트4,임지영,seeded,,,,,,,,
v0110,SH000280,농협(진주진양농업협동조합),농협(진주진양농업협동조합),농협(진주진양농업협동조합),group,self,,농협(진주진양농업협동조합),,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),상호금융,lender_snapshot,1,1,2025-11-30,자산관리2파트4,임지영,seeded,,,,,,,,
v0110,SH000281,농협(진해농업협동조합),농협(진해농업협동조합),농협(진해농업협동조합),group,self,,농협(진해농업협동조합),,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),상호금융,lender_snapshot,1,1,2025-11-30,자산관리2파트4,임지영,seeded,,,,,,,,
v0110,SH000282,농협(철원농업협동조합),농협(철원농업협동조합),농협(철원농업협동조합),group,self,,농협(철원농업협동조합),,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),상호금융,lender_snapshot,1,1,2025-11-30,자산관리2파트4,임지영,seeded,,,,,,,,
v0110,SH000283,농협(추풍령농업협동조합),농협(추풍령농업협동조합),농협(추풍령농업협동조합),group,self,,농협(추풍령농업협동조합),,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),상호금융,lender_snapshot,1,1,2025-11-30,자산관리2파트4,임지영,seeded,,,,,,,,
v0110,SH000284,농협(춘천강동농업협동조합),농협(춘천강동농업협동조합),농협(춘천강동농업협동조합),group,self,,농협(춘천강동농업협동조합),,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),상호금융,lender_snapshot,1,1,2025-11-30,자산관리2파트4,임지영,seeded,,,,,,,,
v0110,SH000285,농협(하서농업협동조합),농협(하서농업협동조합),농협(하서농업협동조합),group,self,,농협(하서농업협동조합),,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),상호금융,lender_snapshot,1,1,2025-11-30,자산관리2파트4,임지영,seeded,,,,,,,,
v0110,SH000286,농협(하양농업협동조합 동부지점),농협(하양농업협동조합 동부지점),농협(하양농업협동조합 동부지점),group,self,,농협(하양농업협동조합 동부지점),,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),상호금융,lender_snapshot,1,1,2025-11-30,자산관리2파트4,임지영,seeded,,,,,,,,
v0110,SH000287,농협(함덕농업협동조합),농협(함덕농업협동조합),농협(함덕농업협동조합),group,self,,농협(함덕농업협동조합),,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),상호금융,lender_snapshot,1,1,2025-11-30,자산관리2파트4,임지영,seeded,,,,,,,,
v0110,SH000288,농협(함창농업협동조합),농협(함창농업협동조합),농협(함창농업협동조합),group,self,,농협(함창농업협동조합),,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),상호금융,lender_snapshot,1,1,2025-11-30,자산관리2파트4,임지영,seeded,,,,,,,,
v0110,SH000289,농협(합천농업협동조합),농협(합천농업협동조합),농협(합천농업협동조합),group,self,,농협(합천농업협동조합),,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),상호금융,lender_snapshot,1,1,2025-11-30,자산관리2파트4,임지영,seeded,,,,,,,,
v0110,SH000290,농협(합천새남부농업협동조합),농협(합천새남부농업협동조합),농협(합천새남부농업협동조합),group,self,,농협(합천새남부농업협동조합),,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),상호금융,lender_snapshot,1,1,2025-11-30,자산관리2파트4,임지영,seeded,,,,,,,,
v0110,SH000291,농협(현서농업협동조합),농협(현서농업협동조합),농협(현서농업협동조합),group,self,,농협(현서농업협동조합),,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),상호금융,lender_snapshot,1,1,2025-11-30,자산관리2파트4,임지영,seeded,,,,,,,,
v0110,SH000292,농협(홍성낙농협동조합),농협(홍성낙농협동조합),농협(홍성낙농협동조합),group,self,,농협(홍성낙농협동조합),,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),상호금융,lender_snapshot,1,1,2025-11-30,자산관리2파트4,임지영,seeded,,,,,,,,
v0110,SH000293,농협(홍해농업협동조합),농협(홍해농업협동조합),농협(홍해농업협동조합),group,self,,농협(홍해농업협동조합),,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),상호금융,lender_snapshot,1,1,2025-11-30,자산관리2파트4,임지영,seeded,,,,,,,,
v0110,SH000294,농협(화개악양농업협동조합),농협(화개악양농업협동조합),농협(화개악양농업협동조합),group,self,,농협(화개악양농업협동조합),,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),상호금융,lender_snapshot,1,1,2025-11-30,자산관리2파트4,임지영,seeded,,,,,,,,
v0110,SH000295,농협대주단,농협대주단,농협대주단,group,self,,농협대주단,,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),상호금융,lender_snapshot,2,2,2025-11-30,라이프리빙파트,김완혁,seeded,,,,,,,,
v0110,SH000296,농협중앙회(농업협동조합중앙회),농협중앙회(농업협동조합중앙회),농협중앙회(농업협동조합중앙회),group,self,,농협중앙회(농업협동조합중앙회),,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),상호금융,lender_snapshot,6,6,2025-11-30,"전략펀드운용1실,자산관리1파트1",이병관,seeded,,,,,,,,
v0110,SH000297,뉴스타케이제일차,뉴스타케이제일차,뉴스타케이제일차,group,self,,뉴스타케이제일차,,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),기타,lender_snapshot,1,1,2025-11-30,IOTA TF,조영비,seeded,,,,,,,,
v0110,SH000298,뉴익스파트너스,뉴익스파트너스,뉴익스파트너스,group,self,,뉴익스파트너스,,,,,,,organization,capital_partner,fund_beneficiary,펀드 수익자,1,펀드 수익자,수익자 일반,beneficiary_snapshot,2,2,2025-11-30,라이프리빙파트,심동민,seeded,,,,,,,,
v0110,SH000299,다안건설,다안건설,다안건설,group,self,,다안건설,,,,,,,organization,capital_partner,fund_beneficiary,펀드 수익자,1,펀드 수익자,일반기업,beneficiary_snapshot,1,1,2025-11-30,글로벌펀드운용1,이수현,seeded,,,,,,,,
v0110,SH000300,다올저축은행,다올저축은행,다올저축은행,group,self,,다올저축은행,,,,,,,organization,capital_partner,fund_beneficiary,펀드 수익자,2,금융기관(대주) | 펀드 수익자,상호 저축은행 및 기타 저축기관 | 저축은행,"beneficiary_snapshot,lender_snapshot",6,2,2025-11-30,라이프리빙파트,강수원,seeded,,,,,,,,
v0110,SH000301,다이와,다이와,다이와,group,self,,다이와,,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),대주 일반,t5t_dashboard,1,1,2026-04-13,,,seeded,,,,,,,,
v0110,SH000302,담배인삼공제회,담배인삼공제회,담배인삼공제회,group,self,,담배인삼공제회,,,,,,,organization,capital_partner,fund_beneficiary,펀드 수익자,1,펀드 수익자,공제회,beneficiary_snapshot,3,3,2025-11-30,자산관리2파트2,이단비,seeded,,,,,,,,
v0110,SH000303,대교이앤씨,대교이앤씨,대교이앤씨,group,self,,대교이앤씨,,,,,,,organization,capital_partner,fund_beneficiary,펀드 수익자,1,펀드 수익자,일반기업,beneficiary_snapshot,1,0,2025-11-30,헤지펀드운용파트,이병윤,seeded,,,,,,,,
v0110,SH000304,대교홀딩스,대교홀딩스,대교홀딩스,group,self,,대교홀딩스,,,,,,,organization,capital_partner,fund_beneficiary,펀드 수익자,1,펀드 수익자,일반기업,beneficiary_snapshot,1,0,2025-11-30,헤지펀드운용파트,이병윤,seeded,,,,,,,,
v0110,SH000305,대구대건신용협동조합,대구대건신용협동조합,대구대건신용협동조합,group,self,,대구대건신용협동조합,,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),상호금융,lender_snapshot,1,1,2025-11-30,IOTA TF,조영비,seeded,,,,,,,,
v0110,SH000306,대림,대림,대림,group,self,,대림,,,,,,,organization,capital_partner,fund_beneficiary,펀드 수익자,1,펀드 수익자,수익자 일반,beneficiary_snapshot,1,1,2025-11-30,라이프리빙파트,심동민,seeded,,,,,,,,
v0110,SH000307,대승글로벌,대승글로벌,대승글로벌,group,self,,대승글로벌,,,,,,,organization,capital_partner,fund_beneficiary,펀드 수익자,1,펀드 수익자,수익자 일반,beneficiary_snapshot,1,1,2025-11-30,라이프리빙파트,김완혁,seeded,,,,,,,,
v0110,SH000308,대신자산신탁,대신자산신탁,대신자산신탁,group,self,,대신자산신탁,,,,,,,organization,capital_partner,fund_beneficiary,펀드 수익자,1,펀드 수익자,자산운용사,beneficiary_snapshot,1,1,2025-11-30,자산관리2파트4,임지영,seeded,,,,,,,,
v0110,SH000309,대신저축은행,대신저축은행,대신저축은행,group,self,,대신저축은행,,,,,,,organization,financing_partner,lender,금융기관(대주),1,금융기관(대주),저축은행,lender_snapshot,5,5,2025-11-30,사업,유미현,seeded,,,,,,,,
v0110,SH000310,대우건설,대우건설,대우건설,group,self,,대우건설,(주)대우건설,시공사,https://www.notion.so/33d8ced43c47802bbe85d30876a8858f,청라 오피스텔 개발사업,임상훈,,organization,capital_partner,fund_beneficiary,펀드 수익자,2,운영/시공 파트너 | 펀드 수익자,수익자 일반 | 시공사,"beneficiary_snapshot,counterparty_seed",3,1,2025-11-30,자산관리3파트2,박동민,counterparty_seeded,,,,,,,,
v0110,SH000311,대한소방공제회,대한소방공제회,대한소방공제회,group,self,,대한소방공제회,,,,,,,organization,capital_partner,fund_beneficiary,펀드 수익자,1,펀드 수익자,공제회,beneficiary_snapshot,4,4,2025-11-30,글로벌펀드운용3,오지원,seeded,,,,,,,,
v0110,SH000313,대한토지신탁,대한토지신탁,대한토지신탁,group,self,,대한토지신탁,,,,,,,organization,capital_partner,fund_beneficiary,펀드 수익자,1,펀드 수익자,수익자 일반,beneficiary_snapshot,1,1,2025-11-30,라이프리빙파트,이종훈,seeded,,,,,,,,
v0110,SH000314,더시스템랩,더시스템랩,더시스템랩,group,self,,더시스템랩,(주)더시스템랩건축사사무소,설계사,https://www.notion.so/33d8ced43c47800883feecd64f951906,팩토리얼 성수,권순일,,organization,project_partner,operator_contractor,운영/시공 파트너,1,운영/시공 파트너,설계사,counterparty_seed,1,1,,,권순일,counterparty_seeded,,,,,,,,
v0110,SH000315,더케이저축은행,더케이저축은행,더케이저축은행,group,self,,더케이저축은행,,,,,,,organization,financing_partner,lender,금융기관(대주),2,금융기관(대주) | 펀드 수익자,상호 저축은행 및 기타 저축기관 | 저축은행,"beneficiary_snapshot,lender_snapshot",7,4,2025-11-30,투자솔루션그룹,이승철,seeded,,,,,,,,
v0110,SH000316,데피니트파트너스,데피니트파트너스,데피니트파트너스,group,self,,데피니트파트너스,,,,,,,organization,capital_partner,fund_beneficiary,펀드 수익자,1,펀드 수익자,수익자 일반,beneficiary_snapshot,1,1,2025-11-30,IOTA TF,한수정,seeded,,,,,,,,
v0110,SH000317,동부건설,동부건설,동부건설,group,self,,동부건설,동부건설(주),시공사,https://www.notion.so/33d8ced43c4780009cbcdc715bc1e52f,,,,organization,project_partner,operator_contractor,운영/시공 파트너,1,운영/시공 파트너,시공사,counterparty_seed,1,0,,,,counterparty_seeded,,,,,,,,
