entity_role_id,entity_id,canonical_name,stakeholder_group_code,stakeholder_group_name,stakeholder_type_code,stakeholder_type_name,stakeholder_subtype_code,stakeholder_subtype_name,source_system,source_role_label,source_records,project_count,latest_base_date,owner_department,owner_manager,raw_type_label,raw_class_label,t5t_type_name,confidence,status,notes
SH000654-R01,SH000654,이지스일반사모부동산자투자신탁제482호,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,펀드,beneficiary_snapshot,수익자,1,1,2025-11-30,자산관리2파트1,이경훈,전문투자자,펀드,기관투자자(LP),0.95,active,
SH000655-R01,SH000655,이지스일반사모부동산자투자신탁제562의1호,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,펀드,beneficiary_snapshot,수익자,1,1,2025-11-30,전략투자2파트,김찬솔,전문투자자,펀드,기관투자자(LP),0.95,active,
SH000656-R01,SH000656,이지스일반사모부동산투자신탁156호,financing_partner,금융 파트너,lender,금융기관(대주),lender_unknown,기타,lender_snapshot,대주,1,1,2025-11-30,"전략펀드운용1실,자산관리1파트1",이정원,,기타,금융기관(대주),0.95,active,
SH000657-R01,SH000657,이지스일반사모부동산투자신탁460호,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,펀드,beneficiary_snapshot,수익자,1,1,2025-11-30,라이프리빙파트,강수원,전문투자자,펀드,기관투자자(LP),0.95,active,
SH000658-R01,SH000658,이지스일반사모부동산투자신탁제454호,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,펀드,beneficiary_snapshot,수익자,1,1,2025-11-30,사업,유미현,전문투자자,펀드,기관투자자(LP),0.95,active,
SH000659-R01,SH000659,이지스일반사모부동산투자신탁제462호,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,펀드,beneficiary_snapshot,수익자,1,1,2025-11-30,사업,유미현,전문투자자,펀드,기관투자자(LP),0.95,active,
SH000660-R01,SH000660,이지스일반사모부동산투자신탁제468-1호,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,펀드,beneficiary_snapshot,수익자,2,1,2025-11-30,개발,임한솔,전문투자자,펀드,기관투자자(LP),0.95,active,
SH000661-R01,SH000661,이지스일반사모부동산투자신탁제473호,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,펀드,beneficiary_snapshot,수익자,1,1,2025-11-30,DC사업실,주현식,전문투자자,펀드,기관투자자(LP),0.95,active,
SH000662-R01,SH000662,이지스일반사모부동산투자신탁제508호,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,펀드,beneficiary_snapshot,수익자,3,2,2025-11-30,DC사업실,주현식,전문투자자,펀드,기관투자자(LP),0.95,active,
SH000663-R01,SH000663,이지스일반사모부동산투자신탁제517의1호,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,펀드,beneficiary_snapshot,수익자,1,1,2025-11-30,전략투자2파트,유민종,전문투자자,펀드,기관투자자(LP),0.95,active,
SH000664-R01,SH000664,이지스자산운용,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,고유,beneficiary_snapshot,수익자,101,86,2025-11-30,라이프리빙파트,임한솔,전문투자자,고유,기관투자자(LP),0.95,active,
SH000665-R01,SH000665,이지스자산운용(1종),capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,펀드,beneficiary_snapshot,수익자,2,2,2025-11-30,자산관리2파트3,이우석,전문투자자,펀드,기관투자자(LP),0.95,active,
SH000666-R01,SH000666,이지스자산운용(2종),capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,펀드,beneficiary_snapshot,수익자,2,2,2025-11-30,"전략펀드운용1실,자산관리1파트1",신채영,전문투자자,펀드,기관투자자(LP),0.95,active,
SH000667-R01,SH000667,이지스자산운용(A종),capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,펀드,beneficiary_snapshot,수익자,2,1,2025-11-30,DC사업실,주현식,전문투자자,펀드,기관투자자(LP),0.95,active,
SH000668-R01,SH000668,이지스자산운용(B종),capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,펀드,beneficiary_snapshot,수익자,2,2,2025-11-30,DC사업실,주현식,전문투자자,펀드,기관투자자(LP),0.95,active,
SH000669-R01,SH000669,이지스장기안정형주거플랫폼일반사모부동산투자신탁제1호(Blind),capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,펀드,beneficiary_snapshot,수익자,1,1,2025-11-30,사모리츠파트,이길수,전문투자자,펀드,기관투자자(LP),0.95,active,
SH000670-R01,SH000670,이지스장기지분형일반사모부동산자투자신탁1-1호(자펀드)(Blind),capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,펀드,beneficiary_snapshot,수익자,1,1,2025-11-30,로지스틱스매니지먼트,오채은,전문투자자,펀드,기관투자자(LP),0.95,active,
SH000671-R01,SH000671,이지스장기지분형일반사모부동산자투자신탁1-2호(자펀드)(Blind),capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,펀드,beneficiary_snapshot,수익자,1,1,2025-11-30,상장리츠파트,박상훈,전문투자자,펀드,기관투자자(LP),0.95,active,
SH000672-R01,SH000672,이지스장기지분형일반사모부동산자투자신탁1-3호(자펀드)(Blind),capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,펀드,beneficiary_snapshot,수익자,1,1,2025-11-30,상장리츠파트,박상훈,전문투자자,펀드,기관투자자(LP),0.95,active,
SH000673-R01,SH000673,이지스전문사모120호,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,펀드,beneficiary_snapshot,수익자,1,1,2025-11-30,자산관리1파트2,이상렬,전문투자자,펀드,기관투자자(LP),0.95,active,
SH000674-R01,SH000674,이지스전문사모121호,financing_partner,금융 파트너,lender,금융기관(대주),lender_unknown,기타,lender_snapshot,대주,1,1,2025-11-30,자산관리1파트2,이상렬,,기타,금융기관(대주),0.95,active,
SH000675-R01,SH000675,이지스전문투자형사모부동산투자신탁312호,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,펀드,beneficiary_snapshot,수익자,1,1,2025-11-30,개발관리실,최성현,전문투자자,펀드,기관투자자(LP),0.95,active,
SH000676-R01,SH000676,이지스전문투자형사모부동산투자신탁384호,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,펀드,beneficiary_snapshot,수익자,1,1,2025-11-30,라이프리빙파트,강수원,전문투자자,펀드,기관투자자(LP),0.95,active,
SH000677-R01,SH000677,이지스전문투자형사모부동산투자신탁제411호,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,펀드,beneficiary_snapshot,수익자,1,1,2025-11-30,자산관리2파트3,이우석,전문투자자,펀드,기관투자자(LP),0.95,active,
SH000678-R01,SH000678,이지스제555호부동산일반사모투자회사,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,펀드,beneficiary_snapshot,수익자,1,1,2025-11-30,"전략펀드운용1실,자산관리1파트1",이연주,전문투자자,펀드,기관투자자(LP),0.95,active,
SH000679-R01,SH000679,이지스케이엘아이피1사모부동산자투자회사,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,수익자 일반,beneficiary_snapshot,수익자,1,1,2025-11-30,"사업,물류솔루션실",황정호,전문투자자,,기관투자자(LP),0.8,active,
SH000680-R01,SH000680,이지스해운대일반사모부동산투자신탁제1호,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,펀드,beneficiary_snapshot,수익자,1,1,2025-11-30,라이프리빙파트,심동민,전문투자자,펀드,기관투자자(LP),0.95,active,
SH000681-R01,SH000681,이코노미쿠스,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,수익자 일반,beneficiary_snapshot,수익자,1,1,2025-11-30,전략투자2파트,이주영,,,기관투자자(LP),0.8,active,
SH000682-R01,SH000682,인성저축은행,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,상호 저축은행 및 기타 저축기관,beneficiary_snapshot,수익자,3,0,2025-11-30,헤지펀드운용파트,김유진A,전문투자자,상호 저축은행 및 기타 저축기관,기관투자자(LP),0.95,active,
SH000682-R02,SH000682,인성저축은행,financing_partner,금융 파트너,lender,금융기관(대주),bank,은행,lender_snapshot,대주,2,1,2025-11-30,사업,손서형,,은행,금융기관(대주),0.95,active,
SH000683-R01,SH000683,인천도시공사,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,수익자 일반,beneficiary_snapshot,수익자,1,1,2025-11-30,리빙매니지먼트,홍지훈,,,기관투자자(LP),0.8,active,
SH000684-R01,SH000684,인컴앤그로스 2-4-4호,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,펀드,beneficiary_snapshot,수익자,1,1,2025-11-30,로지스틱스매니지먼트,오채은,전문투자자,펀드,기관투자자(LP),0.95,active,
SH000685-R01,SH000685,자이C&A,project_partner,운영/시공 파트너,operator_contractor,운영/시공 파트너,contractor,시공사,counterparty_seed,시공사,1,0,,,,시공사,,,0.98,active,https://www.notion.so/33d8ced43c4780278be5dca49f1706cc
SH000686-R01,SH000686,잠재 SI,transaction_counterparty,거래 상대방,buyer_seller,매수/매도인,counterparty_unknown,거래 상대방 일반,t5t_dashboard,매수/매도인,1,2,2026-04-13,,,매수/매도인,,매수/매도인,0.75,active,T5T 로그 키워드 기반 식별
SH000687-R01,SH000687,잠재 임차인,transaction_counterparty,거래 상대방,buyer_seller,매수/매도인,counterparty_unknown,거래 상대방 일반,t5t_dashboard,매수/매도인,3,1,2026-03-22,,,매수/매도인,,매수/매도인,0.75,active,T5T 로그 키워드 기반 식별
SH000688-R01,SH000688,장은혜,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,individual,개인,beneficiary_snapshot,수익자,1,1,2025-11-30,사업,유미현,일반투자자,개인,기관투자자(LP),0.95,active,
SH000689-R01,SH000689,장풍이노베이션,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,corporate,일반기업,beneficiary_snapshot,수익자,2,2,2025-11-30,업무수탁,박유진,전문투자자,일반기업,기관투자자(LP),0.95,active,
SH000690-R01,SH000690,전문건설공제조합,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,mutual_aid_association,공제회,beneficiary_snapshot,수익자,5,5,2025-11-30,글로벌펀드운용1,이진희,전문투자자,공제회,기관투자자(LP),0.95,active,
SH000691-R01,SH000691,전북은행,financing_partner,금융 파트너,lender,금융기관(대주),bank,은행,lender_snapshot,대주,9,9,2025-11-30,자산관리3파트2,이경훈,,은행,금융기관(대주),0.95,active,
SH000692-R01,SH000692,정림,project_partner,운영/시공 파트너,operator_contractor,운영/시공 파트너,designer,설계사,counterparty_seed,설계사,1,2,,,우형석,설계사,,,0.98,active,https://www.notion.so/33d8ced43c478015bce5c5eac83ea73f
SH000693-R01,SH000693,정석우(개인),capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,펀드,beneficiary_snapshot,수익자,1,1,2025-11-30,자산관리1파트2,이연정,전문투자자,펀드,기관투자자(LP),0.95,active,
SH000694-R01,SH000694,제이알디개발,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,수익자 일반,beneficiary_snapshot,수익자,1,1,2025-11-30,자산관리3파트1,정준우,,,기관투자자(LP),0.8,active,
SH000695-R01,SH000695,제이앤파트너인베스트먼트,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,수익자 일반,beneficiary_snapshot,수익자,1,1,2025-11-30,자산관리1파트2,이연정,,,기관투자자(LP),0.8,active,
SH000696-R01,SH000696,제이에스티나,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,수익자 일반,beneficiary_snapshot,수익자,2,2,2025-11-30,자산관리2파트3,이우석,,,기관투자자(LP),0.8,active,
SH000697-R01,SH000697,제이온클로버,financing_partner,금융 파트너,lender,금융기관(대주),lender_unknown,대주 일반,lender_snapshot,대주,1,1,2025-11-30,IOTA TF,한수정,,,금융기관(대주),0.8,active,
SH000698-R01,SH000698,제이와이제이제팔차,financing_partner,금융 파트너,lender,금융기관(대주),securitized_vehicle,유동화증권,lender_snapshot,대주,1,1,2025-11-30,IOTA TF,한수정,,유동화증권,금융기관(대주),0.95,active,
SH000699-R01,SH000699,제이케이로지스,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,수익자 일반,beneficiary_snapshot,수익자,1,1,2025-11-30,"남사물류개발TF,자산관리",김재동,,,기관투자자(LP),0.8,active,
SH000700-R01,SH000700,제이티저축은행,financing_partner,금융 파트너,lender,금융기관(대주),savings_bank,저축은행,lender_snapshot,대주,1,1,2025-11-30,IOTA TF,조영비,,저축은행,금융기관(대주),0.95,active,
SH000701-R01,SH000701,제이피어반디,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,수익자 일반,beneficiary_snapshot,수익자,2,1,2025-11-30,라이프리빙파트,강수원,,,기관투자자(LP),0.8,active,
SH000702-R01,SH000702,제주은행,financing_partner,금융 파트너,lender,금융기관(대주),bank,은행,lender_snapshot,대주,3,3,2025-11-30,자산관리2파트4,이형철,,은행,금융기관(대주),0.95,active,
SH000703-R01,SH000703,제주중앙신용협동조합,financing_partner,금융 파트너,lender,금융기관(대주),mutual_finance,상호금융,lender_snapshot,대주,1,1,2025-11-30,IOTA TF,조영비,,상호금융,금융기관(대주),0.95,active,
SH000704-R01,SH000704,제쿠먼인베스트먼트(유),capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,수익자 일반,beneficiary_snapshot,수익자,1,1,2025-11-30,전략투자2파트,이주영,,,기관투자자(LP),0.8,active,
SH000705-R01,SH000705,젠스타메이트,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,corporate,일반기업,beneficiary_snapshot,수익자,1,1,2025-11-30,커머셜사업실,전무경,,일반기업,기관투자자(LP),0.95,active,
SH000706-R01,SH000706,조은저축은행,financing_partner,금융 파트너,lender,금융기관(대주),savings_bank,저축은행,lender_snapshot,대주,1,1,2025-11-30,자산관리1파트2,이연정,,저축은행,금융기관(대주),0.95,active,
SH000707-R01,SH000707,주민단,public_authority,공공/행정,public_body,공공/행정기관,public_unknown,공공기관 일반,t5t_dashboard,공공/행정기관,1,1,2026-03-21,,,공공/행정기관,,공공/행정기관,0.75,active,T5T 로그 키워드 기반 식별
SH000708-R01,SH000708,주주대여,financing_partner,금융 파트너,lender,금융기관(대주),lender_unknown,기타,lender_snapshot,대주,1,1,2025-11-30,라이프리빙파트,강수원,,기타,금융기관(대주),0.95,active,
SH000709-R01,SH000709,주택도시보증공사(주택도시기금),capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,pension_fund,연기금,beneficiary_snapshot,수익자,1,1,2025-11-30,"전략펀드운용1실,자산관리1파트2",이정연,전문투자자,연기금,기관투자자(LP),0.95,active,
SH000710-R01,SH000710,중국건설은행,financing_partner,금융 파트너,lender,금융기관(대주),bank,은행,lender_snapshot,대주,3,3,2025-11-30,"전략펀드운용1실,자산관리1파트2",이정연,,은행,금융기관(대주),0.95,active,
SH000711-R01,SH000711,중국농업은행,financing_partner,금융 파트너,lender,금융기관(대주),bank,은행,lender_snapshot,대주,2,1,2025-11-30,개발관리실,최성현,,은행,금융기관(대주),0.95,active,
SH000712-R01,SH000712,중국은행,financing_partner,금융 파트너,lender,금융기관(대주),bank,은행,lender_snapshot,대주,1,1,2025-11-30,자산관리2파트4,임지영,,은행,금융기관(대주),0.95,active,
SH000713-R01,SH000713,중소기업중앙회,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,조합,beneficiary_snapshot,수익자,5,4,2025-11-30,글로벌펀드운용2,오채은,전문투자자,조합,기관투자자(LP),0.95,active,
SH000714-R01,SH000714,쥐피아이제십구차,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,spc,SPC,beneficiary_snapshot,수익자,1,1,2025-11-30,글로벌펀드운용1,이수현,전문투자자,SPC,기관투자자(LP),0.95,active,
SH000715-R01,SH000715,지아이비시스템제일차,financing_partner,금융 파트너,lender,금융기관(대주),securitized_vehicle,유동화증권,lender_snapshot,대주,1,1,2025-11-30,개발관리실,최성현,,유동화증권,금융기관(대주),0.95,active,
SH000716-R01,SH000716,지에프인베스트먼트,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,수익자 일반,beneficiary_snapshot,수익자,1,1,2025-11-30,라이프리빙파트,김완혁,,,기관투자자(LP),0.8,active,
SH000717-R01,SH000717,지엠뉴욕(자금보충기관: 메리츠증권),capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,spc,SPC,beneficiary_snapshot,수익자,1,1,2025-11-30,글로벌펀드운용2,유진선,전문투자자,SPC,기관투자자(LP),0.95,active,
SH000718-R01,SH000718,지엠뉴욕제이차,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,spc,SPC,beneficiary_snapshot,수익자,1,1,2025-11-30,글로벌펀드운용2,유진선,전문투자자,SPC,기관투자자(LP),0.95,active,
SH000719-R01,SH000719,지엠더원,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,spc,SPC,beneficiary_snapshot,수익자,1,1,2025-11-30,글로벌펀드운용2,윤주성,전문투자자,SPC,기관투자자(LP),0.95,active,
SH000720-R01,SH000720,지티에이,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,corporate,일반기업,beneficiary_snapshot,수익자,1,1,2025-11-30,사업,유미현,,일반기업,기관투자자(LP),0.95,active,
SH000721-R01,SH000721,진주저축은행,financing_partner,금융 파트너,lender,금융기관(대주),savings_bank,저축은행,lender_snapshot,대주,4,3,2025-11-30,사업,손서형,,저축은행,금융기관(대주),0.95,active,
SH000722-R01,SH000722,진흥기업,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,수익자 일반,beneficiary_snapshot,수익자,1,1,2025-11-30,사모리츠파트,남궁준,,,기관투자자(LP),0.8,active,
SH000723-R01,SH000723,차건축,project_partner,운영/시공 파트너,operator_contractor,운영/시공 파트너,designer,설계사,counterparty_seed,설계사,1,1,,,,설계사,,,0.98,active,https://www.notion.so/33d8ced43c4780b7b9aae70db930476c
SH000724-R01,SH000724,창조,project_partner,운영/시공 파트너,operator_contractor,운영/시공 파트너,designer,설계사,counterparty_seed,설계사,1,3,,,양준모; 홍창의,설계사,,,0.98,active,https://www.notion.so/33d8ced43c4780a58c85dd48ebcfb1b0
SH000725-R01,SH000725,천호스테이션하우징(PFV),capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,수익자 일반,beneficiary_snapshot,수익자,1,1,2025-11-30,사모리츠파트,남궁준,,,기관투자자(LP),0.8,active,
SH000726-R01,SH000726,축협(강진완도축산농업협동조합),financing_partner,금융 파트너,lender,금융기관(대주),mutual_finance,상호금융,lender_snapshot,대주,1,1,2025-11-30,자산관리2파트4,임지영,,상호금융,금융기관(대주),0.95,active,
SH000727-R01,SH000727,축협(상주축산업협동조합),financing_partner,금융 파트너,lender,금융기관(대주),mutual_finance,상호금융,lender_snapshot,대주,1,1,2025-11-30,자산관리2파트4,임지영,,상호금융,금융기관(대주),0.95,active,
SH000728-R01,SH000728,축협(순천광양축산업협동조합),financing_partner,금융 파트너,lender,금융기관(대주),mutual_finance,상호금융,lender_snapshot,대주,1,1,2025-11-30,자산관리2파트4,임지영,,상호금융,금융기관(대주),0.95,active,
SH000729-R01,SH000729,축협(장흥축산업협동조합),financing_partner,금융 파트너,lender,금융기관(대주),mutual_finance,상호금융,lender_snapshot,대주,1,1,2025-11-30,자산관리2파트4,임지영,,상호금융,금융기관(대주),0.95,active,
SH000730-R01,SH000730,축협(함양산청축산업협동조합),financing_partner,금융 파트너,lender,금융기관(대주),mutual_finance,상호금융,lender_snapshot,대주,1,1,2025-11-30,자산관리2파트4,임지영,,상호금융,금융기관(대주),0.95,active,
SH000731-R01,SH000731,캠코,public_authority,공공/행정,public_body,공공/행정기관,public_unknown,공공기관 일반,t5t_dashboard,공공/행정기관,17,3,2026-04-17,,,공공/행정기관,,공공/행정기관,0.75,active,T5T 로그 키워드 기반 식별
SH000732-R01,SH000732,캡스톤일반사모부동산투자신탁35호(전문),capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,펀드,beneficiary_snapshot,수익자,1,1,2025-11-30,CM그룹,신준범,전문투자자,펀드,기관투자자(LP),0.95,active,
SH000733-R01,SH000733,컨설팅,advisor_intermediary,자문/중개,advisor,주간사/자문,advisor_unknown,자문 일반,t5t_dashboard,주간사/자문,4,1,2026-04-13,,,주간사/자문,,주간사/자문,0.75,active,T5T 로그 키워드 기반 식별
SH000734-R01,SH000734,케이리츠투자운용,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,asset_manager,자산운용사,beneficiary_snapshot,수익자,2,2,2025-11-30,글로벌펀드운용2,윤주성,전문투자자,자산운용사,기관투자자(LP),0.95,active,
SH000735-R01,SH000735,케이비시그니쳐제일차유한회사,financing_partner,금융 파트너,lender,금융기관(대주),lender_unknown,기타,lender_snapshot,대주,1,1,2025-11-30,자산관리1파트1,김수현,,기타,금융기관(대주),0.95,active,
SH000736-R01,SH000736,케이앤비개발,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,수익자 일반,beneficiary_snapshot,수익자,1,1,2025-11-30,사모리츠파트,이길수,,,기관투자자(LP),0.8,active,
SH000737-R01,SH000737,케이에이치엘제일차,financing_partner,금융 파트너,lender,금융기관(대주),securitized_vehicle,유동화증권,lender_snapshot,대주,1,1,2025-11-30,IOTA TF,한수정,,유동화증권,금융기관(대주),0.95,active,
SH000738-R01,SH000738,케이티에스테이트,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,corporate,일반기업,beneficiary_snapshot,수익자,6,5,2025-11-30,개발,임한솔,일반투자자,일반기업,기관투자자(LP),0.95,active,
SH000739-R01,SH000739,켄달스퀘어자산운용,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,asset_manager,자산운용사,beneficiary_snapshot,수익자,2,2,2025-11-30,글로벌펀드운용3,오지원,전문투자자,자산운용사,기관투자자(LP),0.95,active,
SH000740-R01,SH000740,코리아신탁,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,수익자 일반,beneficiary_snapshot,수익자,1,1,2025-11-30,라이프리빙파트,강수원,,,기관투자자(LP),0.8,active,
SH000741-R01,SH000741,코리안리재보험,financing_partner,금융 파트너,lender,금융기관(대주),insurance_company,보험사,lender_snapshot,대주,2,2,2025-11-30,개발관리실,최성현,,보험사,금융기관(대주),0.95,active,
SH000742-R01,SH000742,코리안리재보험(주),capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,insurance_company,보험사,beneficiary_snapshot,수익자,4,3,2025-11-30,"281호TF,글로벌펀드운용1",김민건,전문투자자,보험사,기관투자자(LP),0.95,active,
SH000743-R01,SH000743,코어플랫폼1호(Blind),capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,수익자 일반,beneficiary_snapshot,수익자,3,3,2025-11-30,자산관리3파트2,정승우,,,기관투자자(LP),0.8,active,
SH000744-R01,SH000744,쿠거인더주피에프브이(PFV),capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,수익자 일반,beneficiary_snapshot,수익자,1,1,2025-11-30,로지스틱스매니지먼트,오채은,,,기관투자자(LP),0.8,active,
SH000745-R01,SH000745,쿼드에스알피제일차,financing_partner,금융 파트너,lender,금융기관(대주),securitized_vehicle,유동화증권,lender_snapshot,대주,1,1,2025-11-30,개발관리실,최성현,,유동화증권,금융기관(대주),0.95,active,
SH000746-R01,SH000746,키움저축은행,financing_partner,금융 파트너,lender,금융기관(대주),savings_bank,저축은행,lender_snapshot,대주,5,5,2025-11-30,사업,정승우,,저축은행,금융기관(대주),0.95,active,
SH000747-R01,SH000747,키움증권,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,securities_company,증권사,beneficiary_snapshot,수익자,7,6,2025-11-30,글로벌펀드운용2,유진선,전문투자자,증권사,기관투자자(LP),0.95,active,
SH000748-R01,SH000748,키움캐피탈,financing_partner,금융 파트너,lender,금융기관(대주),specialized_credit_finance,여전사,lender_snapshot,대주,1,1,2025-11-30,사모리츠파트,이길수,,여전사,금융기관(대주),0.95,active,
SH000749-R01,SH000749,키움투자자산운용,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,asset_manager,자산운용사,beneficiary_snapshot,수익자,1,1,2025-11-30,인프라전략1파트,금호연,전문투자자,자산운용사,기관투자자(LP),0.95,active,
SH000750-R01,SH000750,키웨스트자산운용,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,asset_manager,자산운용사,beneficiary_snapshot,수익자,1,1,2025-11-30,헤지펀드운용파트,김정훈,전문투자자,자산운용사,기관투자자(LP),0.95,active,
SH000751-R01,SH000751,태영건설,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,corporate,일반기업,beneficiary_snapshot,수익자,5,4,2025-11-30,투자솔루션그룹,신준범,일반투자자,일반기업,기관투자자(LP),0.95,active,
SH000751-R02,SH000751,태영건설,project_partner,운영/시공 파트너,operator_contractor,운영/시공 파트너,contractor,시공사,counterparty_seed,시공사,1,4,,,,시공사,,,0.98,active,https://www.notion.so/33d8ced43c47805ca505f509f2150ea5
SH000752-R01,SH000752,태재홀딩스,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,corporate,일반기업,beneficiary_snapshot,수익자,2,0,2025-11-30,헤지펀드운용파트,문석호,전문투자자,일반기업,기관투자자(LP),0.95,active,
SH000753-R01,SH000753,투자자1,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,수익자 일반,beneficiary_snapshot,수익자,1,1,2025-11-30,자산관리1파트2,이연정,,,기관투자자(LP),0.8,active,
SH000754-R01,SH000754,판교엠버제일차,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,수익자 일반,beneficiary_snapshot,수익자,1,1,2025-11-30,자산관리2파트3,이우석,,,기관투자자(LP),0.8,active,
SH000755-R01,SH000755,퍼시픽제33호전문사모부동산투자유한회사,financing_partner,금융 파트너,lender,금융기관(대주),lender_unknown,기타,lender_snapshot,대주,5,1,2025-11-30,자산관리2파트2,이단비,,기타,금융기관(대주),0.95,active,
SH000755-R02,SH000755,퍼시픽제33호전문사모부동산투자유한회사,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,수익자 일반,beneficiary_snapshot,수익자,1,1,2025-11-30,자산관리2파트2,이단비,,,기관투자자(LP),0.8,active,
SH000756-R01,SH000756,펜토건설,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,수익자 일반,beneficiary_snapshot,수익자,1,1,2025-11-30,자산관리3파트2,안정훈,,,기관투자자(LP),0.8,active,
SH000757-R01,SH000757,포스코A&C,project_partner,운영/시공 파트너,operator_contractor,운영/시공 파트너,contractor,시공사,counterparty_seed,시공사,1,0,,,,시공사,,,0.98,active,https://www.notion.so/33d8ced43c47807194faeea698f1d2a2
SH000758-R01,SH000758,포스코이앤씨,project_partner,운영/시공 파트너,operator_contractor,운영/시공 파트너,contractor,시공사,counterparty_seed,시공사,1,2,,,임상훈; 우형석,시공사,,,0.98,active,https://www.notion.so/33d8ced43c4780c7aed1f6f993e84efa
