relationship_status,asset_name,fund_name,project_name,asset_address,fund_asset_name,asset_kind,asset_type,fund_status,project_status,missing_parts,asset_id,fund_id,project_id,fund_short_name,fund_sector,project_type,fund_relation_type,project_relation_type,fund_exposure_role,fund_directness,fund_relation_confidence,project_relation_confidence,fund_lookup_status,project_lookup_status,project_lookup_source,fund_relation_source_table,fund_relation_source_id,project_relation_source_table,project_relation_source_id,asset_review_status,asset_source_confidence
missing_one_or_more_names,국내 리츠,이지스 라이징 K리츠 부동산투자신탁(리츠-재간접형)S-P class,,,,physical_asset,,청산,,project_name,ast_cb59978f02bf,112737,,라이징K리츠(S-P),지분증권,,inferred_underlying_asset,,direct_owner,inferred_direct,0.82,,resolved,no_project_link,no_project_link,funds,112737,,,verified,0.94
missing_one_or_more_names,국내 리츠,이지스 라이징 K리츠 부동산투자신탁(리츠-재간접형)S-P2 class,,,,physical_asset,,청산,,project_name,ast_cb59978f02bf,112738,,라이징K리츠(S-P2),지분증권,,inferred_underlying_asset,,direct_owner,inferred_direct,0.82,,resolved,no_project_link,no_project_link,funds,112738,,,verified,0.94
missing_one_or_more_names,와이에이치파워3 주식,이지스코어에너지인프라일반사모투자신탁제1호,,,"한림그린에너지 주식 및 대여금, 코어그린에너지 주식 및 대여금, 이지스유에이치 주식 및 대여금, 유에이치파워 대여금, 와이에이치파워1 주식, 와이에이치파워2 주식, 와이에이치파워3 주식, 와이에이치파워4 주식",physical_asset,,운용,,project_name,ast_cb72bc41c781,120045,,코어에너지1호,특별자산,,underlying_asset,,direct_owner,direct,0.94,,resolved,no_project_link,no_project_link,fund_assets,58633,,,verified,0.94
missing_one_or_more_names,삼성월드타워아파트,,,서울특별시 강남구 삼성동 3-1,,physical_asset,주거,,,fund_name; project_name,ast_cb763ed28220,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,윈즈에너지,이지스일반사모투자신탁435호(태양광),,경상북도 영주시 조와동 346 일원,"다산1, 동서발전, 진이엔지, 현대산업쏠라5호, 케이앤스틸테크놀로지, 리에너지, 지우태양광, 에스지, 케이앤씨벨에포크, 케이에이치테크단북1호, 미션, 윈즈에너지, 이큐에너지, 소망, 청수, 봉산햇빛, 행암에너지일호, 도원에너지, 솔빛에너지, 에스와이솔라, 에이치엠솔라1, 이에스에이치12, 지티씨솔라13호, 강구16호, 외삼1호, 외삼2호, 솔라트리1호, 김송하, 에스이피브, 케이앤씨헤르메스, 모두에너지, 솔라팩토리10호, 씨에스에너텍, 알이씨에너지, 알이엔네트웍스, 어량리, 비케이솔라, 와이알에너지, 유현그린, 케이앤씨그린북, 디앤피상주, 적화솔라, 솔라시너지햇빛1호, 이인메가태양광, 솔라팩토리22호, 솔라팩토리19호",physical_asset,,운용,,project_name,ast_cbe24d6ebb07,112584,,435호,특별자산,,underlying_asset,,direct_owner,direct,0.94,,resolved,no_project_link,no_project_link,fund_assets,58422,,,verified,0.94
missing_one_or_more_names,타임테라스동탄,,,경기도 화성시 반송동 96/98번지,,physical_asset,리테일,,,fund_name; project_name,ast_cc17ca0f4c91,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,인천석남물류센터,,,인천시 서구 석남동 224-8번지 일원,,physical_asset,물류센터,,,fund_name; project_name,ast_cc2317cd4c2a,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,화성솔라,이지스일반사모투자신탁392호(태양광),,전북 남원시 보절면사촌리 산18-4,"참빛솔라 태양광발전소, 최강일 태양광발전소, 신명솔라 태양광발전소, 성리태양광발전소, 새금풍력태양광발전소, 엠아이파워, 해량에너지, 시온솔라, 의령1호, 의령2호, 의령3호, 나눔과사랑, 건화솔라, 투태모에너지3호, 비취정보기술, 은하수솔라, 화성솔라, 임원, 누리, 평화와번영, 옥스포드, 미래화희망, 해바라기, 디앤피입암리1호, 한려, 해담은삼척1호",physical_asset,,운용,,project_name,ast_cc5aa1a95e56,112504,,392호,특별자산,,underlying_asset,,direct_owner,direct,0.94,,resolved,no_project_link,no_project_link,fund_assets,58344,,,verified,0.94
missing_one_or_more_names,에이블로지스물류센터,,,경기도 용인시 처인구 백암면 백봉리 767-13외 1필지,,physical_asset,물류센터,,,fund_name; project_name,ast_ccd25e3078c5,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,밀레니엄힐튼호텔,,,서울특별시 중구 소월로 50,,physical_asset,오피스복합,,,fund_name; project_name,ast_cd00a5beb0b3,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,메트로타워,,,서울특별시 중구 퇴계로 10,,physical_asset,오피스,,,fund_name; project_name,ast_cd18ba041afc,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,평촌G스퀘어,,,경기도 안양시 동안구 호계동 1039 외 2필지,,physical_asset,오피스복합,,,fund_name; project_name,ast_cd4e754af9e0,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,국내 상장 리츠,,,,,physical_asset,,,,fund_name; project_name,ast_ce4731bc6968,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,Courtyard Naperville,,,1155 East Diehl Road,,physical_asset,호텔,,,fund_name; project_name,ast_cef2499eacaa,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,Prague Office Praga Studios,이지스유럽코어일반사모부동산투자신탁제89호,,"Pernerova 149/35, 186 00 Karlín, Czech","Hamburg Office Fleet II, Brussels Office Brederode, Barcelona Office Fontanella, Prague Office Praga Studios, Paris Office Louis David",physical_asset,오피스복합,운용,,project_name,ast_cf0bf50af6cc,112093,,89호,복합(오피스),,underlying_asset,,direct_owner,direct,0.94,,resolved,no_project_link,no_project_link,fund_assets,57967,,,verified,0.94
missing_one_or_more_names,PMBK가 운용하는 APAC Sustainable Infrastructure Fund LP의 수익증권,,,,,physical_asset,,,,fund_name; project_name,ast_cf36161fc545,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,캐나다 물류중개업체 인수 관련 국내 SPC 대출채권,,,"테헤란로87길 36, 1903호",,physical_asset,,,,fund_name; project_name,ast_d024a0fadf65,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,NC백화점(강서),,,서울특별시 강서구 등촌동 689번지 외 2필지,,physical_asset,리테일,,,fund_name; project_name,ast_d052165ba593,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,Atlanta Office Midtown 주차빌딩,이지스글로벌일반사모부동산투자신탁50호,,"37Fifth Street, Fulton County, GA 30308, Atlanta","Atlanta Office Midtown I, Atlanta Office Midtown II, Atlanta Office Midtown 주차빌딩",physical_asset,오피스,운용,,project_name,ast_d0735c2d17ab,112049,,50호,오피스,,underlying_asset,,direct_owner,direct,0.94,,resolved,no_project_link,no_project_link,fund_assets,57926,,,verified,0.94
missing_one_or_more_names,Courtyard Executive Park,,,1236 Executive Park Drive NE,,physical_asset,호텔,,,fund_name; project_name,ast_d0789172de8b,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,AA- 이상 채권,,,,,physical_asset,,,,fund_name; project_name,ast_d0b122c1f8a8,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,임원,이지스일반사모투자신탁392호(태양광),,강원도 삼척시 원덕읍 임원리 산255,"참빛솔라 태양광발전소, 최강일 태양광발전소, 신명솔라 태양광발전소, 성리태양광발전소, 새금풍력태양광발전소, 엠아이파워, 해량에너지, 시온솔라, 의령1호, 의령2호, 의령3호, 나눔과사랑, 건화솔라, 투태모에너지3호, 비취정보기술, 은하수솔라, 화성솔라, 임원, 누리, 평화와번영, 옥스포드, 미래화희망, 해바라기, 디앤피입암리1호, 한려, 해담은삼척1호",physical_asset,,운용,,project_name,ast_d0ca1e8f80e8,112504,,392호,특별자산,,underlying_asset,,direct_owner,direct,0.94,,resolved,no_project_link,no_project_link,fund_assets,58345,,,verified,0.94
missing_one_or_more_names,미래화희망,이지스일반사모투자신탁392호(태양광),,전라남도 고흥군 도화면 봉룡리 산221-1,"참빛솔라 태양광발전소, 최강일 태양광발전소, 신명솔라 태양광발전소, 성리태양광발전소, 새금풍력태양광발전소, 엠아이파워, 해량에너지, 시온솔라, 의령1호, 의령2호, 의령3호, 나눔과사랑, 건화솔라, 투태모에너지3호, 비취정보기술, 은하수솔라, 화성솔라, 임원, 누리, 평화와번영, 옥스포드, 미래화희망, 해바라기, 디앤피입암리1호, 한려, 해담은삼척1호",physical_asset,,운용,,project_name,ast_d16ce1cedc18,112504,,392호,특별자산,,underlying_asset,,direct_owner,direct,0.94,,resolved,no_project_link,no_project_link,fund_assets,58349,,,verified,0.94
missing_one_or_more_names,케이앤씨해바라기,이지스일반사모투자신탁377호,,경북 의성군 비안면 옥연리 676-2,"환성2호태양광발전소, 환성3호태양광발전소, 예지안빛에너지, 장춘3호태양광발전소, 하늘별빛에너지태양광발전소, 해누리7호태양광발전소, 천리에너지2호태양광발전소, 엠아이에너지태양광발전소, 한국쏠라알피에스태양광발전소, 솔라팜1호, 솔라팜2호, 삼산태양광발전소, 맥스에너지하리태양광발전, 맥스에너지금성태양광발전, 제이에스금계태양광발전, 지동쏠라에너지태양광발전, 성남제이씨에너지, 선그린에너지, 일순에너지, 스카이에너지, 에이스쏠라, 디앤피옥연, 디앤피영천신기, 곡성, 케이앤씨해바라기, 케이앤씨솔라리아, 호니파워, 에스디일호, 에스플래닛삼십사호, 아인에너지, 제이피에너지",physical_asset,,운용,,project_name,ast_d19640044285,112466,,377호,특별자산,,underlying_asset,,direct_owner,direct,0.94,,resolved,no_project_link,no_project_link,fund_assets,58285,,,verified,0.94
missing_one_or_more_names,외삼1호,이지스일반사모투자신탁435호(태양광),,경상북도 봉화군 봉성면 외삼리 793 외,"다산1, 동서발전, 진이엔지, 현대산업쏠라5호, 케이앤스틸테크놀로지, 리에너지, 지우태양광, 에스지, 케이앤씨벨에포크, 케이에이치테크단북1호, 미션, 윈즈에너지, 이큐에너지, 소망, 청수, 봉산햇빛, 행암에너지일호, 도원에너지, 솔빛에너지, 에스와이솔라, 에이치엠솔라1, 이에스에이치12, 지티씨솔라13호, 강구16호, 외삼1호, 외삼2호, 솔라트리1호, 김송하, 에스이피브, 케이앤씨헤르메스, 모두에너지, 솔라팩토리10호, 씨에스에너텍, 알이씨에너지, 알이엔네트웍스, 어량리, 비케이솔라, 와이알에너지, 유현그린, 케이앤씨그린북, 디앤피상주, 적화솔라, 솔라시너지햇빛1호, 이인메가태양광, 솔라팩토리22호, 솔라팩토리19호",physical_asset,,운용,,project_name,ast_d1b08df14213,112584,,435호,특별자산,,underlying_asset,,direct_owner,direct,0.94,,resolved,no_project_link,no_project_link,fund_assets,58435,,,verified,0.94
missing_one_or_more_names,"부실 및 부실우려 PF사업장 대출채권, 대출, 지분 등에 투자하는 모집합투자기구(모자형 블라인드 펀드)",,,,,physical_asset,금융상품,,,fund_name; project_name,ast_d1def35b1c12,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,신도림 디큐브시티 백화점,,,,,physical_asset,,,,fund_name; project_name,ast_d1ef2293c6ff,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,Odawara Logistics Amazon FC II,,,"4-Chome 5-1 Ogicho, Odawara, Kanagawa-Ken",,physical_asset,물류센터,,,fund_name; project_name,ast_d2047ba66f85,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,㈜동방 보유 유엔씨티㈜ 대출채권 매입,,,울산광역시 남구 신항로716번길 1(황성동),,physical_asset,,,,fund_name; project_name,ast_d2b153d30e56,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,해바라기,이지스일반사모투자신탁392호(태양광),,전라남도 고흥군 도화면 봉룡리 산221-1,"참빛솔라 태양광발전소, 최강일 태양광발전소, 신명솔라 태양광발전소, 성리태양광발전소, 새금풍력태양광발전소, 엠아이파워, 해량에너지, 시온솔라, 의령1호, 의령2호, 의령3호, 나눔과사랑, 건화솔라, 투태모에너지3호, 비취정보기술, 은하수솔라, 화성솔라, 임원, 누리, 평화와번영, 옥스포드, 미래화희망, 해바라기, 디앤피입암리1호, 한려, 해담은삼척1호",physical_asset,,운용,,project_name,ast_d2b681f14622,112504,,392호,특별자산,,underlying_asset,,direct_owner,direct,0.94,,resolved,no_project_link,no_project_link,fund_assets,58350,,,verified,0.94
missing_one_or_more_names,2001아울렛(안양) (투자),이지스전문투자형사모부동산투자신탁1호,,경기도 안양시 만안구 안양동 627-287,"NC백화점(강서), 2001아울렛(안양)",physical_asset,,청산,,project_name,ast_d2b8095c4603,112001,,1호,리테일,,underlying_asset,,direct_owner,direct,0.98,,resolved,no_project_link,no_project_link,fund_assets,57869,,,auto_created,0.98
missing_one_or_more_names,홈플러스삼천포점,,,경상남도 사천시 벌리동 58-3,,physical_asset,리테일,,,fund_name; project_name,ast_d36a3b06c819,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,용인기흥 파워센(개발),,,용인 기흥구 고매동 271번지 일원(총 14개 필지),,physical_asset,리테일,,,fund_name; project_name,ast_d36d4302f996,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,성수동2가오피스,,,서울시 성동구 성수동2가 269-208 일원,,physical_asset,오피스,,,fund_name; project_name,ast_d3f5d6add1ca,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,하남데이터센터,,,"경기도 하남시 풍산동 607-2,3",,physical_asset,데이터센터,,,fund_name; project_name,ast_d3ff3c41d7cb,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,해누리7호태양광발전소,이지스일반사모투자신탁377호,,경상북도 의성군 장춘리 산88 외2필지,"환성2호태양광발전소, 환성3호태양광발전소, 예지안빛에너지, 장춘3호태양광발전소, 하늘별빛에너지태양광발전소, 해누리7호태양광발전소, 천리에너지2호태양광발전소, 엠아이에너지태양광발전소, 한국쏠라알피에스태양광발전소, 솔라팜1호, 솔라팜2호, 삼산태양광발전소, 맥스에너지하리태양광발전, 맥스에너지금성태양광발전, 제이에스금계태양광발전, 지동쏠라에너지태양광발전, 성남제이씨에너지, 선그린에너지, 일순에너지, 스카이에너지, 에이스쏠라, 디앤피옥연, 디앤피영천신기, 곡성, 케이앤씨해바라기, 케이앤씨솔라리아, 호니파워, 에스디일호, 에스플래닛삼십사호, 아인에너지, 제이피에너지",physical_asset,,운용,,project_name,ast_d4676b749cd2,112466,,377호,특별자산,,underlying_asset,,direct_owner,direct,0.94,,resolved,no_project_link,no_project_link,fund_assets,58266,,,verified,0.94
missing_one_or_more_names,랜드플랫폼 1-1호,,,,,physical_asset,오피스복합,,,fund_name; project_name,ast_d4856ef88820,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,순화타워,,,서울특별시 중구 순화동 66,,physical_asset,오피스,,,fund_name; project_name,ast_d4a56bde92c8,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,이지스일반사모투자신탁435호(태양광),이지스일반사모투자신탁435호(태양광),,전라남도 광양시 광양읍 세풍리 2224,"다산1, 동서발전, 진이엔지, 현대산업쏠라5호, 케이앤스틸테크놀로지, 리에너지, 지우태양광, 에스지, 케이앤씨벨에포크, 케이에이치테크단북1호, 미션, 윈즈에너지, 이큐에너지, 소망, 청수, 봉산햇빛, 행암에너지일호, 도원에너지, 솔빛에너지, 에스와이솔라, 에이치엠솔라1, 이에스에이치12, 지티씨솔라13호, 강구16호, 외삼1호, 외삼2호, 솔라트리1호, 김송하, 에스이피브, 케이앤씨헤르메스, 모두에너지, 솔라팩토리10호, 씨에스에너텍, 알이씨에너지, 알이엔네트웍스, 어량리, 비케이솔라, 와이알에너지, 유현그린, 케이앤씨그린북, 디앤피상주, 적화솔라, 솔라시너지햇빛1호, 이인메가태양광, 솔라팩토리22호, 솔라팩토리19호",physical_asset,,운용,,project_name,ast_d4d0f0ff0926,112584,,435호,특별자산,,underlying_asset,,direct_owner,direct,0.98,,resolved,no_project_link,no_project_link,fund_assets,58432,,,auto_created,0.98
missing_one_or_more_names,평택아디다스물류센터,,,경기도 평택시 도일유통길 64(도일동 1175-3),,physical_asset,물류센터,,,fund_name; project_name,ast_d4faf53bb85a,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,Courtyard Cincinnati Blue Ash,,,4625 Lake Forest Drive,,physical_asset,호텔,,,fund_name; project_name,ast_d4fbfceea801,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,안성 홈플러스 중부허브 물류센터,,,경기도 안성시 원곡면 칠곡리 941번지,,physical_asset,물류센터,,,fund_name; project_name,ast_d5a492f670ed,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,영보빌딩2,,,서울시 강남구 삼성동 168-20,,physical_asset,오피스,,,fund_name; project_name,ast_d5c833a503e2,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,HSBC Senior UK Direct Lending Fund 2020 RAIF SICAV-S.A.,,,,,physical_asset,,,,fund_name; project_name,ast_d6bd6b33e12b,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,유림빌딩,,,서울특별시 마포구 동교동 165-4,,physical_asset,리테일,,,fund_name; project_name,ast_d7cf5a8a230f,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,의령2호,이지스일반사모투자신탁392호(태양광),,경상남도 의령군 화정면 상일리 산95,"참빛솔라 태양광발전소, 최강일 태양광발전소, 신명솔라 태양광발전소, 성리태양광발전소, 새금풍력태양광발전소, 엠아이파워, 해량에너지, 시온솔라, 의령1호, 의령2호, 의령3호, 나눔과사랑, 건화솔라, 투태모에너지3호, 비취정보기술, 은하수솔라, 화성솔라, 임원, 누리, 평화와번영, 옥스포드, 미래화희망, 해바라기, 디앤피입암리1호, 한려, 해담은삼척1호",physical_asset,,운용,,project_name,ast_d7d1561008f1,112504,,392호,특별자산,,underlying_asset,,direct_owner,direct,0.94,,resolved,no_project_link,no_project_link,fund_assets,58337,,,verified,0.94
missing_one_or_more_names,안산시 고잔동 오피스텔 및 근린생활시설,,,경기도 안산시 단원구 고잔동 542-1 외 1필지,,physical_asset,주거,,,fund_name; project_name,ast_d874a81175a1,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,US BioMed Portfolio Senior Loan,,,16개 자산 포트폴리오,,physical_asset,오피스복합,,,fund_name; project_name,ast_d8e5a4d52634,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,대전 둔산파이낸스빌딩,,,대전광역시 서구 둔산동 1413,,physical_asset,오피스,,,fund_name; project_name,ast_d92e2b93a0fd,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,"Partners Group Tactical Real Estate Fund, L.P.",,,,,physical_asset,,,,fund_name; project_name,ast_d98173641af0,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,이지스 130호(모) 제2-1종 수익증권,,,서울특별시 중구 청계천로 100,,physical_asset,,,,fund_name; project_name,ast_da18f033a8bc,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,InfraViaEuropean Infrastructure Fund VI,,,,,physical_asset,,,,fund_name; project_name,ast_da7c46d1cf41,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,어량리,이지스일반사모투자신탁435호(태양광),,"전라북도 익산시 밍상면 어량리 1743-14, 906-47, 906-46, 1743-13","다산1, 동서발전, 진이엔지, 현대산업쏠라5호, 케이앤스틸테크놀로지, 리에너지, 지우태양광, 에스지, 케이앤씨벨에포크, 케이에이치테크단북1호, 미션, 윈즈에너지, 이큐에너지, 소망, 청수, 봉산햇빛, 행암에너지일호, 도원에너지, 솔빛에너지, 에스와이솔라, 에이치엠솔라1, 이에스에이치12, 지티씨솔라13호, 강구16호, 외삼1호, 외삼2호, 솔라트리1호, 김송하, 에스이피브, 케이앤씨헤르메스, 모두에너지, 솔라팩토리10호, 씨에스에너텍, 알이씨에너지, 알이엔네트웍스, 어량리, 비케이솔라, 와이알에너지, 유현그린, 케이앤씨그린북, 디앤피상주, 적화솔라, 솔라시너지햇빛1호, 이인메가태양광, 솔라팩토리22호, 솔라팩토리19호",physical_asset,,운용,,project_name,ast_dafd8d7ea9a9,112584,,435호,특별자산,,underlying_asset,,direct_owner,direct,0.94,,resolved,no_project_link,no_project_link,fund_assets,58446,,,verified,0.94
missing_one_or_more_names,이지스일반사모투자신탁435호(태양광),이지스일반사모투자신탁435호(태양광),,강원특별자치도 원주시 문막읍 반계리 2255-2,"다산1, 동서발전, 진이엔지, 현대산업쏠라5호, 케이앤스틸테크놀로지, 리에너지, 지우태양광, 에스지, 케이앤씨벨에포크, 케이에이치테크단북1호, 미션, 윈즈에너지, 이큐에너지, 소망, 청수, 봉산햇빛, 행암에너지일호, 도원에너지, 솔빛에너지, 에스와이솔라, 에이치엠솔라1, 이에스에이치12, 지티씨솔라13호, 강구16호, 외삼1호, 외삼2호, 솔라트리1호, 김송하, 에스이피브, 케이앤씨헤르메스, 모두에너지, 솔라팩토리10호, 씨에스에너텍, 알이씨에너지, 알이엔네트웍스, 어량리, 비케이솔라, 와이알에너지, 유현그린, 케이앤씨그린북, 디앤피상주, 적화솔라, 솔라시너지햇빛1호, 이인메가태양광, 솔라팩토리22호, 솔라팩토리19호",physical_asset,,운용,,project_name,ast_db3bfd1b4baf,112584,,435호,특별자산,,underlying_asset,,direct_owner,direct,0.98,,resolved,no_project_link,no_project_link,fund_assets,58431,,,auto_created,0.98
missing_one_or_more_names,Courtyard Melbourne West,,,2101 West New Haven Avenue,,physical_asset,호텔,,,fund_name; project_name,ast_db4799e88a26,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,"공모주,  국내 주식",,,,,physical_asset,,,,fund_name; project_name,ast_dbc79cb5a626,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,GRAN PASEO 혼코마고메,,,일본 도쿄도 23구 내,,physical_asset,,,,fund_name; project_name,ast_dbcae6af9a45,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,트레블로지명동시티홀호텔,,,서울특별시 중구 세종대로16길 22(북창동 17-1외 2필지),,physical_asset,호텔,,,fund_name; project_name,ast_dc0316795e8e,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,이지스글로벌세컨더리일반사모혼합자산투자신탁제1호,이지스글로벌세컨더리일반사모혼합자산투자신탁제1호,,,"Pantheon Viking Co-Invest LP, NMP V, PGSF VII, PSD III",physical_asset,오피스복합,운용,,project_name,ast_dc11f9b4f515,200006,,세컨더리1호,특별자산,,underlying_asset,,direct_owner,direct,0.94,,resolved,no_project_link,no_project_link,fund_assets,58682,,,auto_created,0.94
missing_one_or_more_names,"재생에너지 플랫폼회사(""HoldCo"")에 대한 지분 및 주주대여금",,,,,physical_asset,,,,fund_name; project_name,ast_dc99a27ccb95,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,"국내 주식, 채권, ETF, 공모주, 스팩",,,,,physical_asset,,,,fund_name; project_name,ast_dc9b51df4a56,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,Courtyard Savannah Midtown,,,6703 Abercorn Street,,physical_asset,호텔,,,fund_name; project_name,ast_dcc6905b8a09,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,
missing_one_or_more_names,장춘3호태양광발전소,이지스일반사모투자신탁377호,,경상북도 의성군 장춘리 산88-2,"환성2호태양광발전소, 환성3호태양광발전소, 예지안빛에너지, 장춘3호태양광발전소, 하늘별빛에너지태양광발전소, 해누리7호태양광발전소, 천리에너지2호태양광발전소, 엠아이에너지태양광발전소, 한국쏠라알피에스태양광발전소, 솔라팜1호, 솔라팜2호, 삼산태양광발전소, 맥스에너지하리태양광발전, 맥스에너지금성태양광발전, 제이에스금계태양광발전, 지동쏠라에너지태양광발전, 성남제이씨에너지, 선그린에너지, 일순에너지, 스카이에너지, 에이스쏠라, 디앤피옥연, 디앤피영천신기, 곡성, 케이앤씨해바라기, 케이앤씨솔라리아, 호니파워, 에스디일호, 에스플래닛삼십사호, 아인에너지, 제이피에너지",physical_asset,,운용,,project_name,ast_dcf834c2a811,112466,,377호,특별자산,,underlying_asset,,direct_owner,direct,0.94,,resolved,no_project_link,no_project_link,fund_assets,58264,,,verified,0.94
missing_one_or_more_names,디앤피입암리1호,이지스일반사모투자신탁392호(태양광),,"경상북도 의성군 옥산면 입암리 28, 29번지","참빛솔라 태양광발전소, 최강일 태양광발전소, 신명솔라 태양광발전소, 성리태양광발전소, 새금풍력태양광발전소, 엠아이파워, 해량에너지, 시온솔라, 의령1호, 의령2호, 의령3호, 나눔과사랑, 건화솔라, 투태모에너지3호, 비취정보기술, 은하수솔라, 화성솔라, 임원, 누리, 평화와번영, 옥스포드, 미래화희망, 해바라기, 디앤피입암리1호, 한려, 해담은삼척1호",physical_asset,,운용,,project_name,ast_dd450e43e303,112504,,392호,특별자산,,underlying_asset,,direct_owner,direct,0.94,,resolved,no_project_link,no_project_link,fund_assets,58351,,,verified,0.94
missing_one_or_more_names,한려,이지스일반사모투자신탁392호(태양광),,"경남 남해군 창선면 서대리 산112, 112-1, 112-2","참빛솔라 태양광발전소, 최강일 태양광발전소, 신명솔라 태양광발전소, 성리태양광발전소, 새금풍력태양광발전소, 엠아이파워, 해량에너지, 시온솔라, 의령1호, 의령2호, 의령3호, 나눔과사랑, 건화솔라, 투태모에너지3호, 비취정보기술, 은하수솔라, 화성솔라, 임원, 누리, 평화와번영, 옥스포드, 미래화희망, 해바라기, 디앤피입암리1호, 한려, 해담은삼척1호",physical_asset,,운용,,project_name,ast_dd6d598a7920,112504,,392호,특별자산,,underlying_asset,,direct_owner,direct,0.94,,resolved,no_project_link,no_project_link,fund_assets,58352,,,verified,0.94
