asset_id,canonical_name,review_status,source_confidence,match_reason,source_row_count,fund_ids,address_text,pnu,asset_code,latitude,longitude,site_area,gross_floor_area,main_usage,structure
ast_ed6a011723e2,남동테크노타워 지식산업센터 개발사업 PF대출,auto_created,0.98,same_pnu,1,112184,인천광역시 남동구 고잔동 648-1,2820011100106480001,A112184001,37.4004453243097,126.70765190236,5055.6,39881.1,물류,프리케스트콘크리트구조
ast_ec5c572ce8a7,주식회사 이지스레지던스위탁관리부동산투자회사,auto_created,0.98,same_pnu,1,R00008,인천광역시 부평구 십정동 216,2823710200102160000,AR00008001,37.4784053934111,126.69562913808,4094.0,475458.0,주거,철근콘크리트구조
ast_b5b13984b5c2,부평 더샵센트럴시티 공공지원민간임대주택,auto_created,0.98,same_pnu,5,"112149, 112169, 112172, 112175, 112181",십정동 630,2823710200106300000,A112149001,37.474635711,126.69874579,161812.4,756766.0,주거,철근콘크리트구조
ast_0920c9043185,인천석남물류센터,auto_created,0.98,same_pnu,4,"112500, 112751, 120029, 120030",인천광역시 서구 석남동 224-8,2826011000102240008,A112751001,37.5080672604298,126.663419874331,54193.0,299308.0,물류,프리케스트콘크리트구조
ast_f341642853ae,인천 가좌동 오피스텔 선순위 PF대출채권,auto_created,0.98,same_pnu,1,112213,인천광역시 서구 가좌동 212-8,2826011200102120008,A112213001,37.4928049192366,126.679786160168,2170.8,14903.5,오피스,철근콘크리트구조
ast_835e9f381ae3,이지스아레나스전문투자형사모부동산투자신탁4호,auto_created,0.98,same_pnu,1,112299,인천광역시 서구 오류동 1549-4,2826011900115490004,A112299001,37.5636469634101,126.603122745631,15197.1,85621.4,물류,철근콘크리트구조
ast_d2b291b01082,이지스전문투자형사모부동산투자신탁290호(운용),auto_created,0.98,same_pnu,1,112314,월전동 913-1,2920014600109130001,A112314001,35.130892846,126.774188403,0.0,1605.2,공장,일반철골구조
ast_0d034e04e91f,이지스코어리테일부동산투자신탁302호(운용),auto_created,0.98,same_pnu,1,112344,대전광역시 중구 문화동 1-17,3014011600100010017,A112344002,36.3203754658686,127.407663141452,11078.0,38782.1,리테일,철근콘크리트구조
ast_e547d4e384c5,대전 둔산파이낸스빌딩,auto_created,0.98,same_pnu,3,"112778, 112779, 112780",대전광역시 서구 둔산동 1413,3017011200114130000,A112778001,36.3510100566816,127.387126085862,1988.3,36207500.0,오피스,철골철근콘크리트구조
ast_9e54163d0926,롯데마트대덕점,auto_created,0.98,same_pnu,2,"112054, 112592",대전광역시 유성구 관평동 887,3020014600108870000,A112592001,36.4268313379494,127.386794099901,33140.3,171315.0,리테일,철근콘크리트구조
ast_74fc8d406c81,이지스일반사모부동산투자신탁14호,auto_created,0.98,same_pnu,1,112011,울산광역시 남구 달동 1247-1,3114010500112470001,A112011001,35.5374856528665,129.329257188218,1304.5,18033.2,호텔,철근콘크리트구조
ast_a422589fe744,이지스제92호사모부동산투자유한회사,auto_created,0.98,same_pnu,1,112080,울산광역시 남구 삼산동 1569-1,3114010600115690001,A112080001,35.5419626590254,129.338828766319,7114.8,62861.2,리테일,철골철근콘크리트구조
ast_c644d28176a4,㈜동방 보유 유엔씨티㈜ 대출채권 매입,auto_created,0.98,same_pnu,3,"112687, 112688, 112689",황성동 830,3114011400108300000,A112687001,35.458362389,129.363894699,0.0,7113.14,운수시설,철근콘크리트구조
ast_f0700d6e9655,홈플러스동수원점,auto_created,0.98,same_pnu,2,"112008, 112702",경기도 수원시 팔달구 인계동 1045,4111514100110450000,A112008002,37.2627396158881,127.030124186812,12151.0,54975.6,리테일,철근콘크리트구조
ast_90a7471e6e20,수원 이비스 앰배서더 수원 호텔 후순위 담보대출,auto_created,0.98,same_pnu,1,112294,경기도 수원시 팔달구 인계동 1132-12,4111514100111320012,A112294001,37.259179487206,127.031348877688,3364.0,39950.8,호텔,철근콘크리트구조
ast_9b294af79693,광교 아이파크 주상복합 내 판매시설 선순위 담보 대출채권,auto_created,0.98,same_pnu,1,112296,경기도 수원시 영통구 원천동 593,4111710200105930000,A112296001,37.2737264883859,127.060945366876,0.0,152.277,리테일,철근콘크리트구조
ast_c6d650564064,"이지스411호(200호 재간접, 디어스 판교)",auto_created,0.98,same_pnu,2,R00008,시흥동 321,4113111500103210000,AR00008005,37.413722553,127.099788999,22591.5,39904.1,업무시설,철골철근콘크리트구조
ast_ea83005ce057,이지스제415호일반사모부동산투자신탁,auto_created,0.98,same_pnu,1,112559,시흥동 322,4113111500103220000,A112559001,37.413434294,127.098394925,13829.9,60021.0,오피스복합,철근콘크리트구조
ast_578a66328a1e,판교아이스퀘어E동,auto_created,0.98,same_pnu,4,"112535, 112536, 112537, 112538",시흥동 339,4113111500103390000,A112535001,37.412013876,127.097831081,0.0,20759.0,오피스복합,철근콘크리트구조
ast_19e5bba5f247,이지스 KORIF 사모부동산투자신탁 22호,auto_created,0.98,same_pnu,1,112025,경기도 성남시 분당구 수내동 6-3,4113510200100060003,A112025001,37.3794234903221,127.117027129071,1233.5,15915.9,오피스,철근콘크리트구조
ast_dd22d6a3cb4f,티맥스수내타워,auto_created,0.98,same_pnu,2,"112517, 112518",경기도 성남시 분당구 수내동 6-4,4113510200100060004,A112517001,37.3792367831701,127.116766922185,1233.5,16578.7,오피스,철골콘크리트구조
ast_af02aac59036,롯데백화점분당점,auto_created,0.98,same_pnu,4,"112490, 112491, 112492, 112498",경기도 성남시 분당구 수내동 14,4113510200100140000,A112490001,37.3784609106675,127.114294409918,10622.8,79633.9,리테일,철골철근콘크리트구조
ast_1063cfdde684,이지스비즈성장공간플랫폼일반사모부동산투자신탁제1-2호,auto_created,0.98,same_pnu,1,112586,경기도 성남시 분당구 수내동 22-2,4113510200100220002,A112586001,37.377109662205,127.111078636309,1384.2,9914.61,오피스,철골콘크리트구조
ast_7a35fc542c9f,이지스데이터센터위탁관리부동산투자회사 주식회사,auto_created,0.98,same_pnu,1,R00006,야탑동 343-1,4113510700103430001,AR00006001,37.413521277,127.124501255,3588.3,14533.4,방송통신시설,일반철골구조
ast_03afde6453fc,탑빌딩,auto_created,0.98,same_pnu,2,"112025, 112597",경기도 성남시 분당구 야탑동 361-4,4113510700103610004,A112025002,37.412566415335,127.129849963107,1349.3,12182.0,오피스,철근콘크리트구조
ast_156c375e17dc,삼성중공업판교R&D센터,auto_created,0.98,same_pnu,2,"120058, R00013",경기도 성남시 분당구 삼평동 615,4113510900106150000,AR00013001,37.404158966954,127.098927114743,24661.49,57460.3,기타(교육),철골철근콘크리트구조
ast_d6b3682a1147,이지스실물우선주일반사모부동산투자신탁제1호,auto_created,0.98,same_pnu,1,200030,경기도 성남시 분당구 백현동 534,4113511000105340000,A200030001,37.3954596631609,127.112129752364,13352.1,197237.0,오피스,철골철근콘크리트합성구조
ast_eb058774b3aa,이지스전문투자형사모부동산투자신탁133호,auto_created,0.98,same_pnu,1,112148,경기도 성남시 분당구 백현동 539,4113511000105390000,A112148001,37.3933988150284,127.110688616677,2996.0,29958.3,자동차관련시설,일반철골구조
ast_d2b8095c4603,이지스전문투자형사모부동산투자신탁1호,auto_created,0.98,same_pnu,1,112001,경기도 안양시 만안구 안양동 627-287,4117110100106270287,A112001002,37.3966156352493,126.922801205467,3799.0,25415.7,리테일,철근콘크리트구조
ast_03b867e56a1e,평촌G스퀘어,auto_created,0.98,same_pnu,3,"112085, 112089, 112090",경기도 안양시 동안구 호계동 1039,4117310400110390000,A112085001,37.3902916085713,126.950631862863,13467.5,238248.0,리테일,철근콘크리트구조
ast_223bae23bf93,뉴코아아울렛(평촌),auto_created,0.98,same_pnu,2,"112081, 112155",경기도 안양시 동안구 호계동 1039-3,4117310400110390003,A112081002,37.3892636743481,126.951236487881,5745.9,70154.7,리테일,철근콘크리트구조
ast_6526b194cc13,이지스카스퀘어NPL일반사모부동산투자신탁,auto_created,0.98,same_pnu,1,112720,경기도 부천시 오정구 삼정동 366-1,4119610700103660001,A112720001,37.523086805462,126.761660788164,13329.6,87314.2,자동차관련시설,철근콘크리트구조
ast_5eda17cd5cf3,이지스광명역세권전문투자형사모부동산투자신탁140호,auto_created,0.98,same_pnu,1,112136,경기도 광명시 일직동 508-4,4121010600105080004,A112136001,37.4209325818682,126.881860407082,2090.2,21739.2,오피스,철근콘크리트구조
ast_2652e06dfeaa,평택아디다스물류센터,auto_created,0.98,same_pnu,2,"112500, 112604",도일동 1175-3,4122010600111750003,A112500002,37.037935439,127.106727114,63516.7,50825.9,물류센터,철근콘크리트구조
ast_30c376cd6730,이지스312호 수익증권,auto_created,0.98,same_pnu,3,"112532, 112533, 112534",사동 1422-15,4127110300114220015,A112532001,37.284593483,126.849272116,251.9,91597.1,공동주택,철근콘크리트구조
ast_53a61027bef6,이지스일반사모투자신탁87호,auto_created,0.98,same_pnu,1,112100,경기도 고양시 덕양구 동산동 370,4128111200103700000,A112100001,37.6470520789327,126.894685838314,90999.9,364806.0,리테일,일반철골구조
ast_6e943e2850e9,고양시 화정동 아이씨티일산,auto_created,0.98,same_pnu,1,112194,경기도 고양시 덕양구 화정동 1148-6,4128112300111480006,A112194001,37.6269627105124,126.830699242747,1400.0,19707.0,오피스,철근콘크리트구조
ast_cf7655c37f5e,이지스일반사모부동산투자신탁제336호,auto_created,0.98,same_pnu,1,112414,경기도 고양시 일산동구 장항동 889,4128510400108890000,A112414001,37.6542181556078,126.775960479558,5707.2,19855.8,의료시설,철골철근콘크리트구조
ast_c9b5f50bc992,뉴코아아울렛(일산),auto_created,0.98,same_pnu,2,"112081, 112155",경기도 고양시 일산동구 마두동 797,4128510500107970000,A112081003,37.6548242991912,126.777078006297,5712.1,60148.0,리테일,철근콘크리트구조
ast_ee5b4d0511ec,이지스하우징플랫폼일반사모부동산투자신탁제1호(운용),auto_created,0.98,same_pnu,2,"112611, P00031",경기도 구리시 수택동 370,4131010500103700000,A112611002,37.6002599263288,127.136231130136,1956.6,2553.4,제1종근린생활시설,철근콘크리트구조
ast_288840e4c692,하남미사우성르보아파크,auto_created,0.98,same_pnu,2,"112099, 112189",경기도 하남시 망월동 1079,4145010900110790000,A112099001,37.5667539801001,127.189250585753,3638.4,49689.0,오피스,철근콘크리트구조
ast_84491d5860d7,하남데이터센터,auto_created,0.98,same_pnu,4,"112442, 112569, 112594, 112595",경기도 하남시 풍산동 607-2,4145011000106070002,A112442001,37.5513139678438,127.194934476745,6637.5,41919.4,데이터센터,철근콘크리트구조
ast_b1a009f2fa36,이지스전문투자형사모부동산투자신탁제404호,auto_created,0.98,same_pnu,1,112527,경기도 용인시 처인구 백암면 백봉리 767-13,4146135023107670013,A112527003,37.151060940719,127.389087896527,19604.0,29980.0,물류,철골철근콘크리트구조
ast_8d2911b657d8,이지스전문투자형사모부동산투자신탁259호,auto_created,0.98,same_pnu,1,112277,경기도 파주시 와동동 1433,4148012200114330000,A112277001,37.7277257799842,126.76131089591,1995.8,22922.2,오피스,철근콘크리트구조
ast_6f4f44b4c3aa,이지스전문투자형230호사모부동산투자유한회사(운용),auto_created,0.98,same_pnu,1,112245,경기도 이천시 백사면 조읍리 25,4150032028100250000,A112245001,37.3152043797974,127.485775199591,0.0,46527.0,물류,일반철골구조
ast_0264aa763175,이지스전문투자형사모부동산투자신탁286호(운용),auto_created,0.98,same_pnu,1,112328,경기도 이천시 호법면 매곡리 118-2,4150033025101180002,A112328001,37.2150393456074,127.37429531445,25327.0,58552.1,물류,일반철골구조
ast_5afa53495f87,이지스전문투자형사모부동산투자신탁제404호,auto_created,0.98,same_pnu,1,112527,경기도 이천시 호법면 매곡리 977-5,4150033025109770005,A112527001,37.1902612412431,127.37547805478,54990.0,55338.9,물류,프리케스트콘크리트구조
ast_349f44ccfd1f,이지스전문투자형사모부동산투자신탁제404호,auto_created,0.98,same_pnu,1,112527,경기도 이천시 대월면 도리리 3-2,4150035029100030002,A112527002,37.2102637027627,127.49375551117,22559.0,18706.2,물류,철근콘크리트구조
ast_52adbb346181,안성홈플러스물류센터,auto_created,0.98,same_pnu,2,"112500, 112703",경기도 안성시 원곡면 칠곡리 941,4155038022109410000,A112703001,37.0487098936769,127.167397723634,0.0,32824.0,물류,일반철골구조
ast_109318d66df6,이지스일반사모부동산투자신탁제451호(운용),auto_created,0.98,same_pnu,1,112642,경기도 화성시 만세구 장안면 석포리 147-12,4159135022101470012,A112642001,37.120873028514,126.835956947127,0.0,79103.0,물류,철골철근콘크리트합성구조
ast_75c6cda594b3,타임테라스동탄,auto_created,0.98,same_pnu,3,"112237, 112290, 112291",경기도 화성시 동탄구 반송동 96,4159710200100960000,A112290001,37.2049769572119,127.068884158537,0.0,142156.0,리테일,철근콘크리트구조
ast_8f4a16aa66fa,이지스로지스틱스리츠,auto_created,0.98,same_pnu,1,R00007,경기도 여주시 점봉동 204-3,4167011500102040003,AR00007001,37.24938785556,127.640067135937,28879.0,49632.6,물류,철골철근콘크리트합성구조
ast_3f3767149c5b,이지스제440호부동산일반사모투자회사,auto_created,0.98,same_pnu,1,112606,경기도 여주시 가남읍 본두리 18-3,4167025032100180003,A112606001,37.2495928536339,127.589580464765,65249.0,65307.0,물류,프리케스트콘크리트구조
ast_3a33a41d444e,충북 청주시 서원구 잠두봉근린공원 공동주택 개발사업 PF 대출채권,auto_created,0.98,same_pnu,1,112387,충청북도 청주시 서원구 수곡동 산 22,4311210700200220000,A112387001,36.614102730784,127.48242742293,0.0,65.39,제1종근린생활시설,철근콘크리트구조
ast_0bbbe8c5910d,이지스일반사모투자신탁435호(태양광),auto_created,0.98,same_pnu,1,112584,충청북도 충주시 대소원면 완오리 1165,4313033530111650000,A112584046,36.9983951162712,127.837297354945,0.0,660.0,공장,일반철골구조
ast_e6eadbaa08bd,이지스일반사모부동산투자신탁232호(운용),auto_created,0.98,same_pnu,1,112279,탄부면 상장리 643-3,4372034027106430003,A112279001,36.447215919,127.782121665,8693.0,828506.0,운동시설,철근콘크리트구조
ast_8bd8d91c9bb8,천안성성동피에프브이주식회사,auto_created,0.98,same_pnu,1,P00017,충청남도 천안시 서북구 성성동 366-3,4413310500103660003,AP00017001,36.8447392271306,127.124036181881,0.0,38851.0,주거,일반철골구조
ast_d3958acf9d57,아레나스안성,auto_created,0.98,same_pnu,2,"112320, 112505",입장면 용정리 116-5,4413331032101160005,A112505001,36.921094845,127.187055018,312.0,124554.0,물류센터,벽돌구조
ast_acf1169ec73d,공주시 웅진동 공동주택,auto_created,0.98,same_pnu,1,P00025,충청남도 공주시 웅진동 1-1,4415010700103000009,AP00025001,36.4716427027985,127.113472384628,0.0,53329.0,주거,일반철골구조
ast_668935b47b6b,이지스KORIF사모부동산 투자신탁12호,auto_created,0.98,same_pnu,1,112007,전라남도 나주시 송월동 1106-2,4617010200111060002,A112007001,35.0132329039111,126.713118289029,5481.4,5963.07,판매시설,철근콘크리트구조
ast_d4d0f0ff0926,이지스일반사모투자신탁435호(태양광),auto_created,0.98,same_pnu,1,112584,전라남도 광양시 광양읍 세풍리 2224,4623025034122240000,A112584022,34.8966187216681,127.596397155015,0.0,49.5,공장,경량철골구조
ast_e2fd03212beb,이지스사모부동산투자신탁48호,auto_created,0.98,same_pnu,1,112047,전라남도 무안군 삼향읍 남악리 2622,4684025622126220000,A112047001,34.8023209569853,126.46507824583,64922.66,47054.7,판매시설,철근콘크리트구조
ast_2599313d9083,이지스사모부동산투자신탁64호,auto_created,0.98,same_pnu,1,112056,경상북도 포항시 남구 지곡동 481-1,4711111500104810001,A112056001,36.027576779256,129.324699955606,9667.6,5497.3,판매시설,일반철골구조
ast_1f446ce9025d,이지스KORIF사모부동산투자신탁19호,auto_created,0.98,same_pnu,1,112018,경상북도 포항시 북구 죽도동 50-1,4711311600100500001,A112018003,36.0308993275045,129.365099982428,5089.0,20254.0,리테일,일반철골구조
ast_021767a7f029,강동 성내 역세권 청년주택,auto_created,0.98,same_pnu,3,"112287, 120011, R00012",성내동 190-11,4715010400101900011,A112287001,36.119721124,128.122146053,0.0,190.51,제1종근린생활시설,철근콘크리트구조
ast_357127c88355,이지스일반사모투자신탁435호(태양광),auto_created,0.98,same_pnu,1,112584,진량읍 신상리 1186-7,4729025321111860007,A112584033,35.876417663,128.831477243,0.0,104.94,공장,일반철골구조
ast_616c3d79da75,이지스경산로지스제1호일반사모부동산투자회사(운용),auto_created,0.98,same_pnu,1,120085,경상북도 경산시 진량읍 문천리 903,4729025330109030000,A120085001,35.8737058361886,128.841410657044,17813.6,98673.6,물류센터,철근콘크리트구조
ast_9bedafe14895,이지스제505호부동산일반사모투자회사,auto_created,0.98,same_pnu,1,112755,경상남도 창원시 진해구 두동 1875,4812916100118750000,A112755001,35.119851103815,128.802346237999,47028.9,54566.2,물류센터,철근콘크리트구조
ast_282ed30bb789,이지스KORIF사모부동산투자신탁19호,auto_created,0.98,same_pnu,1,112018,경상남도 진주시 상대동 181-1,4817011900101810001,A112018002,35.1875328352662,128.117709610606,7104.0,52055.0,리테일,철골철근콘크리트구조
ast_93fedc1f0d0f,이지스KORIF사모부동산투자신탁19호,auto_created,0.98,same_pnu,1,112018,경상남도 사천시 벌리동 58-3,4824010800100580003,A112018001,34.9404217621935,128.079954657679,5565.4,23228.0,리테일,철근콘크리트구조
ast_4a2972f3fd4f,주식회사 석암물류(SPC),auto_created,0.98,same_pnu,1,S00002,경상남도 양산시 유산동 509,4833011100105090000,S00002001,35.3628771385706,129.026686856465,23945.6,52739.7,창고시설,프리케스트콘크리트구조
ast_8f63f7ec9170,이지스리테일제55호사모부동산투자유한회사,auto_created,0.98,same_pnu,1,112054,제주특별자치도 제주시 노형동 708,5011012200107080000,A112054002,33.4824685214112,126.481404912937,4364.9,24520.1,제2종근린생활시설,일반철골구조
ast_3ac68d303b60,이지스부동산투자신탁187호,auto_created,0.98,same_pnu,1,112194,제주특별자치도 제주시 연동 261-23,5011013700102610023,A112194002,33.4895164122842,126.488655050865,1851.7,24248.4,오피스,철근콘크리트구조
ast_dd6e846e65f4,신라스테이제주,auto_created,0.98,same_pnu,4,"112034, 112404, 112405, 112406",제주특별자치도 제주시 연동 274-16,5011013700102740016,A112034001,33.4856507636801,126.490902880826,2631.5,19994.2,호텔,철근콘크리트구조
ast_f5e665f7cf35,이지스일반사모부동산투자신탁294호,auto_created,0.98,same_pnu,1,112310,애월읍 신엄리 2867-3,5011025326128670003,A112310001,33.475927543,126.35573062,0.0,6098.0,호텔,철근콘크리트구조
ast_8870b9567bcd,애월 복합관광단지 개발,auto_created,0.98,same_pnu,4,"120023, 120024, 120025, P00038",제주특별자치도 제주시 애월읍 상가리 17-6,5011025331100170006,A12002301,33.3994609829231,126.377418321576,0.0,330800.0,동물및식물관련시설,경량철골구조
ast_e3779cfe5ab2,켄싱턴 제주호텔 부동산담보신탁 1종 수익권,auto_created,0.98,same_pnu,1,112226,제주특별자치도 서귀포시 색달동 2785,5013011900127850000,A112226001,33.2523552040119,126.407910658529,33002.0,31750.5,호텔,철골철근콘크리트구조
ast_58e37903d5ef,피에스KORIF사모부동산투자신탁5호,auto_created,0.98,same_pnu,1,112004,강원특별자치도 원주시 단계동 1123,5113011000111230000,A112004001,37.3456627082781,127.927519475776,14047.0,83531.7,리테일,철근콘크리트구조
ast_db3bfd1b4baf,이지스일반사모투자신탁435호(태양광),auto_created,0.98,same_pnu,1,112584,강원특별자치도 원주시 문막읍 반계리 2255-2,5113025029122550002,A112584021,37.2977862965336,127.798699187274,20738.7,13226.8,물류,철근콘크리트구조
ast_8a93d35b0890,디오션259피에프브이 주식회사,auto_created,0.98,same_pnu,1,P00011,강원특별자치도 강릉시 송정동 259,5115011400102590000,AP00011001,37.7854795011601,128.928248082138,0.0,0.1,호텔,일반철골구조
ast_222407c92192,이지스일반사모투자신탁392호(태양광),auto_created,0.98,same_pnu,1,112504,남양동 330-3,5123012000103300003,A112504005,37.443710839,129.1683588,0.0,135.27,단독주택,벽돌구조
ast_765cc3a1898a,이지스코어리테일부동산투자신탁302호(운용),auto_created,0.98,same_pnu,1,112344,전북특별자치도 전주시 완산구 중노송동 495-6,5211112000104950006,A112344003,35.823561447076,127.150069862002,9245.0,49461.8,리테일,철골철근콘크리트구조
ast_db8fd17c8890,홈플러스전주효자점,auto_created,0.98,same_pnu,3,"112132, 112133, 112134",전북특별자치도 전주시 완산구 효자동1가 431-5,5211114000104310005,A112132001,35.8065988520875,127.113976610906,9703.0,47617.9,리테일,일반철골구조
