asset_id,canonical_name,address_text,fund_count,project_count,linked_fund_ids,linked_project_ids
ast_09cbe4380781,솔라팩토리19호,"충북 충주시 대소원면 완오리 1165, 1166, 1167(건물 위), 충주시 대소원면 완오리 1155(건물위), 충주시 대소원면 영평리 840 (건물 위)",0,0,,
ast_09e5db3eee02,업스퀘어,울산광역시 남구 삼산동 1569-1,0,0,,
ast_0aa438f94f1a,와이에이치파워2 주식,-,1,0,120045,
ast_0abb69999d40,"StepStone Secondary Opportunities Fund V Offshore, L.P.",-,0,0,,
ast_0ae67887921d,"메자닌, 공모주, 이벤트 드리븐",-,0,0,,
ast_0bbbe8c5910d,이지스일반사모투자신탁435호(태양광),충청북도 충주시 대소원면 완오리 1165,1,0,112584,
ast_0c50fdc60ef8,이지스333호(홍대 코리빙 복합시설),서울시 마포구 서교동 460-25 일원,0,0,,
ast_0c68bbfd7099,제주 연동 오피스텔,제주도 제주시 연동 261-23,0,0,,
ast_0d034e04e91f,홈플러스 대전문화점 (투자),대전광역시 중구 문화동 1-17,1,0,112344,
ast_0d20df513bd5,분당야탑물류센터,-,0,0,,
ast_0d67a2c2d304,아이에이제십사차유동화전문 유한회사,-,1,0,112602,
ast_0d7b28ca87e1,성수동 오피스 개발사업 선순위 브릿지론,서울특별시 성동구 성수동2가 279,1,0,112666,
ast_0db517682813,외삼2호,경상북도 봉화군 봉성면 외삼리 792 외,1,0,112584,
ast_0dba05706295,판교아이스퀘어E동,경기도 성남시 창업로 17,0,0,,
ast_0dc44d526fb4,종로타워,서울특별시 종로구 종로2가 6,0,0,,
ast_0e748b87e46f,반포이수화학본사사옥,서울시 서초구 반포동 112-4 외 8필지,0,0,,
ast_0e81972e2bec,판교아이스퀘어D동,경기도 성남시 수정구 창업로 17,0,0,,
ast_0eb50d2cf958,"이지스411호(200호 재간접, 디어스 판교)",경기도 성남시 수정구 대왕판교로 815,0,0,,
ast_0fa1343c8192,Courtyard Detroit Warren,30190 Van Dyke Avenue,0,0,,
ast_10445d29926b,PASEO 사사즈카,일본 도쿄도 23구 내,0,0,,
ast_10667fe678d4,이지스제572호부동산일반사모투자회사(1종),-,0,0,,
ast_112711a59b76,코어그린에너지 주식 및 대여금,-,1,0,120045,
ast_1139d23fa5d7,"Pantheon Viking Co-Invest LP, NMP V",-,0,0,,
ast_115f3c3277d4,서영빌딩,경기도 성남시 분당구 수내동 6-3,0,0,,
ast_11888bd81598,신도림핀포인트,서울특별시 구로구 신도림동 337,0,0,,
ast_11919c561605,덕평CJ물류센터,경기도 이천시 호법면 매곡리 118-2,0,0,,
ast_119638464007,진이엔지,충청북도 진천군 문백면 평산리 산 54,1,0,112584,
ast_11eaa23e7e07,애월 복합관광단지 개발,제주시 애월읍 상가리 17-6 번지 일원,0,0,,
ast_122d47e0ef63,홈플러스금천점,서울특별시 금천구 독산동 291-7,0,0,,
ast_12357627ab53,청담펜트하우스,서울시 강남구 청담동 129,0,0,,
ast_124d02c64658,은평 시니어리빙 복합시설 개발,서울특별시 은평구 진관동 160 번지 일원,0,0,,
ast_1267a3bda5d2,이지스151호(더샵 부평),인천시 부평구 십정동 216번지 일원,0,0,,
ast_1283cae9910d,"국내 상장 리츠,  인프라 펀드,  주식, ETF",-,0,0,,
ast_12910bc887e1,성남제이씨에너지,전라북도 남원시 대산면 신계리 산429-98,1,0,112466,
ast_12a2b6420432,와이에이치파워1 주식,-,1,0,120045,
ast_136a3a7abf72,"StepStone Secondary Opportunities Fund V Offshore, L.P.",-,0,0,,
ast_1413056b8256,GRAN PASEO 혼코마고메,일본 도쿄도 23구 내,0,0,,
ast_14c10f336834,PASEO 신주쿠,일본 도쿄도 23구 내,0,0,,
ast_14eb09ddf188,151호 수익증권(재간접),열우물로 90,0,0,,
ast_15237c00f653,롯데백화점분당점,경기도 성남시 분당구 수내동 14,0,0,,
ast_15f689589eb3,시그니쳐타워,서울특별시 중구 수표동 99,0,0,,
ast_162787785646,Brookfield Super-Core Infrastructure Partners,-,0,0,,
ast_16a56a088f89,영등포역 오피스텔 개발사업,서울특별시 영등포구 영등포동1가 143-3,0,0,,
ast_16fa6fcbebcc,"Pantheon Viking Co-Invest LP, NMP V",-,0,0,,
ast_177a1b236451,Courtyard Raleigh Midtown,1041 Wake Towne Drive,0,0,,
ast_17859af0b93a,"국내 상장 리츠, 리츠IPO",-,0,0,,
ast_179a3e793b6f,Tori Di Quartesolo,"Veneto, Vicenza, Italy",1,0,112401,
ast_17d191ea5a3f,Spring Creek Towers,"1255 Granville Payne Ave, Brooklyn, NY",0,0,,
ast_181f610edf73,케이에이치테크단북1호,"경상북도 예천군 풍양면 홍천리 356, 357, 390",1,0,112584,
ast_18332a11a1f7,이지스제542호부동산일반사모투자회사(제1종),-,0,0,,
ast_19343fe25554,이지스 코어에너지인프라 1호 수익증권,-,0,0,,
ast_199ba4e0626d,"MRP Buyer, LLC에 대한 선순위 대출",-,0,0,,
ast_19dc673946e8,"AA- 이상 채권,  메자닌, 리츠IPO, 국내 상장 리츠, 공모주, 스팩",-,0,0,,
ast_19e5bba5f247,서영빌딩 (투자),경기도 성남시 분당구 수내동 6-3,1,0,112025,
ast_1a20ea59c075,더강남832PFV의 지분증권 및 대출채권,서울 강남구 강남대로 330,0,0,,
ast_1a611af09927,청수,"충청남도 서천군 서면 원두리 산79-1, 80",1,0,112584,
ast_1a6da4237f05,ARDIAN ASF IX Infrastructure SWF,-,0,0,,
ast_1a7bbfa76876,Bristol Logistics Amazon,"Unit 4, Central Park, Central Avenue, Severn Beach, Bristol, UK",2,0,"112324, 112325",
ast_1a8c0ab8b13b,SK명동빌딩,서울시 중구 명동1가 59-5외 8필지,0,0,,
ast_1aa61ea72a74,성리태양광발전소,경상남도 합천군 대병면 성리 산 117,1,0,112504,
ast_1ba78b46e989,채권,-,0,0,,
ast_1c2b0c57e8b7,대구시티센터 (투자),대구광역시 중구 문화동 11-1,1,0,112033,
ast_1ce55ba1b6ee,CBRE IM European Logistics Partners Fund,-,0,0,,
ast_1daf77258172,천안성성7지구공동주택,충남 천안시 서북구 성성동 366-3번지 일원,0,0,,
ast_1db4b67ee880,"공모주, 스팩",-,0,0,,
ast_1e2221e5e270,솔라팩토리10호,"포천시 자작동 595, 596, 709-77 외 7개사 지붕",1,0,112584,
ast_1e36ef9dd9b2,"국내 상장 리츠, 상장 인프라펀드, 채권형 펀드",-,0,0,,
ast_1e6db3434a24,위례Senior Living 개발사업,서울시 송파구 거여동 573-1 일원,0,0,,
ast_1eb3221796bb,이지스333호(홍대 코리빙 복합시설),서울시 마포구 서교동 460-25 일원,0,0,,
ast_1f096e28a63c,오산세교2지구 M-1BL 주상복합,경기도 오산시 오산세교2지구 M1BL,0,0,,
ast_1f6899d52522,효제동 주거용 오피스텔,서울특별시 종로구 효제동 21-3번지 일원,0,0,,
ast_1f7b90e8b01b,옥스포드,전라남도 고흥군 도화면 봉룡리 산221-1,1,0,112504,
ast_1f99948b6e40,괌 소재 종합병원(GRMC)에 대한 선순위,"133 Route 3, Dededo, County, Guam 96912",0,0,,
ast_1fd14a31b02a,Courtyard Miami Airport West Doral,3929 NW 79th Avenue,0,0,,
ast_204fd0903755,"국내 상장 리츠, 신주인수권증서, 공모주",-,0,0,,
ast_20f01c104a7a,종로타워,서울특별시 종로구 종로2가 6,0,0,,
ast_211d00ab23dd,해바라기,전라남도 고흥군 도화면 봉룡리 산221-1,0,0,,
ast_211db1826682,평화와번영,강원도 평창군 평창읍 고길리 86-1,1,0,112504,
ast_2135120fef32,공주시 웅진동 공동주택,충청남도 공주시 웅진동,0,0,,
ast_21ccb7c9f7bd,G밸리비즈플라자,서울특별시 구로구 구로동 188-25,0,0,,
ast_222407c92192,이지스일반사모투자신탁392호(태양광),남양동 330-3,1,0,112504,
ast_223406583df1,The-K호텔서울 부지 재개발사업,서울시 서초구 양재동 202외 3 필지,0,0,,
ast_2235d1489ae1,부천카스퀘어,"경기도 부천시 오정구 삼정동 366-1, 366-10 토지 및 건물 전체 *366-1번지 일부",0,0,,
ast_223bae23bf93,뉴코아아울렛(평촌),경기도 안양시 동안구 호계동 1039-3,2,0,"112081, 112155",
ast_22796a68985d,"채권, 메자닌, 국내 주식, ETF, 상장 리츠, 공모주, 이벤트 드리븐",-,0,0,,
ast_22ffb98ad420,"해외 주식, 채권, 공모주, 스팩, ETF, 선물, 단기금융상품",-,0,0,,
ast_2382027b08d5,비취정보기술,양양군 현남면 정자리,1,0,112504,
ast_23c79539e93e,LS용산타워,서울특별시 용산구 한강로2가 191,0,0,,
ast_23cef84d6f3d,InfraViaEuropean Infrastructure Fund VI,-,0,0,,
ast_24463e868506,부천소사 공동주택,경기도 부천시 소사본동 134,0,0,,
ast_24f9e46b72d9,용답동 청년주택 개발사업,"서울 성동구 용답동 231,231-1번지",0,0,,
ast_25028177c0ce,화양동 도시형생활주택,서울특별시 광진구 화양동116-2 외 5필지,0,0,,
ast_251d0a3de508,고양시 화정동 아이씨티일산,경기도 고양시 덕양구 화정동 1148-6,0,0,,
ast_2544de51ae5f,디앤피영천신기,경북 영천시 신기동 산 14외,0,0,,
ast_257c44fe46f4,"AA+ 이상 채권, 공모주, 스팩",-,0,0,,
ast_2599313d9083,롯데마트(포항) (투자),경상북도 포항시 남구 지곡동 481-1,1,0,112056,
ast_25e1a4cc6c6f,부산 수영구 광안동 98-1외 7필지 오피스텔 PF,부산광역시 수영구 광안동 98-1,1,0,112163,
ast_2629edf793c9,용산전자상가 특별계획구역8 개발사업,-,0,0,,
ast_2638f065215a,이지스제472호일반사모부동산투자회사의 지분증권 (재간접),-,0,0,,
ast_26e82856c0dc,솔라팜1호,경상북도 의성군 장춘리 산88 외2필지,1,0,112466,
ast_2739f0f0f8b8,하남시풍산동9MW 데이터센터,경기도하남시풍산동590-4번지,0,0,,
ast_2756cfcf8361,"글로벌 리츠, 해외 주식",-,0,0,,
ast_282ed30bb789,홈플러스진주점 (투자),경상남도 진주시 상대동 181-1,1,0,112018,
ast_287fe9589946,LA Wilshire Grand Center Senior Loan,"900 Wilshire Boulevard, Los Angeles, California",0,0,,
ast_28ca5c846449,롯데마트(포항),경상북도 포항시 남구 지곡동 481-1,0,0,,
ast_28f8c726fc8f,"상장 리츠 메자닌, 국내 상장 리츠, 이벤트 드리븐",-,0,0,,
ast_2901ee96b420,광교 아이파크 주상복합 내 판매시설 선순위 담보 대출채권,경기도 수원시 영통구 원천동 593번지 일원,0,0,,
ast_29d7a94f5571,"채권, 레포, 공모주",-,0,0,,
ast_2aa8ef574b46,Kuhn Portfolio,네덜란드,0,0,,
ast_2abc73265d3d,"BBB+이하 채권, 공모주, 스팩, 이벤트 드리븐",-,0,0,,
ast_2ae45eda2604,Prologis Targeted European Logistics Fund,-,0,0,,
ast_2b86e2fb0350,Prologis Targeted European Logistics Fund,-,0,0,,
ast_2b8d6d15574a,태평로빌딩,서울특별시 중구 서소문동 111,0,0,,
ast_2bf40e9e1da4,PSD III,-,0,0,,
ast_2c327419d5d5,글로벌 리츠,-,1,0,112543,
ast_2c3a67886c92,롯데팩토리아울렛(인천),인천시 중구 항동7가 76-2,0,0,,
ast_2c7e83c527e8,용산더프라임,-,0,0,,
ast_2c946ed0b0fa,메트로타워,서울특별시 중구 퇴계로 10,0,0,,
ast_2d6772e4d2c7,신라스테이제주,제주특별자치도 제주시 연동 274-16 외 2필지,0,0,,
ast_2e5bd324e0df,마곡CP4 복합시설 개발,"마곡동 769,769-1",0,0,,
ast_2e88e9b329e3,이지스200호(디어스 판교),경기도 성남시 수정구 대왕판교로 815,0,0,,
ast_2f6ea0226f48,Brussels Office Brederode,"Rue Brederode 13, 1000 Bruxelles, Belgium",1,0,112093,
ast_2f76d32aed7a,"메자닌, 이벤트 드리븐, 공모주, 스팩",-,0,0,,
ast_2fd5f7d4daa1,경산 쿠팡물류센터,경상북도 경산시 진량읍 문천리 903번지 (경산4일반산업단지내지원시설부지),0,0,,
ast_2fd6370e9280,용산라이프PFV(보통주),서울용산구  청파로125 (한강로2가15-2) 일원,0,0,,
ast_2fec603a4a04,Hines European Property Partners,-,0,0,,
ast_30057bd3458e,여의도 파이낸스타워,서울특별시 영등포구 국제금융로 2길 32,0,0,,
ast_30141631f2e1,여주쿠팡물류센터,경기도 여주시 점봉동 204-3,0,0,,
ast_302a423013bf,Courtyard Pleasanton,5059 Hopyard Road,0,0,,
ast_3048a53624b2,홈플러스전주효자점,전라북도 전주시 완산구 효자동1가 431-5 외 14필지,0,0,,
ast_30a89c098710,씨티플라자,서울특별시 영등포구 여의도동 여의도동 25,0,0,,
ast_30ea47766ea3,엠아이에너지태양광발전소,충청북도 괴산군 감물면 구월리 산31-3,1,0,112466,
ast_31591298f257,안성산하3지구물류센터개발사업,경기도 안성시 원곡면 산하리500번지 외 168필지,0,0,,
ast_3165eca06342,해담은삼척1호,"강원도 삼척시 하장면 장전리 138, 139",1,0,112504,
ast_31b606a68614,Spring Creek Towers,"1255 Granville Payne Ave, Brooklyn, NY",1,0,R00010,
ast_31da440b4288,CGV대학로,서울시 종로구 대명길28,0,0,,
ast_3294b7419653,동부산 테마파크 개발사업,부산광역시 기장군 기장읍 일원 (동부산관광단지내),0,0,,
ast_32afdcee5368,부산 메디컬빌딩,-,0,0,,
ast_32b8e4125074,㈜동방 보유 유엔씨티㈜ 대출채권 매입,울산광역시 남구 신항로716번길 1(황성동),0,0,,
ast_3378eefd074e,대전 둔산파이낸스빌딩,대전광역시 서구 둔산동 1413,0,0,,
ast_3394bcf0a0cd,"부산시 사상구 괘법동 오피스텔, 도시형생활주택 및 근린생활시설 신축사업",부산시 사상구 괘법동 564-8번지,0,0,,
ast_33b7088ae1e9,아레나스영종,인천광역시 중구 운북동 1328-1,0,0,,
ast_33e54322817d,New York Office 85 Tenth Avenue Senior Loan,"85 10th Avenue, New York,NY, USA (NY10001)",0,0,,
ast_344729614f8e,국내 채권형 ETF,-,0,0,,
ast_349f44ccfd1f,이지스전문투자형사모부동산투자신탁제404호,경기도 이천시 대월면 도리리 3-2,1,0,112527,
ast_34abd4a0e354,국내 채권형 ETF,-,0,0,,
ast_34f6c712284a,Helios Sidecar II L.P.의 수익증권,-,0,0,,
ast_357127c88355,이지스일반사모투자신탁435호(태양광),진량읍 신상리 1186-7,1,0,112584,
ast_35c0d3505765,동산물류센터,경기도 이천시 호법면 매곡리 977-5외 6필지,0,0,,
ast_35ecf256fe62,청라동 오피스텔 분양사업,인천광역시 서구 청라동 6-7,0,0,,
ast_3604f654fa0f,PASEO 사사즈카,일본 도쿄도 23구 내,0,0,,
ast_3610ec7fb906,홈플러스죽도점,경상북도 포항시 북구 죽도동 50-1,0,0,,
ast_36148ade77b4,Courtyard Memphis East/Park Avenue,6015 Park Avenue,0,0,,
ast_3659980079c3,PGSF VII,-,0,0,,
ast_366f9df25803,뉴코아아울렛(일산),경기도 고양시 일산동구 마두동 797,0,0,,
ast_37199617fe59,울산KTX역 오피스텔 사업부지,울산광역시 울주군 삼남읍 교동리 1682-1번지,1,0,112611,
ast_3770bb0a2344,Bridge Debt Strategies V Green Bridge LP,-,0,0,,
ast_3790cde01d6c,"BBB+ 이하 채권, 공모주, 스팩, ETF, 이벤트 드리븐, 레포",-,0,0,,
ast_37a066e39a75,Courtyard Sacramento Rancho Cordova,10683 White Rock Road,0,0,,
ast_381df0a46484,Hines European Property Partners,-,0,0,,
ast_391dd76fd3b8,Unico Core Plus Partners,-,0,0,,
ast_3970a929aade,"ARDIAN Infrastructure Fund VI S.C.S., SICAV-RAIF",-,0,0,,
ast_3ac68d303b60,이지스부동산투자신탁187호,제주특별자치도 제주시 연동 261-23,1,0,112194,
ast_3b3b6275cb37,여의도 신한금융투자타워,여의대로70,0,0,,
ast_3b3e44da06d7,"세운 6-3-1,2구역 도시환경정비사업 개발사업 중순위 PF대출채권 및 토지신탁 우선수익권을 기초자산으로 ?",서울시 중구 을지로4가 261-4외,0,0,,
ast_3c022176b9c4,천안성성7지구공동주택,충남 천안시 서북구 성성동 366-3번지 일원,0,0,,
ast_3c18a81268d7,Courtyard Costa Mesa South Coast,3002 S. Harbor Boulevard,0,0,,
ast_3c2f16286fc7,호니파워,"강원도 삼척시 도계읍 전두리 166,167",1,0,112466,
ast_3c45f673637a,글로벌 리츠,-,0,0,,
ast_3c6660ce41f1,홈플러스센텀시티점,부산광역시 해운대구 우동 1499,0,0,,
ast_3c691076eae5,"미국상장BDC, 공모주 집합투자증권, ETF, 채권, 국내 MMF",-,0,0,,
ast_3d2e2d559411,두산타워(재간접),서울특별시 중구 을지로 6가 18-12 외 1필지,0,0,,
ast_3d612b21dda3,와이에이치파워2 주식,-,0,0,,
ast_3e4a7ba7841a,오토웨이타워,서울특별시 강남구 대치동 948,0,0,,
ast_3e6ab9503501,두산빌딩,서울시 강남구 언주로 726(논현동),0,0,,
ast_3ea6cef0a8e3,이지스333호(디어스 명동),서울시 중구 남학동 13-2외 1필지,0,0,,
ast_3ebb4583bf7d,미래화희망,전라남도 고흥군 도화면 봉룡리 산221-1,0,0,,
ast_3f8a65592274,"메자닌, 공모주, 스팩, 이벤트 드리븐",-,0,0,,
ast_3fc53b50b636,Brookfield Super-Core Infrastructure Partners,-,0,0,,
ast_3fe7501ac3ff,Cosmo Gracia Ryogoku,"1-1-2 Ishihara, Sumida-ku, Tokyo",1,0,112188,
ast_401a2a614838,솔빛에너지,"경상남도 함안군 군북면 장지리 659, 유현리 1365 일원",1,0,112584,
ast_409a7de0ff61,Nabuurs Portfolio,네덜란드,1,0,112347,
ast_40c746673d87,시그니처타워,서울특별시 중구 청계천로 100,0,0,,
ast_40cc5cccfb6c,Bell 본사(몬트리올),"1 Carrefour Alexander-Graham-Bell. Montreal, Canada",1,0,112035,
ast_40e6cfd14713,평화와번영,강원도 평창군 평창읍 고길리 86-1,0,0,,
ast_40eb7f1348f6,뉴코아아울렛(일산),경기도 고양시 일산동구 마두동 797,0,0,,
ast_41455c9fd7e7,서리풀개발사업,서울시 서초구 서초동 1005-1 외,0,0,,
ast_419a8602469e,건화솔라,경남 의령군 대의면 천곡리 산50,1,0,112504,
ast_428853fb1dec,글로벌 리츠,-,1,0,112664,
ast_42a97e89a9a5,안녕인사동,서울특별시 종로구 관훈동 155-2 외 4필지,0,0,,
ast_42cb4269408f,디에스PFV 2종 종류주 및 주주대여,-,0,0,,
ast_43a233492c49,신라모노그램 강릉 복합숙박시설,강원도 강릉시 송정동 259 일원,0,0,,
ast_445bfca846fe,"상장리츠 발행 채권, 국내 주식, 공모주, 스팩, ETF",-,0,0,,
ast_44fa365fae5f,맥스에너지하리태양광발전,경상북도 의성군 하리면 하리 산72,1,0,112466,
ast_451fd8930022,NMP V,-,0,0,,
ast_4635019d1baf,괌 소재 종합병원(GRMC)에 대한 선순위 대출,"133 Route 3, Dededo, County, Guam 96912",0,0,,
ast_46fa23347ee4,동대문구 용두동 오피스텔 PF대출채권,서울특별시 동대문구 용두동 144-31번지 일원,0,0,,
ast_470c38b64eb9,애월 복합관광단지 개발,제주시 애월읍 상가리 17-6 번지 일원,0,0,,
ast_47369fe0367d,이지스유에이치 주식 및 대여금,-,0,0,,
ast_475081c32f39,The-K호텔서울 부지 재개발사업,서울시 서초구 양재동 202외 3 필지,0,0,,
ast_47c9c0222e55,예지안빛에너지,"경상북도 의성군 비안면 장춘리 산88, 산89, 산88-2",1,0,112466,
ast_47cfb7af7038,서울로타워,서울특별시 중구 퇴계로18,0,0,,
ast_47df51a6036d,호수빌딩,대구광역시 중구 동인동2가 50-3,0,0,,
ast_484614a2c1b3,ARDIAN Infrastructure Fund VI,-,0,0,,
ast_485346cd7578,PASEO 시모키타자와,일본 도쿄도 23구 내,0,0,,
ast_493f723e41a1,돈의문3구역 게이트타워,서울시 종로구 평동 222번지 일대,0,0,,
ast_4993a29b4a10,검단 오피스텔 개발,"인천광역시 서구 원당동 3203-104, 105",0,0,,
ast_49a86c456d87,케이앤씨벨에포크,"전라남도 진도군 지산면 와우리 137-3, 140-1",1,0,112584,
ast_49de163142b2,Barcelona Logistics Amazon,"Avinguda Les Garrigue, 2 N2-N12, El Prat de Llobregat, Barcelona, Spain",2,0,"112324, 112325",
ast_4a2315b88c84,"국내 리츠, 글로벌 리츠",-,1,0,112596,
ast_4a41b5cdfb00,이인메가태양광,"충남 공주시 이인면 오룡리 산 2-32, 264, 265, 406-2, 219-2, 262-1, 262-2, 406-3",1,0,112584,
ast_4b214a3d68c2,판교 제2테크노밸리 C1 C2블록 I-Square 개발,경기도 판교 제2테크노밸리 C1 C2블록,0,0,,
ast_4b461cc661b2,포도몰,서울특별시 관악구 신림동 1641-2,0,0,,
ast_4b5b1a719671,"StepStone Secondary Opportunities Fund V Offshore, L.P.",-,0,0,,
ast_4b5c26617588,공주시 웅진동 공동주택,충청남도 공주시 웅진동,0,0,,
ast_4b60082f6ba4,Reglus Ootorii Airport West,"3-2-14 Haginaka, Ota-ku, Tokyo",1,0,112188,
ast_4b619049d6d7,글로벌 리츠,-,2,0,"112495, 300038",
ast_4c0d7e5f8a03,반포이수화학본사사옥,서울시 서초구 반포동 112-4 외 8필지,0,0,,
ast_4c95baf19598,"해외 주식, 채권, 공모주, 스팩, ETF, 선물, 단기금융상품",-,0,0,,
ast_4cdaa02c3ae7,이지스일반사모부동산투자신탁제468-2호(2종)의 수익증권,-,0,0,,
ast_4d5bc767dcc2,"Partners Group Tactical Real Estate Fund, L.P.",-,0,0,,
ast_4e209ca0367c,판교아이스퀘어E동,경기도 성남시 창업로 17,0,0,,
ast_4e98244e7898,"메자닌, 공모주, 이벤트 드리븐, 스팩",-,0,0,,
ast_4e9c841b327e,와이플러스빌딩,서울특별시 강남구 신사동 533-3,0,0,,
ast_4ea718fb3f43,양산 유산동 물류센터,경남 양산시 유산동 509 외 2필지,0,0,,
ast_4eb70494f0e5,LA Wilshire Grand Center Senior Loan,"900 Wilshire Boulevard, Los Angeles, California",0,0,,
ast_4ed0982904a0,구리 수택동 오피스텔 사업부지,경기도 구리시 수택동 370 외 4필지,0,0,,
ast_4f455c2dd45f,PASEO 오기쿠보,일본 도쿄도 23구 내,0,0,,
ast_4fb907d35b52,Courtyard by Marriott,1151 W. Walnut Hill Lane,0,0,,
ast_4fd1e29a3132,"AbryAdvanced Securities Fund III CV-A, L.P.",-,0,0,,
ast_4fe2e0788658,"BBB+이하 채권, 공모주, 스팩, 이벤트 드리븐",-,0,0,,
ast_4ffe4ac306f2,이지스 멀티인컴 일반사모투자신탁 제1호(운용),-,1,0,112710,
ast_50b96d931bfa,아레나스안성,안성시 양성면 산정리 산11-4번지 외 17필지,0,0,,
ast_50f5141fc4b8,트레블로지명동시티홀호텔,서울특별시 중구 세종대로16길 22(북창동 17-1외 2필지),0,0,,
ast_513f15f30c21,강동 성내 역세권 청년주택,서울시 강동구 성내동 87-1번지 일원,0,0,,
ast_51861017a45e,채권,-,0,0,,
ast_51a8d2035467,성수 빅트라이앵글B/L(이지스성수PF재구조화 2종 수익증권),서울특별시 성동구 성수동 268-2번지 외 2필지,0,0,,
ast_51d214497682,삼성동 빌딩,서울특별시 강남구 삼성로 512,0,0,,
ast_51d42aef8752,아이에이제십삼차유동화전문 유한회사,-,1,0,112602,
ast_526e7318eac3,SKT구로사옥,서울특별시 구로구 구로동 1258,0,0,,
ast_53119042a240,PASEO 오기쿠보,일본 도쿄도 23구 내,0,0,,
ast_5316c8adc2fb,해운대중동공동주택,부산시 해운대 중동 256-5번지 일원,0,0,,
ast_5393f66e7bcb,한국쏠라알피에스태양광발전소,경상북도 영천시 북안면 효리 산82-1 외 2필지,1,0,112466,
ast_53a1b2b68541,이지스제463호부동산일반사모투자회사 주식,-,0,0,,
ast_548ddb1877f9,NMP V,-,0,0,,
ast_54b1a79581f6,뉴멕시코주 아마존 물류센터,-,0,0,,
ast_5524410f1c09,Atlanta Office Midtown I&II,아래 자산별 상세 내역,0,0,,
ast_55647389ae80,홈플러스영등포점,서울특별시 영등포구 문래동3가 55-3,0,0,,
ast_5592bb858cba,아이에이와이디유동화전문 유한회사,-,1,0,112602,
ast_559d02c0218e,인천가좌동데이터센터,인천광역시 서구 가좌동 585-49,0,0,,
ast_55b6b363ddd4,Coller Capital이 운용하는 크레딧 세컨더리 관련 SMA의 집합투자증권,-,0,0,,
