asset_id,current_asset_name,proposed_asset_name,asset_name_resolution_status,asset_name_action,is_fund_or_vehicle_fallback_asset,direct_fund_asset_candidates,same_fund_underlying_candidates,fund_asset_field_candidates,project_name_candidates,alias_name_candidates,direct_fund_asset_details_json,linked_fund_ids,linked_project_ids,linked_fund_count,linked_project_count,drawer_behavior_hint
ast_97eee497ab45,PFV_Lotus (지분증권),PFV_Lotus (지분증권),current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_9855c32af978,지엘가산메트로 주식회사,지엘가산메트로 주식회사,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_992b226b8a43,부림빌딩,부림빌딩,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_993ee19a2b04,"StepStone Secondary Opportunities Fund V Offshore, L.P.","StepStone Secondary Opportunities Fund V Offshore, L.P.",current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_99b034f39db3,안성 당목리 995번지 외 44개필지 물류센터 개발사업,안성 당목리 995번지 외 44개필지 물류센터 개발사업,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_99b63c12cc89,국내 리츠,국내 리츠,current_asset_name_ok,keep,false,국내 리츠,국내 리츠 | 해외 리츠,국내 리츠 | 글로벌 리츠,"국내 리츠, 글로벌 리츠 | 국내 리츠","국내 리츠 | 국내 리츠, 글로벌 리츠","[{""name"":""국내 리츠"",""address"":"""",""type"":""""},{""name"":""국내 리츠"",""address"":"""",""type"":""""}]",112495 | 300015 | 300038,112495 | 112587 | 112596 | 112629 | 300015 | 300038,3,6,entity_click_opens_asset_fund_project_picker
ast_99bb7e6dd0fa,노스게이트빌딩,노스게이트빌딩,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_9a12d0c2189f,영보빌딩1,영보빌딩1,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_9a70bf0b0afd,가로골목,가로골목,current_asset_name_ok,keep,false,가로골목,가로골목,가로골목,가로골목,가로골목,"[{""name"":""가로골목"",""address"":""서울특별시 강남구 신사동 545-18"",""type"":""""},{""name"":""가로골목"",""address"":""서울특별시 강남구 신사동 545-18"",""type"":""""},{""name"":""가로골목"",""address"":""서울특별시 강남구 신사동 545-18"",""type"":""""}]",112153 | 112792 | 112793,112153 | 112792 | 112793 | project_notion_3258ced4-3c47-8156-aa12-c6b4bc475222 | project_notion_3268ced4-3c47-81df-830c-da1c411dce6b,3,5,entity_click_opens_asset_fund_project_picker
ast_9a719e7b4ca2,솔라팜2호,솔라팜2호,current_asset_name_ok,keep,false,솔라팜2호,엠아이에너지태양광발전소 | 맥스에너지금성태양광발전 | 예지안빛에너지 | 환성3호태양광발전소 | 환성2호태양광발전소 | 솔라팜2호 | 맥스에너지하리태양광발전 | 천리에너지2호태양광발전소 | 하늘별빛에너지태양광발전소 | 한국쏠라알피에스태양광발전소 | 삼산태양광발전소 | 해누리7호태양광발전소 | 솔라팜1호 | 지동쏠라에너지태양광발전 | 일순에너지 | 스카이에너지 | 에이스쏠라 | 디앤피영천신기 | 성남제이씨에너지 | 선그린에너지 | 디앤피옥연 | 제이에스금계태양광발전 | 아인에너지 | 제이피에너지 | 에스디일호 | 호니파워 | 케이앤씨솔라리아 | 케이앤씨해바라기 | 에스플래닛삼십사호 | 장춘3호태양광발전소,환성2호태양광발전소 | 환성3호태양광발전소 | 예지안빛에너지 | 장춘3호태양광발전소 | 하늘별빛에너지태양광발전소 | 해누리7호태양광발전소 | 천리에너지2호태양광발전소 | 엠아이에너지태양광발전소 | 한국쏠라알피에스태양광발전소 | 솔라팜1호 | 솔라팜2호 | 삼산태양광발전소 | 맥스에너지하리태양광발전 | 맥스에너지금성태양광발전 | 제이에스금계태양광발전 | 지동쏠라에너지태양광발전 | 성남제이씨에너지 | 선그린에너지 | 일순에너지 | 스카이에너지 | 에이스쏠라 | 디앤피옥연 | 디앤피영천신기 | 케이앤씨해바라기 | 케이앤씨솔라리아 | 호니파워 | 에스디일호 | 에스플래닛삼십사호 | 아인에너지 | 제이피에너지,,"솔라팜2호 | 환성2호태양광발전소, 환성3호태양광발전소, 예지안빛에너지, 장춘3호태양광발전소, 하늘별빛에너지태양광발전소, 해누리7호태양광발전소, 천리에너지2호태양광발전소, 엠아이에너지태양광발전소, 한국쏠라알피에스태양광발전소, 솔라팜1호, 솔라팜2호, 삼산태양광발전소, 맥스에너지하리태양광발전, 맥스에너지금성태양광발전, 제이에스금계태양광발전, 지동쏠라에너지태양광발전, 성남제이씨에너지, 선그린에너지, 일순에너지, 스카이에너지, 에이스쏠라, 디앤피옥연, 디앤피영천신기, 곡성, 케이앤씨해바라기, 케이앤씨솔라리아, 호니파워, 에스디일호, 에스플래닛삼십사호, 아인에너지, 제이피에너지","[{""name"":""솔라팜2호"",""address"":""경상북도 의성군 비안면 장춘리 산 88"",""type"":""""}]",112466,,1,0,entity_click_opens_detail
ast_9aa66d591848,Brookfield Strategic Real Estate Partners V,Brookfield Strategic Real Estate Partners V,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_9ab31b323659,Chauncey Square,Chauncey Square,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_9af08cf90d71,OJP사옥(워싱턴) 대출,OJP사옥(워싱턴) 대출,current_asset_name_ok,keep,false,OJP사옥(워싱턴) 대출,Bell 본사(몬트리올) 대출 | OJP사옥(워싱턴) 대출 | Sanofi 본사(파리) 대출,Sanofi 본사(파리) 대출 | Bell 본사(몬트리올) 대출 | OJP사옥(워싱턴) 대출,,"OJP사옥(워싱턴) 대출 | Sanofi 본사(파리) 대출, Bell 본사(몬트리올) 대출, OJP사옥(워싱턴) 대출","[{""name"":""OJP사옥(워싱턴) 대출"",""address"":""810 7th Street, N.W., Washington D.C., U.S.A."",""type"":""오피스""}]",112036,,1,0,entity_click_opens_detail
ast_9b0de0a4a118,성수동2가오피스,성수동2가오피스,current_asset_name_ok,keep,false,성수동2가오피스,성수동2가오피스,성수동2가오피스,성수동2가오피스,성수동2가오피스,"[{""name"":""성수동2가오피스"",""address"":""서울특별시 성동구 성수동2가 269-208"",""type"":""""},{""name"":""성수동2가오피스"",""address"":""서울특별시 성동구 성수동2가 269-208"",""type"":""""}]",P00026 | P00036,P00026 | P00036,2,2,entity_click_opens_asset_fund_project_picker
ast_9b294af79693,광교 아이파크 주상복합 내 판매시설 선순위 담보,광교 아이파크 주상복합 내 판매시설 선순위 담보,current_asset_name_ok,keep,false,광교 아이파크 주상복합 내 판매시설 선순위 담보 대출채권,광교 아이파크 주상복합 내 판매시설 선순위 담보 대출채권,광교 아이파크 주상복합 내 판매시설 선순위 담보 대출채권,광교 아이파크 주상복합 내 판매시설 선순위 담보 대출채권,광교 아이파크 주상복합 내 판매시설 선순위 담보 대출채권,"[{""name"":""광교 아이파크 주상복합 내 판매시설 선순위 담보 대출채권"",""address"":""경기도 수원시 영통구 원천동 593"",""type"":""""}]",112296,112296,1,1,entity_click_opens_detail
ast_9b387d397c17,누리,누리,current_asset_name_ok,keep,false,,새금풍력태양광발전소 | 신명솔라 태양광발전소 | 최강일 태양광발전소 | 참빛솔라 태양광발전소 | 성리태양광발전소 | 의령1호 | 의령2호 | 의령3호 | 나눔과사랑 | 건화솔라 | 비취정보기술 | 해량에너지 | 시온솔라 | 투태모에너지3호 | 엠아이파워 | 평화와번영 | 디앤피입암리1호 | 해담은삼척1호 | 은하수솔라 | 화성솔라 | 옥스포드 | 미래화희망 | 해바라기,참빛솔라 태양광발전소 | 최강일 태양광발전소 | 신명솔라 태양광발전소 | 성리태양광발전소 | 새금풍력태양광발전소 | 엠아이파워 | 해량에너지 | 시온솔라 | 의령1호 | 의령2호 | 의령3호 | 나눔과사랑 | 건화솔라 | 투태모에너지3호 | 비취정보기술 | 은하수솔라 | 화성솔라 | 평화와번영 | 옥스포드 | 미래화희망 | 해바라기 | 디앤피입암리1호 | 해담은삼척1호,,"참빛솔라 태양광발전소, 최강일 태양광발전소, 신명솔라 태양광발전소, 성리태양광발전소, 새금풍력태양광발전소, 엠아이파워, 해량에너지, 시온솔라, 의령1호, 의령2호, 의령3호, 나눔과사랑, 건화솔라, 투태모에너지3호, 비취정보기술, 은하수솔라, 화성솔라, 임원, 누리, 평화와번영, 옥스포드, 미래화희망, 해바라기, 디앤피입암리1호, 한려, 해담은삼척1호",[],112504,,1,0,entity_click_opens_detail
ast_9b4469f9065d,남동테크노타워 지식산업센터 개발사업 PF대출,남동테크노타워 지식산업센터 개발사업 PF대출,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_9b78a5e73c6b,Nuveen UK Enhanced Debt Fund,Nuveen UK Enhanced Debt Fund,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_9bedafe14895,두동 LG전자 통합물류센터 (투자),두동 LG전자 통합물류센터 (투자),current_asset_name_ok,keep,false,두동 LG전자 통합물류센터,두동 LG전자 통합물류센터,두동 LG전자 통합물류센터,창원 두동 물류센터 | 두동 LG전자 통합물류센터,두동 LG전자 통합물류센터 | 창원 두동 물류센터,"[{""name"":""두동 LG전자 통합물류센터"",""address"":""경상남도 창원시 진해구 두동 1875"",""type"":""물류센터""}]",112755,112755 | project_notion_3258ced4-3c47-81fc-841c-c91c6aabb9b9 | project_notion_3268ced4-3c47-81a9-bdb2-d84fc8a343c5,1,3,asset_click_opens_project_list
ast_9bf678a7d2ae,글로벌 리츠,Global REITs(리츠섹터SMA1호),review_single_vehicle_or_security_candidate,manual_review,true,Global REITs(리츠섹터SMA1호),Global REITs(리츠섹터SMA1호),글로벌 리츠,,Global REITs(리츠섹터SMA1호) | 글로벌 리츠,"[{""name"":""Global REITs(리츠섹터SMA1호)"",""address"":"""",""type"":""""}]",112411,,1,0,entity_click_opens_detail
ast_9c32381fc123,Venlo,Venlo,current_asset_name_ok,keep,false,Venlo,Nabuurs Portfolio | Townsend Europe Logistics Venture II Korea Feeder | Venlo | Kuhn Portfolio,Townsend Europe Logistics Venture II Korea Feeder | Venlo | Kuhn Portfolio | Nabuurs Portfolio,,"Venlo | Townsend Europe Logistics Venture II Korea Feeder, Venlo, Kuhn Portfolio, Nabuurs Portfolio","[{""name"":""Venlo"",""address"":""네덜란드"",""type"":""물류센터""}]",112347,,1,0,entity_click_opens_detail
ast_9c85ee271a7f,이지스경산로지스1호(보통주),이지스경산로지스1호(보통주),current_asset_name_ok,keep,false,이지스경산로지스1호(보통주),이지스경산로지스1호(보통주),이지스경산로지스1호(보통주),이지스경산로지스1호(보통주),이지스경산로지스1호(보통주),"[{""name"":""이지스경산로지스1호(보통주)"",""address"":""경상북도 경산시 진량읍 문천리 903"",""type"":""""}]",120081 | 120082 | 120083,120081,3,1,asset_click_opens_fund_list
ast_9cf4a8abd36c,평택 고덕 업무12-2-3BL PF 선순위 대출채권,평택 고덕 업무12-2-3BL PF 선순위 대출채권,current_asset_name_ok,keep,false,평택 고덕 업무12-2-3BL PF 선순위 대출채권,평택 고덕 업무12-2-3BL PF 선순위 대출채권,평택 고덕 업무12-2-3BL PF 선순위 대출채권,평택 고덕 업무12-2-3BL PF 선순위 대출채권,평택 고덕 업무12-2-3BL PF 선순위 대출채권,"[{""name"":""평택 고덕 업무12-2-3BL PF 선순위 대출채권"",""address"":""경기도 평택시 고덕면 고덕 국제화계획지구 업무용지 12-2-3BL"",""type"":""""}]",112342,112342,1,1,entity_click_opens_detail
ast_9d78f7be9afb,국내 리츠,국내 리츠,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_9dae37d9ddc4,글로벌 리츠,글로벌 리츠,current_asset_name_ok,keep,false,Global REITs(미래OCIO),Global REITs(미래OCIO),글로벌 리츠,,Global REITs(미래OCIO) | 글로벌 리츠,"[{""name"":""Global REITs(미래OCIO)"",""address"":"""",""type"":""""}]",112626,,1,0,entity_click_opens_detail
ast_9de000745f5e,US Courtyard by Marriott Portfolio Mezzanine A Loan,US Courtyard by Marriott Portfolio Mezzanine A Loan,current_asset_name_ok,keep,false,US Courtyard by Marriott Portfolio Mezzanine A Loan,US Courtyard by Marriott Portfolio Mezzanine A Loan,US Courtyard by Marriott Portfolio Mezzanine A Loan,US Courtyard by Marriott Portfolio Mezzanine A Loan,US Courtyard by Marriott Portfolio Mezzanine A Loan,"[{""name"":""US Courtyard by Marriott Portfolio Mezzanine A Loan"",""address"":""1 Day Hill Road"",""type"":""호텔""}]",112223,112223 | project_notion_3258ced4-3c47-8139-9590-ed11ea9d7b29 | project_notion_3268ced4-3c47-8165-bc3d-fcfa6daf78ae,1,3,asset_click_opens_project_list
ast_9e287de54a5c,Pantheon PGSF VII,Pantheon PGSF VII,current_asset_name_ok,keep,false,Pantheon PGSF VII,Pantheon PGSF VII,Pantheon PGSF VII,Pantheon PGSF VII,Pantheon PGSF VII,"[{""name"":""Pantheon PGSF VII"",""address"":"""",""type"":""오피스복합""},{""name"":""Pantheon PGSF VII"",""address"":"""",""type"":""오피스복합""}]",200004 | 200005,200004 | 200005 | project_notion_3258ced4-3c47-81e5-aec3-f801e7ff1b6e | project_notion_3268ced4-3c47-813f-980a-f4da8d9b9edb,2,4,entity_click_opens_asset_fund_project_picker
ast_9e54163d0926,롯데마트대덕점,롯데마트대덕점,current_asset_name_ok,keep,false,롯데마트대덕점,롯데마트대덕점 | 롯데팩토리아울렛(인천) | 롯데마트(제주),롯데마트대덕점 | 롯데마트(제주) | 롯데팩토리아울렛(인천),롯데마트대덕점,"롯데마트대덕점 | 롯데마트대덕점, 롯데마트(제주), 롯데팩토리아울렛(인천)","[{""name"":""롯데마트대덕점"",""address"":""대전광역시 유성구 관평동 887"",""type"":""""},{""name"":""롯데마트대덕점"",""address"":""대전광역시 유성구 관평동 887"",""type"":""""}]",112054 | 112592,112592,2,1,asset_click_opens_fund_list
ast_9e6791cd4061,성내동 개발부지 담보대출(브릿지론),성내동 개발부지 담보대출(브릿지론),current_asset_name_ok,keep,false,성내동 개발부지 담보대출(브릿지론),성내동 개발부지 담보대출(브릿지론),성내동 개발부지 담보대출(브릿지론),천호 스페셜시츄에이션 | 성내동 개발부지 담보대출(브릿지론),성내동 개발부지 담보대출(브릿지론) | 천호 스페셜시츄에이션,"[{""name"":""성내동 개발부지 담보대출(브릿지론)"",""address"":""서울특별시 강동구 성내동 19-1"",""type"":""""},{""name"":""성내동 개발부지 담보대출(브릿지론)"",""address"":""서울특별시 강동구 성내동 19-1"",""type"":""""},{""name"":""성내동 개발부지 담보대출(브릿지론)"",""address"":""서울특별시 강동구 성내동 19-1"",""type"":""""}]",112798 | 112799 | 112800,112798 | 112799 | 112800 | project_notion_3258ced4-3c47-813e-9d58-d1d583860844 | project_notion_3268ced4-3c47-8109-8697-d7c4ca7b70ca,3,5,entity_click_opens_asset_fund_project_picker
ast_9ea926bd721a,HSBC Senior UK Direct Lending Fund 2020 RAIF SICAV-S.A.,HSBC Senior UK Direct Lending Fund 2020 RAIF SICAV-S.A.,current_asset_name_ok,keep,false,HSBC Senior UK Direct Lending Fund 2020 RAIF SICAV-S.A.,HSBC Senior UK Direct Lending Fund 2020 RAIF SICAV-S.A.,HSBC Senior UK Direct Lending Fund 2020 RAIF SICAV-S.A.,HSBC Senior UK Direct Lending Fund 2020 RAIF SICAV-S.A.,HSBC Senior UK Direct Lending Fund 2020 RAIF SICAV-S.A.,"[{""name"":""HSBC Senior UK Direct Lending Fund 2020 RAIF SICAV-S.A."",""address"":"""",""type"":""오피스복합""},{""name"":""HSBC Senior UK Direct Lending Fund 2020 RAIF SICAV-S.A."",""address"":"""",""type"":""오피스복합""}]",112667 | 112668,112667 | 112668 | project_notion_3258ced4-3c47-8155-a72c-d249de555360,2,3,entity_click_opens_asset_fund_project_picker
ast_9ecfbd60d856,펨코제17호기업구조조정부동산투자회사의 주식,펨코제17호기업구조조정부동산투자회사의 주식,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_9fa9d0943be6,Miami Courvoisier Center Senior Loan,Miami Courvoisier Center Senior Loan,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_9fb48d4d8ce0,씨티센터타워,씨티센터타워,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_9ff3ad09710f,Brookfield Super-Core Infrastructure Partners Partnership L.P.,Brookfield Super-Core Infrastructure Partners Partnership L.P.,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_a01ce9c12e6b,Quarterra Lennar Multifamily Venture II,Quarterra Lennar Multifamily Venture II,current_asset_name_ok,keep,false,Quarterra Lennar Multifamily Venture II,Quarterra Lennar Multifamily Venture II,Quarterra Lennar Multifamily Venture II,Quarterra Lennar Multifamily Venture II,Quarterra Lennar Multifamily Venture II,"[{""name"":""Quarterra Lennar Multifamily Venture II"",""address"":"""",""type"":""주거""}]",112206,112206 | project_notion_3258ced4-3c47-8124-a375-fb1476185f09,1,2,asset_click_opens_project_list
ast_a08672efd868,하남강변미사지구 업무4BL 3LOT,하남강변미사지구 업무4BL 3LOT,current_asset_name_ok,keep,false,하남강변미사지구 업무4BL 3LOT,부산 수영구 광안동 98-1외 7필지 오피스텔 PF대출 | 하남강변미사지구 업무4BL 3LOT,부산 수영구 광안동 98-1외 7필지 오피스텔 PF대출 | 하남강변미사지구 업무4BL 3LOT,"부산 수영구 광안동 98-1외 7필지 오피스텔 PF대출, 하남강변미사지구 업무4BL 3LOT","하남강변미사지구 업무4BL 3LOT | 부산 수영구 광안동 98-1외 7필지 오피스텔 PF대출, 하남강변미사지구 업무4BL 3LOT","[{""name"":""하남강변미사지구 업무4BL 3LOT"",""address"":""경기도 하남시 하남미사지구 업무시설용지 4-3 (2043-3)"",""type"":""""}]",112163,112163,1,1,entity_click_opens_detail
ast_a0c153e36050,서영빌딩,서영빌딩,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_a151fc2d6f8f,Clarion Gables Multifamily Fund,Clarion Gables Multifamily Fund,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_a236bc9437e2,"AbryAdvanced Securities Fund III CV-A, L.P.","AbryAdvanced Securities Fund III CV-A, L.P.",current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_a26d74763046,"Ku'damm 12, 13-15","Ku'damm 12, 13-15",current_asset_name_ok,keep,false,"Ku'damm 12, 13-15","Ku'damm 12, 13-15",Ku'damm 12 | 13-15,"Ku'damm 12, 13-15","Ku'damm 12, 13-15","[{""name"":""Ku'damm 12, 13-15"",""address"":""Ku'damm 12, 13-15, 10719 Berlin"",""type"":""""}]",112300,112300,1,1,entity_click_opens_detail
ast_a3403c93d165,"공모주, 스팩","공모주, 스팩",current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_a36a0293fea2,하남미사우성르보아파크,하남미사우성르보아파크,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_a36fb8af4acf,남산스퀘어,남산스퀘어,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_a39455191564,트리스빌딩 (투자),트리스빌딩 (투자),current_asset_name_ok,keep,false,트리스빌딩,호수빌딩 | 트리스빌딩 | 서영빌딩 | 탑빌딩,서영빌딩 | 탑빌딩 | 트리스빌딩 | 호수빌딩,,"트리스빌딩 | 서영빌딩, 탑빌딩, 트리스빌딩, 호수빌딩","[{""name"":""트리스빌딩"",""address"":""서울특별시 강남구 논현동 70-6"",""type"":""""}]",112025,,1,0,entity_click_opens_detail
ast_a422589fe744,업스퀘어 (투자),업스퀘어 (투자),current_asset_name_ok,keep,false,업스퀘어,업스퀘어,업스퀘어,울산업스퀘어 | 업스퀘어,업스퀘어 | 울산업스퀘어,"[{""name"":""업스퀘어"",""address"":""울산광역시 남구 삼산동 1569-1"",""type"":""리테일""}]",112080,112080 | project_notion_3258ced4-3c47-81a5-982e-f0cf241f9070,1,2,asset_click_opens_project_list
ast_a43bd38945be,Courtyard Phoenix Airport,Courtyard Phoenix Airport,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_a4549cd85c41,밀레니엄힐튼호텔,밀레니엄힐튼호텔,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_a459af6de7b3,옥스포드,옥스포드,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_a48eb6e898c0,Nuveen C-PACE Lending Fund III,Nuveen C-PACE Lending Fund III,current_asset_name_ok,keep,false,Nuveen C-PACE Lending Fund III,Nuveen C-PACE Lending Fund III,Nuveen C-PACE Lending Fund III,Nuveen C-Pace Loan Fund III 재간접펀드 설정 | Nuveen C-PACE Lending Fund III,Nuveen C-PACE Lending Fund III | Nuveen C-Pace Loan Fund III 재간접펀드 설정,"[{""name"":""Nuveen C-PACE Lending Fund III"",""address"":"""",""type"":""오피스복합""}]",200035,200035 | project_notion_3258ced4-3c47-811c-9ec1-ce2e311dd7b4 | project_notion_3268ced4-3c47-81d8-80e7-d5887c88a363,1,3,asset_click_opens_project_list
ast_a497abe03a47,Atlanta Data Center PwC,Atlanta Data Center PwC,current_asset_name_ok,keep,false,Atlanta Data Center PwC,Atlanta Data Center PwC,Atlanta Data Center PwC,Atlanta Data Center PwC,Atlanta Data Center PwC,"[{""name"":""Atlanta Data Center PwC"",""address"":""2480 Rock House Road, Lithia Springs, GA, USA"",""type"":""""}]",112600,112600 | project_notion_3258ced4-3c47-81ca-a7a2-e8439c07cef7,1,2,asset_click_opens_project_list
ast_a56330cfa5d8,환성2호태양광발전소,환성2호태양광발전소,current_asset_name_ok,keep,false,환성2호태양광발전소,엠아이에너지태양광발전소 | 맥스에너지금성태양광발전 | 예지안빛에너지 | 환성3호태양광발전소 | 환성2호태양광발전소 | 솔라팜2호 | 맥스에너지하리태양광발전 | 천리에너지2호태양광발전소 | 하늘별빛에너지태양광발전소 | 한국쏠라알피에스태양광발전소 | 삼산태양광발전소 | 해누리7호태양광발전소 | 솔라팜1호 | 지동쏠라에너지태양광발전 | 일순에너지 | 스카이에너지 | 에이스쏠라 | 디앤피영천신기 | 성남제이씨에너지 | 선그린에너지 | 디앤피옥연 | 제이에스금계태양광발전 | 아인에너지 | 제이피에너지 | 에스디일호 | 호니파워 | 케이앤씨솔라리아 | 케이앤씨해바라기 | 에스플래닛삼십사호 | 장춘3호태양광발전소,환성2호태양광발전소 | 환성3호태양광발전소 | 예지안빛에너지 | 장춘3호태양광발전소 | 하늘별빛에너지태양광발전소 | 해누리7호태양광발전소 | 천리에너지2호태양광발전소 | 엠아이에너지태양광발전소 | 한국쏠라알피에스태양광발전소 | 솔라팜1호 | 솔라팜2호 | 삼산태양광발전소 | 맥스에너지하리태양광발전 | 맥스에너지금성태양광발전 | 제이에스금계태양광발전 | 지동쏠라에너지태양광발전 | 성남제이씨에너지 | 선그린에너지 | 일순에너지 | 스카이에너지 | 에이스쏠라 | 디앤피옥연 | 디앤피영천신기 | 케이앤씨해바라기 | 케이앤씨솔라리아 | 호니파워 | 에스디일호 | 에스플래닛삼십사호 | 아인에너지 | 제이피에너지,"환성2호태양광발전소, 환성3호태양광발전소, 예지안빛에너지, 장춘3호태양광발전소, 하늘별빛에너지태양광발전소, 해누리7호태양광발전소, 천리에너지2호태양광발전소, 엠아이에너지태양광발전소, 한국쏠라알피에스태양광발전소, 솔라팜1호, 솔라팜2호, 삼산태양광발전소, 맥스에너지하리태양광발전, 맥스에너지금성태양광발전, 제이에스금계태양광발전, 지동쏠라에너지태양광발전, 성남제이씨에너지, 선그린에너지, 일순에너지, 스카이에너지, 에이스쏠라, 디앤피옥연, 디앤피영천신기, 곡성, 케이앤씨해바라기, 케이앤씨솔라리아, 호니파워, 에스디일호, 에스플래닛삼십사호, 아인에너지, 제이피에너지","환성2호태양광발전소 | 환성2호태양광발전소, 환성3호태양광발전소, 예지안빛에너지, 장춘3호태양광발전소, 하늘별빛에너지태양광발전소, 해누리7호태양광발전소, 천리에너지2호태양광발전소, 엠아이에너지태양광발전소, 한국쏠라알피에스태양광발전소, 솔라팜1호, 솔라팜2호, 삼산태양광발전소, 맥스에너지하리태양광발전, 맥스에너지금성태양광발전, 제이에스금계태양광발전, 지동쏠라에너지태양광발전, 성남제이씨에너지, 선그린에너지, 일순에너지, 스카이에너지, 에이스쏠라, 디앤피옥연, 디앤피영천신기, 곡성, 케이앤씨해바라기, 케이앤씨솔라리아, 호니파워, 에스디일호, 에스플래닛삼십사호, 아인에너지, 제이피에너지","[{""name"":""환성2호태양광발전소"",""address"":""충청남도 서산시 지곡면 환성리 777-90"",""type"":""""}]",112466,112466,1,1,entity_click_opens_detail
ast_a5a50c01a582,부평 더샵센트럴시티 공공지원민간임대주택,부평 더샵센트럴시티 공공지원민간임대주택,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_a5ca6d81dcd9,서리풀개발사업,서리풀개발사업,current_asset_name_ok,keep,false,서리풀개발사업,서리풀개발사업,서리풀개발사업,서리풀 개발사업,서리풀개발사업,"[{""name"":""서리풀개발사업"",""address"":""서울시 서초구 서초동 1005-1 외"",""type"":""오피스복합""}]",P00005,P00005 | project_notion_3258ced4-3c47-81aa-adde-cf3478b10198 | project_notion_3268ced4-3c47-8124-9d19-f74df970af1b,1,3,asset_click_opens_project_list
ast_a5d1e84522ed,진해오션리조트 선순위 대출,진해오션리조트 선순위 대출,current_asset_name_ok,keep,false,진해오션리조트 선순위 대출,진해오션리조트 선순위 대출,진해오션리조트 선순위 대출,진해오션리조트 선순위 대출,진해오션리조트 선순위 대출,"[{""name"":""진해오션리조트 선순위 대출"",""address"":""경상남도 창원시 진해구 제덕동 일원"",""type"":""""}]",112117,112117,1,1,entity_click_opens_detail
ast_a60a75cb3e01,정동빌딩,정동빌딩,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_a60db5e30056,이지스 330호 (OPUS407/舊뉴욕제과빌딩),이지스 330호 (OPUS407/舊뉴욕제과빌딩),current_asset_name_ok,keep,false,이지스 330호 (OPUS407/舊뉴욕제과빌딩),이지스 330호 (OPUS407/舊뉴욕제과빌딩),이지스 330호 (OPUS407 | 舊뉴욕제과빌딩),,이지스 330호 (OPUS407/舊뉴욕제과빌딩) | 뉴욕제과(OPUS407),"[{""name"":""이지스 330호 (OPUS407/舊뉴욕제과빌딩)"",""address"":""서초동 1318-1"",""type"":""""}]",112379 | 120105,,2,0,asset_click_opens_fund_list
ast_a67100590140,아이에이제십육차유동화전문 유한회사,아이에이제십육차유동화전문 유한회사,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
ast_a6782d520cea,안성 당목리 995번지 외 44개필지 물류센터 개발사업,안성 당목리 995번지 외 44개필지 물류센터 개발사업,current_asset_name_ok,keep,false,,,,,,[],,,0,0,entity_click_opens_detail
