fund_id,short_name,fund_name,vehicle_type,holding_type,fund_form,multi_class_type,aum_inclusion_flag,status,aggregate_asset_names,aggregate_beneficiary_names,aggregate_lender_names,source_row_number,row_hash
112191,163호,이지스유럽일반사모부동산모투자신탁163호,Fund,모펀드,모펀드,일반,Y,운용,Milano Office Pirelli HQ,,,191,48bf10cbde05724cf58226d8a2534dffa70abfd4e3ae45e6699d8508ee24eacf
112192,163-1호,이지스유럽일반사모부동산자투자신탁163-1호,Fund,자펀드,자펀드,일반,Y,운용,Milano Office Pirelli HQ,"건설근로자공제회, 우리투자증권 , 현대차증권",,192,626a386a4d8a1db99f4c2cf9167bf67b5fa846405dd208617320506c9127cc68
112193,163-2호,이지스유럽일반사모부동산자투자신탁163-2호,Fund,자펀드,자펀드,일반,Y,운용,Milano Office Pirelli HQ,"우리은행, 키움증권",,193,49c94a81a9ed7f4309d3b1d02acb0c6c7b89ee9d4e6daf2723d93e11c45eaa31
112194,187호,이지스부동산투자신탁187호,Fund,일반펀드,일반펀드,일반,Y,청산,"고양시 화정동 아이씨티일산, 제주 연동 오피스텔",,,194,9648971bbf15ba5bc5730cb19fdd424c93a73f402a9025550be20ddd1a8f2e05
112195,158호,이지스일반사모부동산투자신탁158호,Fund,일반펀드,일반펀드,일반,Y,청산,페어필드 메리어트 서울 메자닌 대출,"새마을금고중앙회, 엠캐피탈",,195,09a3a7f124e2237e6504879870785737c72944105c04ca482beb218813797086
112196,184호,이지스전문투자형사모부동산투자신탁184호,Fund,일반펀드,일반펀드,일반,Y,청산,라마다서울호텔 담보대출,,,196,1dc82cf320a3c551823421cbc0d0021529ab6e1beb22003b4334668e4c501080
112197,170호,이지스일반사모부동산모투자신탁제170호,Fund,모펀드,모펀드,일반,Y,청산,포포인츠바이쉐라톤조선서울명동,"이지스170-2호(자펀드2), 코어플랫폼1호(Blind)",삼성생명,197,a8a630e75090818279691dd7096a8476abf1118b3dff8970281ae8d7816f62f8
112198,170-2호,이지스일반사모부동산자투자신탁제170-2호,Fund,자펀드,자펀드,일반,Y,청산,포포인츠바이쉐라톤조선서울명동,우정사업본부(예금),,198,a10072d8550ca6bbcde82f3f26bcdd1af99ec3dad90670bd5e6deda712e26a63
112199,196호,이지스부동산투자신탁196호,Fund,모펀드,멀티클래스(운용),클래스,Y,청산,"강서 마곡지구 근린생활시설 개발사업 PF대출, 하남 미사지구 오피스텔 개발사업 PF대출",,,199,f57f7b7f464c2e7dfa4d681b623ae7594beb933e05c68e45a03973a8bbe48cfe
112200,190호,이지스미국일반사모부동산투자신탁190호,Fund,일반펀드,일반펀드,일반,Y,운용,Jersey City 65 Bay Street A2-Note Loan,"산림조합중앙회, 삼성생명보험",,200,393d126756737c97b788ed0c8dacc05e84aeb2350e753fefa36221932a9ace17
112201,150-1호,이지스글로벌일반개인신용회복채권특별자산투자신탁150-1호,Fund,일반펀드,일반펀드,일반,Y,청산,Balbec InSolve Global Credit Fund III,"서울보증보험, 신한캐피탈, 한국증권금융",,201,85d2dcd424496120123317c920a787d2e632856795bb95ed0c4fed91d5ec9228
112202,203호,이지스전문투자형사모투자신탁203호(재간접형),Fund,일반펀드,일반펀드,일반,Y,청산,제주 신화월드 개발사업(한화전문투자형사모부동산자투자신탁5호6M),,,202,8262e158dcda94d25dd1ea5098a5cd9b29938568acfaf92bb54341a5f5b90e93
112203,196호(C-p),이지스부동산투자신탁196호(Class C-P),Fund,자펀드,클래스펀드,클래스,Y,청산,,,,203,3ac3083491f609bb92a6edb397a73f8c40a44e77c77f46267329bdbf07d93cb4
112204,196호(A),이지스부동산투자신탁196호(Class A),Fund,자펀드,클래스펀드,클래스,Y,청산,,,,204,3404ea01e4569f26786387b26bc040baa8f338a1f789781496fc469fbb21bf8d
112205,194호,이지스리테일부동산투자신탁194호,Fund,일반펀드,일반펀드,일반,Y,운용,건대몰오브K,국민은행,"신협(경동신용협동조합), 신협(광주신우신용협동조합), 신협(금모래신용협동조합), 신협(김제신용협동조합), 신협(남광주신용협동조합), 신협(대원신용협동조합), 신협(등촌신용협동조합), 신협(마포신용협동조합), 신협(북원신용협동조합), 신협(성남중앙신용협동조합), 신협(송파동부신용협동조합), 신협(영암신용협동조합), 신협(원주신용협동조합), 신협(청주상당신용협동조합)",205,b671087006f4a0b484fec64cb80d0c542ac405cbea8a7b48e3c0ad5f5f4d1bc3
112206,177호,이지스글로벌일반사모부동산투자신탁177호(재간접형),Fund,일반펀드,일반펀드,일반,Y,운용,Quarterra Lennar Multifamily Venture II,한국교직원공제회,,206,c379d82b2ecbb57d020b2c901f1658b60c15f8a5debca6c1fc995c8143ba0f69
112207,208호,이지스전문투자형사모투자신탁208호,Fund,일반펀드,일반펀드,일반,Y,청산,시흥 센트럴푸르지오 사업장 공사대금 예금반환채권 금전채권신탁 담보대출,,,207,04b4ad813fadb15e76a3b86883f5f253d25554df06c492b8a566bcc34600ce76
112208,198호,이지스글로벌일반사모부동산투자신탁198호,Fund,일반펀드,일반펀드,일반,Y,운용,New York 20 Times Square Senior Loan,"농협생명보험, 삼성화재, 케이비손해보험, 케이비증권, 하나손해보험",,208,3940f66e26be0531c00ef1f6df35b4590f14c0e8aa28a1dc9aba1688eb34faa2
112209,210호,이지스제210호전문투자형사모부동산투자회사(운용),Fund,모펀드,수익차등(운용),수익차등,Y,운용,센터필드,"DA VINCI HOLDCO PTE. LTD., 국민연금공단, 신한은행, 이지스자산운용","삼성생명, 삼성화재, 새마을금고중앙회, 신한라이프생명보험, 신협(경남제일신용협동조합), 신협(광안신용협동조합), 신협(달구벌신용협동조합), 신협(미추홀신용협동조합), 신협(부산장우신용협동조합), 신협(부산행복신용협동조합), 신협(아산신용협동조합), 신협(이천신용협동조합), 신협(장안신용협동조합), 신협(주민신용협동조합), 신협(청운신용협동조합), 신협(한우리신용협동조합), 신협중앙회(신용협동조합중앙회), 케이디비산업은행, 현대해상화재보험",209,ba17061ef743388e847728e9696394337aaf3f717627973158ad9f2aae991e5c
112210,210호(1종),이지스제210호전문투자형사모부동산투자회사(1종),Fund,자펀드,수익차등(수익권),수익차등,Y,운용,센터필드,,,210,7d1ad29ae5f92369d6641f470a540bde23040b4f3b8595c894f793bbf04b98fd
112211,210호(2종),이지스제210호전문투자형사모부동산투자회사(2종),Fund,자펀드,수익차등(수익권),수익차등,Y,운용,센터필드,,,211,203ca7bffab0a74ef79d678b25920b0c1c7b7a04f43a05c5b44fe64ec9251723
112212,210호(보통),이지스제210호전문투자형사모부동산투자회사(보통),Fund,자펀드,수익차등(수익권),수익차등,Y,운용,센터필드,,,212,ae64f3094af2fc66602cfeaafbf4b4b136a7f75f52bcb1ea875d39b6dd48d208
112213,197호,이지스전문투자형사모부동산투자신탁197호,Fund,일반펀드,일반펀드,일반,Y,청산,인천 가좌동 오피스텔 선순위 PF대출채권,,,213,226539e58c9b21c78c90df2b889df0a1a4a7eca31a0e917bbb941b9dca5e5402
112214,200호,이지스제200호일반사모부동산투자유한회사,Fund,모펀드,수익차등(운용),수익차등,Y,운용,디어스판교,"이지스레지던스리츠, 이지스자산운용, 이지스자산운용 고유자금, 이지스전문투자형사모부동산투자신탁제411호","MG새마을금고(용인중앙), MG새마을금고(이태원1동), MG새마을금고대주단, 광주은행, 롯데손해보험",214,df75d88535d47e09e458ed2ed3ff9f8ba710e677a346913e0551181556470b87
112215,207호,이지스전문투자형사모투자신탁207호(재간접형),Fund,일반펀드,일반펀드,일반,Y,청산,제주 신화월드 개발사업(한화전문투자형사모부동산자투자신탁5호6M),,,215,f06faead568041eff2d3f3ef9ca52dadb139f483f32f8a84771226b23970bc51
112216,204호(A),이지스글로벌부동산투자신탁204호 (파생형) Class A,Fund,자펀드,클래스펀드,클래스,Y,청산,Barcelona Office Nestle HQ,,,216,30c1265f1fff0ef99dfff3e4827bdd57ff73996c41f6f490ca7547808d523680
112217,178호,이지스전문투자형사모부동산투자신탁178호,Fund,모펀드,수익차등(운용),수익차등,Y,청산,삼일빌딩,"GreenOak, SK디앤디",,217,8add2ce6117641bf44aa59dcce9bdfe34f6e337f5d70d3f309e304547906dadc
112218,178호(1종),이지스전문투자형사모부동산투자신탁178호 1종,Fund,자펀드,수익차등(수익권),수익차등,Y,청산,,,,218,29305765c29cb64c6bf3c096abee804cac87e58bfd0a0e1430c364c20ad571c4
112219,178호(2종),이지스전문투자형사모부동산투자신탁178호 2종,Fund,자펀드,수익차등(수익권),수익차등,Y,청산,,,,219,445fe7cbe29f70d2b60b1977d2718d6b62581dfbc9f77d6ef438888a1ddd4d18
112220,178호(3종),이지스전문투자형사모부동산투자신탁178호 3종,Fund,자펀드,수익차등(수익권),수익차등,N,청산,,,,220,15ccffb88fee571489ba5636805ee91566c388b4a148b628cf681b32f080cdf0
112221,204호(C-p),이지스글로벌부동산투자신탁204호 (파생형) Class C-i,Fund,자펀드,클래스펀드,클래스,N,청산,Barcelona Office Nestle HQ,,,221,68a8f4f73af74d3caa74e8ef4ef79c3fb61b94199a197197c3e0382ab2e136d0
112222,204호(파생형),이지스글로벌부동산투자신탁204호(파생형),Fund,모펀드,멀티클래스(운용),클래스,Y,청산,Barcelona Office Nestle HQ,개인(공모),,222,472880e36a41ed50a38f4c944dd910355f6d2f481489eaed9c81e75e8fbd5b53
112223,206호,이지스글로벌일반사모부동산투자신탁206호,Fund,일반펀드,일반펀드,일반,Y,운용,US Courtyard by Marriott Portfolio Mezzanine A Loan,"더케이저축은행, 한국교직원공제회",,223,bd376a8b9ee714ad8e52cc4e97c2ca637b5c3ab82b1a6d26bfefce2d87714ad0
112224,215호,이지스미국전문투자형사모부동산투자신탁215호,Fund,,해당없음,,N,미설정,,,,224,42e6d171b2e67c9afc0015ac4640b4d3a3c09cee30d902988f2a81a587fbe852
112225,219호,이지스전문투자형사모부동산투자신탁219호,Fund,,해당없음,,N,미설정,,,,225,c57962dcbefe9f1a17850d4f3b53c20330020e4aab71fe8dd6dff26685ca0ffc
112226,214호,이지스전문투자형사모투자신탁214호(운용),Fund,모펀드,멀티클래스(운용),클래스,Y,청산,켄싱턴 제주호텔 부동산담보신탁 1종 수익권,,,226,622ad3499754f91454aac0de032a92898411bca5b44b8bf5c2b11d3657132d21
112227,214호(C),이지스전문투자형사모투자신탁214호(Class C),Fund,자펀드,클래스펀드,클래스,Y,청산,,,,227,2ce62d6185a8b137c3f9bdfad3329611589cfd5ccc5a329f0e8ce278307ea54e
112228,214호(P),이지스전문투자형사모투자신탁214호(Class P),Fund,자펀드,클래스펀드,클래스,Y,청산,,,,228,1822908ee3c514b2b2827bda1583c350f5f996ade5247ac0fe3efcef261a87f7
112229,220호,이지스전문투자형사모투자신탁220호,Fund,일반펀드,일반펀드,일반,Y,청산,서울시 영등포 1-3 재정비촉진지구 도시환경정비사업,,,229,bdd71f534a28f8b97a7e8be50ccaa0c81d05f58cc72dbf99b59ce3055a3f561c
112230,201호,이지스글로벌일반사모부동산투자신탁201호,Fund,일반펀드,일반펀드,일반,Y,청산,Uki Retail AEON Mall,"과학기술인공제회, 국민은행신탁운용부",,230,cdcdba22bf39a9cee9ae53561d9b8f081fd5519ccc33bf1bb7792f883762e836
112231,225호,이지스SH1전문투자형사모부동산투자신탁225호,Fund,,해당없음,,N,미설정,,,,231,b36a01eda0b9657ff10ec7c47244b7fcc89724f5bc5f0b96818a6d313a4747b0
112232,226호,이지스SH2전문투자형사모부동산투자신탁226호,Fund,,해당없음,,N,미설정,,,,232,5db0dce14c1d2475903b64d0da4a6860bb4b1205d0755d24a10fb5f98f61274e
112233,223호,이지스전문투자형사모부동산투자신탁223호,Fund,,해당없음,,N,미설정,,,,233,a72ec55adb2d75657a66525d996ff955be6f8ae2b6919d9f16aea8c70690f4d8
112234,217호,이지스일반사모투자신탁217호,Fund,일반펀드,일반펀드,일반,Y,운용,(주)페트로코너지 발행 지분증권 및 투자대상회사(이지스페트로코너지(주))에 대한 대출채권,"농협손해보험, 롯데손해보험, 흥국화재해상보험",,234,e0d9b89cb3849b809ef92ff1734829b5760eec0317bf850525ba404166c93e57
112235,스카이로지스,스카이로지스사모부동산투자회사(운용),Fund,모펀드,수익차등(운용),수익차등,Y,운용,아레나스영종,"G9 Asia X. Pte. Ltd., 이지스아레나스케이엘아이피1사모부동산자투자회사","롯데캐피탈, 수협은행, 스탠다드차타드은행, 아이엠뱅크, 중소기업은행, 하나캐피탈",235,a338f17ac4ccb225f8e1bd807e50da35bfd713ca8d1d8d104a946751c350fac1
112236,228호,이지스미국일반사모부동산투자신탁228호,Fund,일반펀드,일반펀드,일반,Y,청산,New York Manhattan Holiday Inn B-Note,"삼성생명보험, 키움증권",,236,713ac596d1abb6af1537fd616a9630d8742d50d7197cba5f6847cb08db8fed63
112237,스트래티직 1호,이지스스트래티직일반사모부동산자투자신탁제1호,Fund,자펀드,자펀드,일반,Y,운용,"오투타워, 타임워크명동, 타임테라스동탄, 서울로타워",,,237,948bafd102bd181cb09464a46d86129d72975fd26ff48cd79382653144691662
112238,스트래티직1-1호,이지스스트래티직전문투자형사모부동산모투자신탁제1-1호,Fund,모펀드,모펀드,일반,Y,청산,오투타워,,,238,2fbec24e6e071d34e2de4a484264e04500a19c2a0217c994c118033820dfc2eb
112239,210호(A종),이지스제210호전문투자형사모부동산투자회사(최선순위A종),Fund,,해당없음,,N,미설정,,,,239,153aa1b846974605b757b904add9b57494705106bfe8ca596f6cb6adf3472fd7
112240,210호(B종),이지스제210호전문투자형사모부동산투자회사(최선순위B종),Fund,,해당없음,,N,미설정,,,,240,1d0ab6d9daadbca01a11490c1da581c72ad52a75e78b1eb31429e164f4b3c566
112241,210호(3종),이지스제210호전문투자형사모부동산투자회사(3종),Fund,자펀드,수익차등(수익권),수익차등,Y,청산,센터필드,,,241,fc070cb43de7c94ffa0c2228b6286776ccab88ea082f86ac1ec73ee3c99a52a5
112242,229호,이지스글로벌부동산투자신탁229호(파생형),Fund,모펀드,멀티클래스(운용),클래스,Y,운용,Frankfurt Office Trianon,개인(공모),,242,618fdac3c48e9c849d9ffb39b9f59ac46fd2e2fb14b6e44f1b686e8e6315a91f
112243,229호(A),이지스글로벌부동산투자신탁229호(파생형) (Class A),Fund,자펀드,클래스펀드,클래스,Y,운용,Frankfurt Office Trianon,,,243,4e523f94d62b6a25cb6d185cb1f0c0eb5aca527b80990c33b6413a04cb6dec32
112244,229호(C-I),이지스글로벌부동산투자신탁229호(파생형) (Class C-I),Fund,자펀드,클래스펀드,클래스,Y,운용,Frankfurt Office Trianon,,,244,1b179c8a44c8800687ee50962ff5f1fa029ffb91b0b5698165bc8e342d052e5c
112245,230호,이지스전문투자형230호사모부동산투자유한회사(운용),Fund,모펀드,수익차등(운용),수익차등,Y,청산,도지물류센터,,,245,09e751bae9692dcfc949aae581306f11a722948888e78ef9cc01edcc0fce10e3
112246,236호,이지스전문투자형사모부동산투자신탁236호,Fund,일반펀드,일반펀드,일반,Y,청산,GIDC 광명역 지식산업센터,기타(공모),,246,4d216992b1a8109de1bfe090956f85e2632babb6a66ddec7943aaaadd00ee3ce
112247,216호,이지스미국일반사모부동산투자신탁216호(재간접형),Fund,일반펀드,일반펀드,일반,Y,운용,Nuveen RE-PCCP U.S. Core-Plus Real Estate Debt Fund,농업협동조합중앙회,,247,38cd7d7b1aab902af87d2c7f3c2226fc53d3f27d385499fd1f80bf023e402955
112248,240호,이지스전문투자형사모부동산투자신탁240호,Fund,일반펀드,일반펀드,일반,Y,청산,GIDC 광명역 지식산업센터,기타(공모),,248,ea72bff4bb7e3cf65d2a66a3f6b8d9d63ef4607213e9cd98d088bc42b4e4c546
112249,231호,이지스전문투자형사모투자신탁231호,Fund,일반펀드,일반펀드,일반,Y,청산,동삭센토피아 지역주택조합 아파트,,,249,99ae53b53337db31fbbccbb8e31de73f275b30a0ec6c0464a4557b8b72b7f72a
112250,205호,이지스유럽신재생인프라일반사모특별자산투자신탁205호,Fund,일반펀드,일반펀드,일반,Y,운용,Glennmont REBS Europe Fund I,"코리안리재보험, 한국교직원공제회",,250,128e294278cb6e4c8d002e79e35cf03ddd5333f96d59f90f9472828cfbb28056
112251,238호,이지스센츄리온제238호전문투자형사모부동산투자유한회사,Fund,일반펀드,일반펀드,일반,Y,청산,드웰동대문,"COI, CP, Comanche",UOB대화은행,251,b79f433fa8d4bff17cb4a869b2457915f80f84416f53c6f397d4328f3e421cb2
112252,239호,이지스부동산투자신탁239호,Fund,모펀드,멀티클래스(운용),클래스,Y,청산,"강남구 역삼동 오피스텔 및 근린생활시설 신축사업, 부산시 사상구 괘법동 오피스텔, 도시형생활주택 및 근린생활시설 신축사업",,,252,b846b35ec11ba6dcb2269352cedfb0af4c6579e395a80333cbee31eeeb86e9e7
112253,239호(A),이지스부동산투자신탁239호 (Class A),Fund,자펀드,클래스펀드,클래스,Y,청산,,,,253,9efc184759bcba7c426c07594a1eb81dd78ea3b7a448a6ac0aab0c9483a5c572
112254,229-1호,이지스글로벌일반사모부동산투자신탁229-1호(파생형),Fund,일반펀드,일반펀드,일반,Y,운용,Frankfurt Office Trianon,"우리은행, 키움증권, 하나증권",,254,74dcc6e30cc82bc2a7a58c633e5276d22e2f786113c0d1259c40a7f42e7f8421
112255,241호,이지스전문투자형사모부동산투자신탁241호,Fund,일반펀드,일반펀드,일반,Y,청산,잭니클라우스GC 단독주택부지 담보신탁 1순위 우선수익권 담보부대출,,,255,01fe6a2215be5da9b9958c02e283c58e9f5e05935e7b425989fccfdde24ff22e
112256,221호,이지스미국일반사모부동산투자신탁221호,Fund,일반펀드,일반펀드,일반,Y,운용,New York 685 5th Avenue Mezzanine Loan,"키움증권, 한화생명보험",,256,0a0bd191bca73726eb7c6b331b6155a804b8964fca62a4abbc6cd8742ee0c260
112257,239호(C-P),이지스부동산투자신탁239호 (Class C-p),Fund,자펀드,클래스펀드,클래스,Y,청산,,,,257,fabf81c67b7da2ef46205936d134726aa40b38c123f795bc43172a426c060663
112258,242호,이지스전문투자형사모부동산투자신탁242호,Fund,일반펀드,일반펀드,일반,Y,청산,신정동 근린생활시설,,,258,ba9938409f84671e9f017d93be75e32003a46619920b4ba05faf8f4bdea9ca45
112259,246호,이지스전문투자형사모부동산투자신탁246호,Fund,일반펀드,일반펀드,일반,Y,청산,판교 알파돔시티 중심상업용지 7-1BL/주차장용지17BL 오피스텔 및 근린생활시설 개발사업 선순위 PF대출,,,259,7defb33473799135cc8292bc23d188f95a4d2b355d91af1ff2327e10beabc611
112260,셀렉리츠1호,이지스글로벌셀렉트리츠일반사모부동산투자신탁 1호,Fund,모펀드,멀티클래스(운용),클래스,Y,운용,글로벌 리츠,개인투자자 포함,,260,2d1acefc1d897d055d870a281bdb6f8d53e973b0ddd73a5f8f2adffcae9395ed
112261,셀렉리츠1호(A),이지스글로벌셀렉트리츠일반사모부동산투자신탁 1호 Class A,Fund,자펀드,클래스펀드,클래스,Y,운용,글로벌 리츠,,,261,f9351da93f298fece7b1963c0820a3c1de6dc7776151bf4b7520e07b93a50326
112262,셀렉리츠1호(C-I),이지스글로벌셀렉트리츠일반사모부동산투자신탁 1호 Class C-I,Fund,자펀드,클래스펀드,클래스,Y,운용,글로벌 리츠,,,262,2a4a0214353e61d3e3bf1f6abafd5fb40a1b8fbdb463eedb12a798ca545eafa5
112263,셀렉리츠1호(C-S),이지스글로벌셀렉트리츠일반사모부동산투자신탁 1호 Class C-S,Fund,자펀드,클래스펀드,클래스,Y,운용,글로벌 리츠,,,263,d083893f343de2c4624a75fd3b165077e5a643b87f86b1aa19ed2344247c2ec1
112264,244호,이지스전문투자형사모부동산투자신탁244호,Fund,일반펀드,일반펀드,일반,Y,청산,"익선동 상업시설 개발, 익선동 상업시설 개발",,,264,070be4bc02c4bde448a320ee98f4ab31c48a2df3f622b01282bb78bfbe480b4c
112265,230호(1종),이지스전문투자형230호사모부동산투자유한회사(1종),Fund,자펀드,클래스펀드,클래스,Y,청산,,,,265,42e86b67b2ca66f2dd2ce7378963714711148f4dd4a2bb6252dbde0f183fcf66
112266,230호(2종),이지스전문투자형230호사모부동산투자유한회사(2종),Fund,자펀드,수익차등(수익권),수익차등,Y,청산,,,,266,7e7b41a6faed46a32031951867c6db63ad333d2f5824ba38c26b13e9496ec32b
112267,209호,이지스호주일반사모부동산투자신탁209호(재간접형),Fund,일반펀드,일반펀드,일반,Y,운용,Brookfield Premier Real Estate Partners Australia,"마스턴투자운용, 삼성생명보험, 삼성화재",,267,1ac4903664c734b4a1759d8be1420cd019b67cb411a49cef25e8f16374f379a6
112268,247호,이지스일반사모부동산투자신탁제247호,Fund,일반펀드,일반펀드,일반,Y,운용,트레블로지명동시티홀호텔,"Capikor Pte.Ltd., Datapulse Pte.Ltd.","Capikor Pte.Ltd., Datapulse Pte.Ltd.",268,9f433af019c99bf07f8a855042d0b4a93dedfdde53e63727c464a409e65fbd98
112269,209-1호,이지스호주일반사모부동산투자신탁209-1호(재간접형),Fund,일반펀드,일반펀드,일반,Y,운용,Brookfield Premier Real Estate Partners Australia,"마스턴투자운용, 우리은행",,269,339bb0702d787852bea7530662c6ace2ffecc8943a9a04907736ffebaa789964
112270,248호,이지스일반사모부동산투자신탁248호,Fund,모펀드,수익차등(운용),수익차등,Y,운용,반포이수화학본사사옥,"삼성증권, 이수화학","삼성생명, 유안타저축은행, 한국투자저축은행",270,9c0435df2a548046083f0169234a4713b106d372464e1dbd5aedc961cddf47e9
112271,248호(1종),이지스일반사모부동산투자신탁248호(1종),Fund,자펀드,수익차등(수익권),수익차등,Y,운용,반포이수화학본사사옥,,,271,21758a10227dd948a5334b19544cf08375f59460ae75a2d4efaeeb0946fba4de
112272,248호(2종),이지스일반사모부동산투자신탁248호(2종),Fund,자펀드,수익차등(수익권),수익차등,Y,운용,반포이수화학본사사옥,,,272,e1a179316c72b80ddd3c8d144aae8187744f60a99e961d0fd273619c8fabc1ad
112273,58-1호,이지스영국일반사모부동산투자신탁58-1호(재간접형),Fund,일반펀드,일반펀드,일반,Y,운용,Nuveen Global Real Estate Debt Partners Fund II (UK),"삼성화재, 케이디비생명보험",,273,a10910b26272d39b88cff4d3916f592678e940b8f4c3af96dee9df62f877ec09
112274,257호,이지스전문투자형사모부동산투자신탁257호,Fund,일반펀드,일반펀드,일반,Y,청산,고양 일산 식사2구역 A2BL 공동주택 개발사업 선순위 PF대출채권,,,274,59f646f9b5bcc080a563ec9825cb5ae3a3f275a9df4c4c6d0fefe8a438f77f34
112275,256호,이지스제256호전문투자형사모부동산투자유한회사,Fund,일반펀드,일반펀드,일반,Y,청산,도농역 오피스텔,"이지스린, 이지스자산운용, 지알에스투자자문",,275,96347577d6e5eda815926d1d5c473de27afe2dbf1a5236153408aa4ff880981f
112276,258호,이지스전문투자형사모부동산투자신탁258호,Fund,일반펀드,일반펀드,일반,Y,청산,"세운 6-3-1,2구역 도시환경정비사업 개발사업 중순위 PF대출채권 및 토지신탁 우선수익권을 기초자산으로 ?",,,276,25937df0f00588ae706ac93ce2e01d0568901e1d7ff6dcd9b7adec9a6c7314b8
112277,259호,이지스전문투자형사모부동산투자신탁259호,Fund,일반펀드,일반펀드,일반,Y,청산,파주 운정지구 오피스 개발사업,,,277,983c6096b6fd287a5f1c7068d94841ee44bed578a0379868bd97222e10f65ea4
112278,243호,이지스제243호전문투자형사모부동산투자회사,Fund,일반펀드,일반펀드,일반,Y,운용,Poland Logistics Zalando,,,278,7c0de192e9aff47d7781fae870555bce199f7f05c078be6e8363bcf65526476e
112279,232호,이지스일반사모부동산투자신탁232호(운용),Fund,모펀드,수익차등(운용),수익차등,Y,청산,클럽디 속리산,"개인투자자, 이도, 이지스자산운용","KDB산은캐피탈, 아이엠뱅크, 전북은행, 중국건설은행",279,5239df9cec9858a312cd9789a8006b3b95b0e1e5b3ec8a5868132370194f1d84
112280,232호(1종),이지스일반사모부동산투자신탁232호(1종),Fund,자펀드,수익차등(수익권),수익차등,N,청산,클럽디 속리산,,,280,4b0fb96ded0990c64031ce7698a41c827b90d34b0ae071946ca2e3f0d886f9f7
112281,232호(2종),이지스일반사모부동산투자신탁232호(2종),Fund,자펀드,수익차등(수익권),수익차등,N,청산,클럽디 속리산,,,281,581783bffb7e6005dbc1eff1b573545b176568b38e47d2fb2b25a3766ce48aad
112282,232호(3종),이지스일반사모부동산투자신탁232호(3종),Fund,자펀드,수익차등(수익권),수익차등,N,청산,클럽디 속리산,,,282,29f941754534a22c296faec7a941855c854b3ebeeb4327fac8da39d08fbc782e
112283,250-1호,이지스글로벌전문투자형사모부동산투자신탁 250-1호,Fund,,해당없음,,N,미설정,,,,283,406ab046092f152b6646c32abe5ca1e759db5a05ef874527fea6e09d0cb9d1d8
112284,250-2호,이지스글로벌전문투자형사모부동산투자신탁 250-2호,Fund,,해당없음,,N,미설정,,,,284,92b078e017a93cf4e33c9c61e9fc4d0c82cc698a5501de4270cf5ad432dfdc7e
112285,227호,이지스전문투자형사모부동산투자신탁227호,Fund,일반펀드,일반펀드,일반,Y,청산,용인기흥 파워센(개발),,,285,9c7b1a11042953d29c4a6e559cdbc4654465b929668bf9cfc15330c733339f6d
112286,243-1호,이지스글로벌일반사모부동산투자신탁243-1호(재간접형)(운용),Fund,모펀드,수익차등(운용),수익차등,Y,운용,Poland Logistics Zalando,"미래에셋 주택기금, 현대해상화재보험",,286,74fcad440f7671be5d36d73929cf21826ad4d22891ded52e6002b0bf4075d082
112287,263호(운용),이지스전문투자형사모투자신탁263호,Fund,모펀드,수익차등(운용),수익차등,Y,운용,강동 성내 역세권 청년주택,"개인투자자, 스카이밸류, 이지스자산운용","진흥기업, 효성중공업",287,f11e74aba64c6f250d345f14f60ee870268d0cf3ec176b3e3c0d1fcfa741724b
112288,263호(1종),이지스전문투자형사모부동산투자신탁263호 1종,Fund,자펀드,수익차등(수익권),수익차등,N,운용,강동 성내 역세권 청년주택,,,288,6ad28143191fa280f552ead4d029ea4b5068328d6f1adf5bcc31a380a8638655
112289,263호(2종),이지스전문투자형사모부동산투자신탁263호 2종,Fund,자펀드,수익차등(수익권),수익차등,N,운용,강동 성내 역세권 청년주택,,,289,b4ae3b74cef6073710b386d6c15e00ef517d24149e2fcb5e3a63471a154d237e
112290,스트래티직1-3호,이지스스트래티직제1의3호일반사모부동산모투자유한회사,Fund,모펀드,모펀드,일반,Y,운용,타임테라스동탄,"이지스스트래티직 전문투자형사모부동산 자투자신탁 제1-3-3호, 이지스스트래티직일반사모부동산자투자신탁제1호(Blind)","DB저축은행, NH농협캐피탈, 삼성화재, 수협은행, 신한은행, 신한캐피탈, 아이엠뱅크, 전북은행, 키움저축은행, 하나캐피탈",290,b8519e15883884efc52b443b9c6b3ab0246b550bf28c87aeca6e75ed9b8fe064
112291,스트래티직1-3-3호,이지스스트래티직 일반사모부동산자투자신탁 제1-3-3호,Fund,자펀드,자펀드,일반,Y,운용,타임테라스동탄,"KG파트너스, 경방",,291,55614580d44e6e01be071ce2aa0243569f601e5cb108e7a7bc5e54cc8493338a
112292,248-1호,이지스전문투자형사모부동산투자신탁248-1호,Fund,일반펀드,일반펀드,일반,Y,청산,반포 이수화학 본사 사옥(재간접),,,292,812eac4b56a107a3569b28df4814c547ca5b2ebfd5bc72f302a7bf22c59d614b
112293,278호,이지스전문투자형사모투자신탁278호,Fund,일반펀드,일반펀드,일반,Y,청산,광주 월산현대지역주택조합 공동주택 개발사업 Bridge Loan 현대엔지니어링 채무인수 확약 후순위 대출채권,,,293,e1957e3383d387be6134b9d2e56ff5dd658972231553508f3d44c2dfa8eea1e7
112294,270호,이지스전문투자형사모부동산투자신탁270호,Fund,일반펀드,일반펀드,일반,Y,청산,수원 이비스 앰배서더 수원 호텔 후순위 담보대출,,,294,f70b5a18544052fafcc4532778322b4906b7b04da7c9f0b37aeb1c2c99006da0
